feature_index,feature_name,train_materialized_seconds,finite_train_seconds,missing_train_seconds,missing_rate,impute_mean,population_std_after_imputation,applied_scale,zero_variance,verified_standardized_train_mean,verified_standardized_second_moment
45,SYN Flag Cnt,290729,177021,113708,0.3911133736228584,0.044049303655564365,0.05960314805194996,0.05960314805194996,False,1.9325225623182634e-14,1.0000000000004101
46,RST Flag Cnt,290729,177021,113708,0.3911133736228584,0.13874604379117864,0.109803036543692,0.109803036543692,False,1.9674033823423002e-14,1.0000000000000255
47,PSH Flag Cnt,290729,177021,113708,0.3911133736228584,0.43707538359468723,0.15120926703248455,0.15120926703248455,False,-6.721205544541949e-15,1.000000000000015
48,ACK Flag Cnt,290729,177021,113708,0.3911133736228584,0.3274791722378218,0.14900270906875931,0.14900270906875931,False,6.219109435675772e-15,1.0000000000000457
49,URG Flag Cnt,290729,177021,113708,0.3911133736228584,0.05801971231363807,0.07792411456174662,0.07792411456174662,False,1.1540389692257505e-14,0.9999999999995624
50,CWE Flag Count,290729,177021,113708,0.3911133736228584,0.0,0.0,1.0,True,0.0,0.0
51,ECE Flag Cnt,290729,177021,113708,0.3911133736228584,0.13874447351217667,0.10980286619658043,0.10980286619658043,False,2.6068329440385413e-14,1.000000000000132
52,Down/Up Ratio,290729,177021,113708,0.3911133736228584,0.46477021044006356,0.5181013453386157,0.5181013453386157,False,1.4609276189439563e-15,1.000000000000002
53,Pkt Size Avg,290729,177021,113708,0.3911133736228584,79.81662745872408,33.49280325269468,33.49280325269468,False,-1.8081716568514065e-15,0.9999999999999808
54,Fwd Seg Size Avg,290729,177021,113708,0.3911133736228584,46.04785226987907,20.125773634691328,20.125773634691328,False,1.2284539922142503e-15,1.0000000000000002
55,Bwd Seg Size Avg,290729,177021,113708,0.3911133736228584,100.5033200573162,43.82418062080592,43.82418062080592,False,-1.665050803389552e-15,1.000000000000005
56,Fwd Byts/b Avg,290729,177021,113708,0.3911133736228584,0.0,0.0,1.0,True,0.0,0.0
57,Fwd Pkts/b Avg,290729,177021,113708,0.3911133736228584,0.0,0.0,1.0,True,0.0,0.0
58,Fwd Blk Rate Avg,290729,177021,113708,0.3911133736228584,0.0,0.0,1.0,True,0.0,0.0
59,Bwd Byts/b Avg,290729,177021,113708,0.3911133736228584,0.0,0.0,1.0,True,0.0,0.0
60,Bwd Pkts/b Avg,290729,177021,113708,0.3911133736228584,0.0,0.0,1.0,True,0.0,0.0
61,Bwd Blk Rate Avg,290729,177021,113708,0.3911133736228584,0.0,0.0,1.0,True,0.0,0.0
62,Subflow Fwd Pkts,290729,177021,113708,0.3911133736228584,504.20767428504104,5583.532355728317,5583.532355728317,False,7.554904067986412e-16,0.9999999999999984
63,Subflow Fwd Byts,290729,177021,113708,0.3911133736228584,16362.824581322186,178701.42556951533,178701.42556951533,False,-5.943816865082477e-17,0.9999999999999994
64,Subflow Bwd Pkts,290729,177021,113708,0.3911133736228584,7.249917771139538,31.657794390384815,31.657794390384815,False,-1.6892953195497568e-16,0.9999999999999984
65,Subflow Bwd Byts,290729,177021,113708,0.3911133736228584,5788.168767745412,44714.476917976746,44714.476917976746,False,-1.7205785662080858e-16,0.9999999999999972
66,Init Fwd Win Byts,290729,177021,113708,0.3911133736228584,8927.547356867031,5694.5355606105795,5694.5355606105795,False,-6.513171954264063e-15,1.000000000000036
67,Init Bwd Win Byts,290729,177021,113708,0.3911133736228584,11580.11730866087,8139.595295474911,8139.595295474911,False,6.13151634503245e-16,0.9999999999999932
68,Fwd Act Data Pkts,290729,177021,113708,0.3911133736228584,500.3651196774655,5583.674054553552,5583.674054553552,False,-2.0490526561205383e-16,0.9999999999999982
69,Fwd Seg Size Min,290729,177021,113708,0.3911133736228584,18.212109705577035,3.9193237974297053,3.9193237974297053,False,-4.1913293872828966e-14,1.0000000000000273
70,Active Mean,290729,177021,113708,0.3911133736228584,140412.4346650799,330798.5725251519,330798.5725251519,False,1.143715497828502e-14,1.0000000000000446
71,Active Std,290729,177021,113708,0.3911133736228584,57816.2553377521,173078.8480341983,173078.8480341983,False,-1.0573737370515144e-15,0.9999999999999988
72,Active Max,290729,177021,113708,0.3911133736228584,206696.2134797525,464501.7038437614,464501.7038437614,False,2.9562668092120743e-15,1.000000000000002
73,Active Min,290729,177021,113708,0.3911133736228584,101627.87447853219,264350.8928585943,264350.8928585943,False,1.6085845431712686e-14,1.0000000000000397
74,Idle Mean,290729,177021,113708,0.3911133736228584,11381849.779247932,907690392.0151902,907690392.0151902,False,8.543014741733471e-17,1.0000000000001408
75,Idle Std,290729,177021,113708,0.3911133736228584,2824103.7960888264,506152705.3834895,506152705.3834895,False,4.743322274569109e-16,1.0000000000006024
76,Idle Max,290729,177021,113708,0.3911133736228584,16978273.511861544,1950001387.2865267,1950001387.2865267,False,-4.584950838361319e-17,1.0000000000000129
77,Idle Min,290729,177021,113708,0.3911133736228584,6863922.34647272,28537087.95914039,28537087.95914039,False,9.228557764207006e-16,1.000000000000062
