worker_execution_index,pair_block_execution_index,batch_size,pair_rep,variant,iteration_index,elapsed_ns,elapsed_seconds,flows,flows_per_second
1,1,256,5,V2_ORIGINAL,44,11662350,0.01166235,256,21950.979005089026
1,1,256,5,V2_ORIGINAL,45,13539220,0.01353922,256,18908.03162959166
1,1,256,5,V2_ORIGINAL,46,11739710,0.01173971,256,21806.330820778367
1,1,256,5,V2_ORIGINAL,47,13419070,0.01341907,256,19077.328011553705
1,1,256,5,V2_ORIGINAL,48,11780950,0.01178095,256,21729.996307598285
1,1,256,5,V2_ORIGINAL,49,13265800,0.0132658,256,19297.743068642674
1,1,256,5,V2_ORIGINAL,50,11887530,0.01188753,256,21535.171730376285
1,1,256,5,V2_ORIGINAL,51,12900130,0.01290013,256,19844.76125434395
1,1,256,5,V2_ORIGINAL,52,11943310,0.01194331,256,21434.593927479065
1,1,256,5,V2_ORIGINAL,53,12733540,0.01273354,256,20104.38574033615
1,1,256,5,V2_ORIGINAL,54,11865220,0.01186522,256,21575.66399948758
1,1,256,5,V2_ORIGINAL,55,13494490,0.01349449,256,18970.705821413037
1,1,256,5,V2_ORIGINAL,56,12597620,0.01259762,256,20321.298785008596
1,1,256,5,V2_ORIGINAL,57,13116650,0.01311665,256,19517.17854787617
1,1,256,5,V2_ORIGINAL,58,11577700,0.0115777,256,22111.472917764324
1,1,256,5,V2_ORIGINAL,59,12858940,0.01285894,256,19908.328369212395
1,1,256,5,V2_ORIGINAL,60,11694260,0.01169426,256,21891.081607557895
1,1,256,5,V2_ORIGINAL,61,12904850,0.01290485,256,19837.502954315623
1,1,256,5,V2_ORIGINAL,62,12197800,0.0121978,256,20987.39116889931
1,1,256,5,V2_ORIGINAL,63,13129560,0.01312956,256,19497.987746733324
1,1,256,5,V2_ORIGINAL,64,11635020,0.01163502,256,22002.540605860584
1,1,256,5,V2_ORIGINAL,65,13418360,0.01341836,256,19078.337442131527
1,1,256,5,V2_ORIGINAL,66,12414909,0.012414909,256,20620.368622919428
1,1,256,5,V2_ORIGINAL,67,12941790,0.01294179,256,19780.880388261594
1,1,256,5,V2_ORIGINAL,68,11580050,0.01158005,256,22106.985721132467
1,1,256,5,V2_ORIGINAL,69,12849190,0.01284919,256,19923.43486243102
1,1,256,5,V2_ORIGINAL,70,11466519,0.011466519,256,22325.86890581178
1,1,256,5,V2_ORIGINAL,71,12788441,0.012788441,256,20018.07726211506
1,1,256,5,V2_ORIGINAL,72,11750450,0.01175045,256,21786.399669799877
1,1,256,5,V2_ORIGINAL,73,14419430,0.01441943,256,17753.822446518345
1,1,256,5,V2_ORIGINAL,74,11657320,0.01165732,256,21960.45060099577
1,1,256,5,V2_ORIGINAL,75,13106620,0.01310662,256,19532.114305595187
1,1,256,5,V2_ORIGINAL,76,11533080,0.01153308,256,22197.019356494537
1,1,256,5,V2_ORIGINAL,77,12548170,0.01254817,256,20401.38123726408
1,1,256,5,V2_ORIGINAL,78,11234210,0.01123421,256,22787.5391327027
1,1,256,5,V2_ORIGINAL,79,12529630,0.01252963,256,20431.56900882149
1,1,256,5,V2_ORIGINAL,80,11275260,0.01127526,256,22704.576213763583
1,1,256,5,V2_ORIGINAL,81,12548820,0.01254882,256,20400.32449266146
1,1,256,5,V2_ORIGINAL,82,11522290,0.01152229,256,22217.805661895338
1,1,256,5,V2_ORIGINAL,83,12603520,0.01260352,256,20311.785913776468
1,1,256,5,V2_ORIGINAL,84,11351870,0.01135187,256,22551.35057043465
1,1,256,5,V2_ORIGINAL,85,12386350,0.01238635,256,20667.912661922197
1,1,256,5,V2_ORIGINAL,86,11518700,0.0115187,256,22224.730221292335
1,1,256,5,V2_ORIGINAL,87,12786720,0.01278672,256,20020.771550483627
1,1,256,5,V2_ORIGINAL,88,11629660,0.01162966,256,22012.681368156937
1,1,256,5,V2_ORIGINAL,89,12732400,0.0127324,256,20106.1857937231
1,1,256,5,V2_ORIGINAL,90,11348700,0.0113487,256,22557.649774864083
1,1,256,5,V2_ORIGINAL,91,12502040,0.01250204,256,20476.658209380228
1,1,256,5,V2_ORIGINAL,92,11548990,0.01154899,256,22166.4405285657
1,1,256,5,V2_ORIGINAL,93,12727230,0.01272723,256,20114.353241043023
1,1,256,5,V2_ORIGINAL,94,11451570,0.01145157,256,22355.01333004994
1,1,256,5,V2_ORIGINAL,95,12619610,0.01261961,256,20285.888391162644
1,1,256,5,V2_ORIGINAL,96,11369621,0.011369621,256,22516.141918890702
1,1,256,5,V2_ORIGINAL,97,14158650,0.01415865,256,18080.819852175173
1,1,256,5,V2_ORIGINAL,98,12102641,0.012102641,256,21152.407974424754
1,1,256,5,V2_ORIGINAL,99,13592870,0.01359287,256,18833.40310030185
1,1,256,5,V2_ORIGINAL,100,11966700,0.0119667,256,21392.698070478913
2,1,256,5,V3_CLEAN,1,12915290,0.01291529,256,19821.467423495717
2,1,256,5,V3_CLEAN,2,12019900,0.0120199,256,21298.01412657343
2,1,256,5,V3_CLEAN,3,14002320,0.01400232,256,18282.68458369756
2,1,256,5,V3_CLEAN,4,11955230,0.01195523,256,21413.222497601466
2,1,256,5,V3_CLEAN,5,14132890,0.01413289,256,18113.775738720105
2,1,256,5,V3_CLEAN,6,12165330,0.01216533,256,21043.407782608447
2,1,256,5,V3_CLEAN,7,14090010,0.01409001,256,18168.901228600975
2,1,256,5,V3_CLEAN,8,12037420,0.01203742,256,21267.015689408527
2,1,256,5,V3_CLEAN,9,13943790,0.01394379,256,18359.427386671774
2,1,256,5,V3_CLEAN,10,11838540,0.01183854,256,21624.288130124154
2,1,256,5,V3_CLEAN,11,14322140,0.01432214,256,17874.423794209524
2,1,256,5,V3_CLEAN,12,12085800,0.0120858,256,21181.88287080706
2,1,256,5,V3_CLEAN,13,14547390,0.01454739,256,17597.65841157761
2,1,256,5,V3_CLEAN,14,11874410,0.01187441,256,21558.965877041468
2,1,256,5,V3_CLEAN,15,14142410,0.01414241,256,18101.58240356488
2,1,256,5,V3_CLEAN,16,11973110,0.01197311,256,21381.245140151557
2,1,256,5,V3_CLEAN,17,14021570,0.01402157,256,18257.58456435335
2,1,256,5,V3_CLEAN,18,11856890,0.01185689,256,21590.82187656291
2,1,256,5,V3_CLEAN,19,14108180,0.01410818,256,18145.501404149934
2,1,256,5,V3_CLEAN,20,11837101,0.011837101,256,21626.916928393195
2,1,256,5,V3_CLEAN,21,14201111,0.014201111,256,18026.758610646728
2,1,256,5,V3_CLEAN,22,11876489,0.011876489,256,21555.19194266925
2,1,256,5,V3_CLEAN,23,15648460,0.01564846,256,16359.437286480586
2,1,256,5,V3_CLEAN,24,11960749,0.011960749,256,21403.34188101431
2,1,256,5,V3_CLEAN,25,13896060,0.01389606,256,18422.48810094372
2,1,256,5,V3_CLEAN,26,12582680,0.01258268,256,20345.427206286735
2,1,256,5,V3_CLEAN,27,15161859,0.015161859,256,16884.4730715409
2,1,256,5,V3_CLEAN,28,12247590,0.01224759,256,20902.071346281187
2,1,256,5,V3_CLEAN,29,14413250,0.01441325,256,17761.4347909042
2,1,256,5,V3_CLEAN,30,12025431,0.012025431,256,21288.21827675033
2,1,256,5,V3_CLEAN,31,14370630,0.01437063,256,17814.111141961068
2,1,256,5,V3_CLEAN,32,11930740,0.01193074,256,21457.177006623227
2,1,256,5,V3_CLEAN,33,14175050,0.01417505,256,18059.901023276812
2,1,256,5,V3_CLEAN,34,12069350,0.01206935,256,21210.752857444684
2,1,256,5,V3_CLEAN,35,14219850,0.01421985,256,18003.002844615097
2,1,256,5,V3_CLEAN,36,12497080,0.01249708,256,20484.785245833427
2,1,256,5,V3_CLEAN,37,14742940,0.01474294,256,17364.243495530744
2,1,256,5,V3_CLEAN,38,12132920,0.01213292,256,21099.61987716065
2,1,256,5,V3_CLEAN,39,14261390,0.01426139,256,17950.564426048233
2,1,256,5,V3_CLEAN,40,12724320,0.01272432,256,20118.95331145397
2,1,256,5,V3_CLEAN,41,14430160,0.01443016,256,17740.621032615025
2,1,256,5,V3_CLEAN,42,12055730,0.01205573,256,21234.71577415884
2,1,256,5,V3_CLEAN,43,14184470,0.01418447,256,18047.907323995893
2,1,256,5,V3_CLEAN,44,11933000,0.011933,256,21453.113215452948
2,1,256,5,V3_CLEAN,45,14294170,0.01429417,256,17909.399426479467
2,1,256,5,V3_CLEAN,46,12012220,0.01201222,256,21311.630989109424
2,1,256,5,V3_CLEAN,47,14324100,0.0143241,256,17871.977995127094
2,1,256,5,V3_CLEAN,48,11829310,0.01182931,256,21641.16081157734
2,1,256,5,V3_CLEAN,49,14385310,0.01438531,256,17795.932100177193
2,1,256,5,V3_CLEAN,50,12208290,0.01220829,256,20969.357706935207
2,1,256,5,V3_CLEAN,51,14252370,0.01425237,256,17961.924928976725
2,1,256,5,V3_CLEAN,52,12084830,0.01208483,256,21183.58305412654
2,1,256,5,V3_CLEAN,53,14118920,0.01411892,256,18131.69845852232
2,1,256,5,V3_CLEAN,54,11940260,0.01194026,256,21440.06914422299
2,1,256,5,V3_CLEAN,55,14035870,0.01403587,256,18238.983404662482
2,1,256,5,V3_CLEAN,56,11836740,0.01183674,256,21627.576511776046
2,1,256,5,V3_CLEAN,57,14265590,0.01426559,256,17945.279515253136
2,1,256,5,V3_CLEAN,58,12097980,0.01209798,256,21160.5573823068
2,1,256,5,V3_CLEAN,59,14185120,0.01418512,256,18047.080320786852
2,1,256,5,V3_CLEAN,60,12531380,0.01253138,256,20428.71575197624
2,1,256,5,V3_CLEAN,61,14216070,0.01421607,256,18007.789775936668
2,1,256,5,V3_CLEAN,62,12304830,0.01230483,256,20804.83842523627
2,1,256,5,V3_CLEAN,63,14081409,0.014081409,256,18179.998890736006
2,1,256,5,V3_CLEAN,64,12059920,0.01205992,256,21227.338158130402
2,1,256,5,V3_CLEAN,65,14178190,0.01417819,256,18055.90135271145
2,1,256,5,V3_CLEAN,66,13496310,0.01349631,256,18968.14758997089
2,1,256,5,V3_CLEAN,67,14189710,0.01418971,256,18041.242562392043
2,1,256,5,V3_CLEAN,68,12337440,0.01233744,256,20749.847618306554
2,1,256,5,V3_CLEAN,69,14042510,0.01404251,256,18230.35910246815
2,1,256,5,V3_CLEAN,70,14164251,0.014164251,256,18073.670114995846
2,1,256,5,V3_CLEAN,71,14347861,0.014347861,256,17842.380825964232
2,1,256,5,V3_CLEAN,72,12128450,0.01212845,256,21107.396246016597
2,1,256,5,V3_CLEAN,73,14277600,0.0142776,256,17930.184344707795
2,1,256,5,V3_CLEAN,74,11868369,0.011868369,256,21569.93939099804
2,1,256,5,V3_CLEAN,75,14413761,0.014413761,256,17760.805108396067
2,1,256,5,V3_CLEAN,76,11950420,0.01195042,256,21421.84124072627
2,1,256,5,V3_CLEAN,77,14235510,0.01423551,256,17983.198353975375
2,1,256,5,V3_CLEAN,78,11893059,0.011893059,256,21525.16017956356
2,1,256,5,V3_CLEAN,79,14038271,0.014038271,256,18235.863946493126
2,1,256,5,V3_CLEAN,80,11976470,0.01197647,256,21375.246629432546
2,1,256,5,V3_CLEAN,81,14021780,0.01402178,256,18257.311125976874
2,1,256,5,V3_CLEAN,82,12201750,0.01220175,256,20980.597045505765
2,1,256,5,V3_CLEAN,83,14137100,0.0141371,256,18108.381492668228
2,1,256,5,V3_CLEAN,84,11835870,0.01183587,256,21629.16625478313
2,1,256,5,V3_CLEAN,85,14168520,0.01416852,256,18068.224486396604
2,1,256,5,V3_CLEAN,86,11743400,0.0117434,256,21799.478856208596
2,1,256,5,V3_CLEAN,87,14669500,0.0146695,256,17451.174204983126
2,1,256,5,V3_CLEAN,88,12325290,0.01232529,256,20770.302362053957
2,1,256,5,V3_CLEAN,89,14208150,0.01420815,256,18017.827796018482
2,1,256,5,V3_CLEAN,90,11854800,0.0118548,256,21594.62833620137
2,1,256,5,V3_CLEAN,91,14042780,0.01404278,256,18230.00858804311
2,1,256,5,V3_CLEAN,92,11889630,0.01188963,256,21531.368091353557
2,1,256,5,V3_CLEAN,93,14731000,0.014731,256,17378.317833140994
2,1,256,5,V3_CLEAN,94,12509800,0.0125098,256,20463.9562582935
2,1,256,5,V3_CLEAN,95,14334380,0.01433438,256,17859.160982198042
2,1,256,5,V3_CLEAN,96,11912770,0.01191277,256,21489.544413264088
2,1,256,5,V3_CLEAN,97,14564040,0.01456404,256,17577.540297884378
2,1,256,5,V3_CLEAN,98,12110850,0.01211085,256,21138.070407939987
2,1,256,5,V3_CLEAN,99,14300310,0.01430031,256,17901.709823073765
2,1,256,5,V3_CLEAN,100,12168140,0.01216814,256,21038.548208682678
3,2,1024,5,V3_CLEAN,1,58465840,0.05846584,1024,17514.50077515349
3,2,1024,5,V3_CLEAN,2,54323820,0.05432382,1024,18849.92623861871
3,2,1024,5,V3_CLEAN,3,62404250,0.06240425,1024,16409.138800642584
3,2,1024,5,V3_CLEAN,4,54143540,0.05414354,1024,18912.690230450393
3,2,1024,5,V3_CLEAN,5,80956550,0.08095655,1024,12648.760353547674
3,2,1024,5,V3_CLEAN,6,62678240,0.06267824,1024,16337.408325441174
3,2,1024,5,V3_CLEAN,7,77887920,0.07788792,1024,13147.096494552685
3,2,1024,5,V3_CLEAN,8,56172210,0.05617221,1024,18229.654841780302
3,2,1024,5,V3_CLEAN,9,67206951,0.067206951,1024,15236.519210639388
3,2,1024,5,V3_CLEAN,10,58293940,0.05829394,1024,17566.14838523524
3,2,1024,5,V3_CLEAN,11,65106180,0.06510618,1024,15728.153609995241
3,2,1024,5,V3_CLEAN,12,55660760,0.05566076,1024,18397.161662902196
3,2,1024,5,V3_CLEAN,13,64494800,0.0644948,1024,15877.249018525523
3,2,1024,5,V3_CLEAN,14,55171900,0.0551719,1024,18560.172841609587
3,2,1024,5,V3_CLEAN,15,63463080,0.06346308,1024,16135.365633057832
3,2,1024,5,V3_CLEAN,16,55706880,0.05570688,1024,18381.9305622573
3,2,1024,5,V3_CLEAN,17,64030120,0.06403012,1024,15992.473542139232
3,2,1024,5,V3_CLEAN,18,54312991,0.054312991,1024,18853.684563238287
3,2,1024,5,V3_CLEAN,19,63383861,0.063383861,1024,16155.532084105764
3,2,1024,5,V3_CLEAN,20,55280251,0.055280251,1024,18523.7943293709
3,2,1024,5,V3_CLEAN,21,66735000,0.066735,1024,15344.272121075897
3,2,1024,5,V3_CLEAN,22,57948540,0.05794854,1024,17670.850723762844
3,2,1024,5,V3_CLEAN,23,63973760,0.06397376,1024,16006.562690703187
3,2,1024,5,V3_CLEAN,24,56140500,0.0561405,1024,18239.951550128695
3,2,1024,5,V3_CLEAN,25,64166620,0.06416662,1024,15958.453164589317
3,2,1024,5,V3_CLEAN,26,57141200,0.0571412,1024,17920.519695071154
3,2,1024,5,V3_CLEAN,27,63771670,0.06377167,1024,16057.2868798951
3,2,1024,5,V3_CLEAN,28,54851540,0.05485154,1024,18668.573389188343
3,2,1024,5,V3_CLEAN,29,63462740,0.06346274,1024,16135.4520778649
3,2,1024,5,V3_CLEAN,30,54874571,0.054874571,1024,18660.738140440317
3,2,1024,5,V3_CLEAN,31,64346691,0.064346691,1024,15913.794230693231
3,2,1024,5,V3_CLEAN,32,55197290,0.05519729,1024,18551.635415434343
3,2,1024,5,V3_CLEAN,33,63546590,0.06354659,1024,16114.161279149675
3,2,1024,5,V3_CLEAN,34,55235480,0.05523548,1024,18538.808751186734
3,2,1024,5,V3_CLEAN,35,63470960,0.06347096,1024,16133.362406996835
3,2,1024,5,V3_CLEAN,36,55277370,0.05527737,1024,18524.759770589666
3,2,1024,5,V3_CLEAN,37,63688470,0.06368847,1024,16078.263459618358
3,2,1024,5,V3_CLEAN,38,54449410,0.05444941,1024,18806.448040483818
3,2,1024,5,V3_CLEAN,39,63267080,0.06326708,1024,16185.352635209338
3,2,1024,5,V3_CLEAN,40,54468030,0.05446803,1024,18800.019020331743
3,2,1024,5,V3_CLEAN,41,64607770,0.06460777,1024,15849.486834168709
3,2,1024,5,V3_CLEAN,42,55285570,0.05528557,1024,18522.01216339092
3,2,1024,5,V3_CLEAN,43,64813730,0.06481373,1024,15799.12157501196
3,2,1024,5,V3_CLEAN,44,55032230,0.05503223,1024,18607.27795330118
3,2,1024,5,V3_CLEAN,45,63294800,0.0632948,1024,16178.264249195827
3,2,1024,5,V3_CLEAN,46,54513580,0.05451358,1024,18784.310258104495
3,2,1024,5,V3_CLEAN,47,63493960,0.06349396,1024,16127.518271029245
3,2,1024,5,V3_CLEAN,48,54941890,0.05494189,1024,18637.873578793886
3,2,1024,5,V3_CLEAN,49,63903471,0.063903471,1024,16024.168702823668
3,2,1024,5,V3_CLEAN,50,54828600,0.0548286,1024,18676.38422283261
4,2,1024,5,V2_ORIGINAL,1,58327530,0.05832753,1024,17556.032288697977
4,2,1024,5,V2_ORIGINAL,2,55478399,0.055478399,1024,18457.63429474596
4,2,1024,5,V2_ORIGINAL,3,58409190,0.05840919,1024,17531.48776759274
4,2,1024,5,V2_ORIGINAL,4,54459790,0.05445979,1024,18802.8635439101
4,2,1024,5,V2_ORIGINAL,5,61719770,0.06171977,1024,16591.118210583092
4,2,1024,5,V2_ORIGINAL,6,55037960,0.05503796,1024,18605.340750274903
4,2,1024,5,V2_ORIGINAL,7,59219200,0.0592192,1024,17291.689181886955
4,2,1024,5,V2_ORIGINAL,8,54674680,0.05467468,1024,18728.961925337284
4,2,1024,5,V2_ORIGINAL,9,59508551,0.059508551,1024,17207.611054081957
4,2,1024,5,V2_ORIGINAL,10,54864780,0.05486478,1024,18664.068278411032
4,2,1024,5,V2_ORIGINAL,11,58005130,0.05800513,1024,17653.610982338974
4,2,1024,5,V2_ORIGINAL,12,53838990,0.05383899,1024,19019.673288819125
4,2,1024,5,V2_ORIGINAL,13,58924210,0.05892421,1024,17378.255898551717
4,2,1024,5,V2_ORIGINAL,14,54382300,0.0543823,1024,18829.655972623445
4,2,1024,5,V2_ORIGINAL,15,58521861,0.058521861,1024,17497.734735400845
4,2,1024,5,V2_ORIGINAL,16,54745751,0.054745751,1024,18704.64796436896
4,2,1024,5,V2_ORIGINAL,17,58177830,0.05817783,1024,17601.206507702333
4,2,1024,5,V2_ORIGINAL,18,54464420,0.05446442,1024,18801.265119503707
4,2,1024,5,V2_ORIGINAL,19,60117690,0.06011769,1024,17033.25593514987
4,2,1024,5,V2_ORIGINAL,20,54071280,0.05407128,1024,18937.964849361804
4,2,1024,5,V2_ORIGINAL,21,58421600,0.0584216,1024,17527.763703835568
4,2,1024,5,V2_ORIGINAL,22,54598320,0.05459832,1024,18755.155836296795
4,2,1024,5,V2_ORIGINAL,23,58695141,0.058695141,1024,17446.077861879574
4,2,1024,5,V2_ORIGINAL,24,54375760,0.05437576,1024,18831.920694073975
4,2,1024,5,V2_ORIGINAL,25,59310850,0.05931085,1024,17264.969225698165
4,2,1024,5,V2_ORIGINAL,26,54081580,0.05408158,1024,18934.35805684671
4,2,1024,5,V2_ORIGINAL,27,57854770,0.05785477,1024,17699.491329755525
4,2,1024,5,V2_ORIGINAL,28,54515610,0.05451561,1024,18783.61078597488
4,2,1024,5,V2_ORIGINAL,29,58344720,0.05834472,1024,17550.859786455396
4,2,1024,5,V2_ORIGINAL,30,54847961,0.054847961,1024,18669.79157165022
4,2,1024,5,V2_ORIGINAL,31,59165401,0.059165401,1024,17307.4124858885
4,2,1024,5,V2_ORIGINAL,32,54215430,0.05421543,1024,18887.61188466088
4,2,1024,5,V2_ORIGINAL,33,58453190,0.05845319,1024,17518.29113175859
4,2,1024,5,V2_ORIGINAL,34,54964810,0.05496481,1024,18630.101695976024
4,2,1024,5,V2_ORIGINAL,35,58732760,0.05873276,1024,17434.903450816884
4,2,1024,5,V2_ORIGINAL,36,54894840,0.05489484,1024,18653.847975510995
4,2,1024,5,V2_ORIGINAL,37,58315970,0.05831597,1024,17559.51242858517
4,2,1024,5,V2_ORIGINAL,38,54102051,0.054102051,1024,18927.193721361877
4,2,1024,5,V2_ORIGINAL,39,59010080,0.05901008,1024,17352.967493011365
4,2,1024,5,V2_ORIGINAL,40,54714780,0.05471478,1024,18715.235627375274
4,2,1024,5,V2_ORIGINAL,41,60173340,0.06017334,1024,17017.50310021016
4,2,1024,5,V2_ORIGINAL,42,55875170,0.05587517,1024,18326.566165257304
4,2,1024,5,V2_ORIGINAL,43,59252690,0.05925269,1024,17281.915808379334
4,2,1024,5,V2_ORIGINAL,44,54136190,0.05413619,1024,18915.257981767834
4,2,1024,5,V2_ORIGINAL,45,60074899,0.060074899,1024,17045.38862395757
4,2,1024,5,V2_ORIGINAL,46,55300021,0.055300021,1024,18517.17199167067
4,2,1024,5,V2_ORIGINAL,47,59372530,0.05937253,1024,17247.03326605755
4,2,1024,5,V2_ORIGINAL,48,56290840,0.05629084,1024,18191.236798029662
4,2,1024,5,V2_ORIGINAL,49,57718170,0.05771817,1024,17741.380227404992
4,2,1024,5,V2_ORIGINAL,50,53593230,0.05359323,1024,19106.890926335287
5,3,1024,2,V3_CLEAN,1,59390180,0.05939018,1024,17241.90766891092
5,3,1024,2,V3_CLEAN,2,55631090,0.05563109,1024,18406.973510675416
5,3,1024,2,V3_CLEAN,3,63695590,0.06369559,1024,16076.4662043322
5,3,1024,2,V3_CLEAN,4,55452110,0.05545211,1024,18466.38477778393
5,3,1024,2,V3_CLEAN,5,65639460,0.06563946,1024,15600.372093250005
5,3,1024,2,V3_CLEAN,6,54502110,0.05450211,1024,18788.26342686549
5,3,1024,2,V3_CLEAN,7,63882420,0.06388242,1024,16029.449103524883
5,3,1024,2,V3_CLEAN,8,54665261,0.054665261,1024,18732.188985615565
5,3,1024,2,V3_CLEAN,9,64514250,0.06451425,1024,15872.462285464066
5,3,1024,2,V3_CLEAN,10,54092410,0.05409241,1024,18930.567153506378
5,3,1024,2,V3_CLEAN,11,63353250,0.06335325,1024,16163.338108147569
5,3,1024,2,V3_CLEAN,12,55420470,0.05542047,1024,18476.927388021068
5,3,1024,2,V3_CLEAN,13,63874440,0.06387444,1024,16031.451704312396
5,3,1024,2,V3_CLEAN,14,54687990,0.05468799,1024,18724.403657914652
5,3,1024,2,V3_CLEAN,15,63624390,0.06362439,1024,16094.456858446894
5,3,1024,2,V3_CLEAN,16,55343750,0.05534375,1024,18502.540937323545
5,3,1024,2,V3_CLEAN,17,64418680,0.06441868,1024,15896.010287699157
5,3,1024,2,V3_CLEAN,18,54803180,0.05480318,1024,18685.047108580195
5,3,1024,2,V3_CLEAN,19,64796439,0.064796439,1024,15803.337587733795
5,3,1024,2,V3_CLEAN,20,54487571,0.054487571,1024,18793.276727274188
5,3,1024,2,V3_CLEAN,21,64371081,0.064371081,1024,15907.764544143667
5,3,1024,2,V3_CLEAN,22,57299300,0.0572993,1024,17871.07346861131
5,3,1024,2,V3_CLEAN,23,63018370,0.06301837,1024,16249.2301847858
5,3,1024,2,V3_CLEAN,24,56332010,0.05633201,1024,18177.94181318934
5,3,1024,2,V3_CLEAN,25,64938640,0.06493864,1024,15768.731836699997
5,3,1024,2,V3_CLEAN,26,56049080,0.05604908,1024,18269.70219671759
5,3,1024,2,V3_CLEAN,27,65216840,0.06521684,1024,15701.466063059786
5,3,1024,2,V3_CLEAN,28,55082951,0.055082951,1024,18590.14416275555
5,3,1024,2,V3_CLEAN,29,65480851,0.065480851,1024,15638.159620130775
5,3,1024,2,V3_CLEAN,30,54858220,0.05485822,1024,18666.300146085672
5,3,1024,2,V3_CLEAN,31,63988560,0.06398856,1024,16002.860511316398
5,3,1024,2,V3_CLEAN,32,56656160,0.05665616,1024,18073.939356285355
5,3,1024,2,V3_CLEAN,33,64488110,0.06448811,1024,15878.89612519269
5,3,1024,2,V3_CLEAN,34,55119440,0.05511944,1024,18577.837510685884
5,3,1024,2,V3_CLEAN,35,63798370,0.06379837,1024,16050.566809152022
5,3,1024,2,V3_CLEAN,36,55423020,0.05542302,1024,18476.077268975958
5,3,1024,2,V3_CLEAN,37,64633520,0.06463352,1024,15843.172397232891
5,3,1024,2,V3_CLEAN,38,54417371,0.054417371,1024,18817.520603852765
5,3,1024,2,V3_CLEAN,39,65715240,0.06571524,1024,15582.382412359751
5,3,1024,2,V3_CLEAN,40,54516071,0.054516071,1024,18783.451947591748
