disagreement_case_id,model,model_display,y_true,attack_category,model_probability,model_prediction,model_outcome,replicates,decision_agreement_rate,mean_local_r2,median_local_r2,minimum_local_r2,local_r2_standard_deviation,mean_fidelity_gap,median_fidelity_gap,maximum_fidelity_gap,fidelity_gap_standard_deviation,local_prediction_standard_deviation,pairwise_comparisons,mean_top5_jaccard,minimum_top5_jaccard,mean_top10_jaccard,minimum_top10_jaccard,mean_top15_jaccard,minimum_top15_jaccard,mean_weight_cosine,minimum_weight_cosine,mean_shared_sign_agreement,minimum_shared_sign_agreement,mean_absolute_weight_spearman,high_stability_pair_rate,moderate_or_high_pair_rate,total_unique_selected_features,features_selected_in_all_seeds,features_selected_in_at_least_four_seeds,operational_case_stability_class,top5_jaccard,top10_jaccard,top15_jaccard,absolute_attribution_cosine,signed_attribution_cosine,absolute_attribution_spearman,signed_attribution_spearman,sign_agreement_on_lime_selected_features,sign_agreement_on_shared_top10,operational_reliability_label
DISAGREE_06,lightgbm,LightGBM,0,Benign,0.5184144651378136,1,FP,5,1.0,0.3255293225233776,0.3268736312313551,0.3136355208905163,0.0071105862654774,0.1130026306913916,0.1132179955798687,0.1157744458275873,0.0029544924950817,0.0029544924950817,10,0.8,0.6666666666666666,1.0,1.0,0.7919117647058823,0.6666666666666666,0.9927362979337224,0.988558512159785,1.0,1.0,0.8880769744754776,1.0,1.0,19,12,13,High,0.25,0.5384615384615384,0.5,0.7623683240024648,-0.39834100864125427,0.5372456230899312,-0.3506508817308066,0.2631578947368421,0.42857142857142855,Stable but fidelity-limited
DISAGREE_06,xgboost,XGBoost,0,Benign,0.0800000205636024,0,TN,5,1.0,0.1859134502186216,0.1873949620678524,0.1759917431578098,0.0077243971288516,0.2688544338699581,0.2684342988620351,0.2707737946367201,0.0015649162940232,0.0015649162940232,10,0.6285714285714286,0.4285714285714285,0.806060606060606,0.6666666666666666,0.7254901960784312,0.6666666666666666,0.9572429721631964,0.9190487186394254,1.0,1.0,0.8411546171321662,0.8,1.0,22,11,13,High,0.25,0.3333333333333333,0.36363636363636365,0.6319681734290777,0.0959466789925175,0.44632490529633023,-0.3102893216865603,0.36363636363636365,0.2,Stable but fidelity-limited
DISAGREE_07,lightgbm,LightGBM,1,Infilteration,0.2672456872982205,1,TP,5,1.0,0.2763446849763721,0.2748048276657444,0.2732059294111579,0.0038242020016987,0.2214424100279797,0.2217382940469904,0.2229650968539433,0.0012886129882206,0.0012886129882206,10,1.0,1.0,0.8575757575757577,0.6666666666666666,0.9014705882352942,0.7647058823529411,0.986364010748252,0.96838380563093,1.0,1.0,0.942712815715622,0.9,1.0,17,13,15,High,0.25,0.25,0.5,0.7464794827848361,0.341025836691415,0.529980353597533,-0.24645725050898146,0.29411764705882354,0.5,Stable but fidelity-limited
DISAGREE_07,xgboost,XGBoost,1,Infilteration,0.4837058186531067,0,FN,5,1.0,0.1573035313948674,0.1574080613618536,0.1495210842367895,0.0052971279240508,0.0464855888111812,0.0458516227846413,0.048015641369647,0.0012152099752852,0.0012152099752852,10,0.8666666666666666,0.6666666666666666,0.7727272727272727,0.6666666666666666,0.6709881320949432,0.5789473684210527,0.9423820514680138,0.9041971289499108,1.0,1.0,0.7969798209274355,0.7,1.0,23,10,12,High,0.25,0.25,0.30434782608695654,0.5900556864465077,0.36606248740838715,0.5173765930413716,-0.0165041672773388,0.4782608695652174,0.75,Stable but fidelity-limited
DISAGREE_08,lightgbm,LightGBM,1,Infilteration,0.2629131365136174,1,TP,5,1.0,0.3923134238946844,0.3914272412955929,0.3846908772968356,0.0055100609293998,0.0356006313743392,0.0357473029717183,0.0398722841908632,0.0029986107558158,0.0029986107558158,10,1.0,1.0,0.8727272727272728,0.8181818181818182,0.7683823529411764,0.6666666666666666,0.9961476774293332,0.994133089310947,0.9928571428571428,0.9285714285714286,0.8753441133235332,1.0,1.0,20,12,12,High,0.25,0.42857142857142855,0.36363636363636365,0.5254477876067796,-0.2741612424198072,0.4823497669948032,-0.2657451778764844,0.35,0.16666666666666666,Qualified supplementary explanation
DISAGREE_08,xgboost,XGBoost,1,Infilteration,0.4453208148479461,0,FN,5,1.0,0.2370055756836108,0.2373449758502929,0.2319875294136486,0.0032960069397204,0.2068909336395324,0.2057913872191573,0.2113291984445988,0.002496104619503,0.002496104619503,10,0.8,0.6666666666666666,0.7272727272727273,0.6666666666666666,0.8088235294117647,0.7647058823529411,0.9816171409560523,0.9719281999124376,1.0,1.0,0.8892903915541895,0.4,1.0,20,13,13,Moderate,0.1111111111111111,0.3333333333333333,0.30434782608695654,0.4323955008989806,0.039487008516034414,0.4231251715532103,-0.001286295244413064,0.5,0.4,Stable but fidelity-limited
DISAGREE_09,lightgbm,LightGBM,1,Brute Force -Web,0.3112668768925544,1,TP,5,1.0,0.2948559356149056,0.296886115821269,0.2835365709872982,0.0064594386637161,0.0397143317025212,0.0395090171243456,0.043231116601568,0.0023139107386723,0.0023139107386723,10,0.7666666666666666,0.6666666666666666,0.7606060606060606,0.6666666666666666,0.626625386996904,0.5,0.9908337605560767,0.9855279109084996,0.9483682983682984,0.9090909090909092,0.77088868101029,0.5,1.0,22,9,10,High,0.25,0.3333333333333333,0.30434782608695654,0.5402032569213177,0.07906726819613961,0.47083771591936413,-0.09999839031279767,0.4090909090909091,0.4,Stable but fidelity-limited
DISAGREE_09,xgboost,XGBoost,1,Brute Force -Web,0.4868808388710022,0,FN,5,1.0,0.1366047348470839,0.1358261487117087,0.1331749164510712,0.0027585877132066,0.1540944860227733,0.1541886563893866,0.1554291901805885,0.0013094020924505,0.0013094020924505,10,0.8666666666666666,0.6666666666666666,0.7575757575757576,0.6666666666666666,0.747549019607843,0.6666666666666666,0.9757757943342282,0.9543661297007188,0.937087912087912,0.9166666666666666,0.8544434050514498,0.6,1.0,20,10,14,High,0.25,0.17647058823529413,0.30434782608695654,0.5940654272305467,-0.2040175983997211,0.40597456829436934,-0.09563110413270973,0.45,0.3333333333333333,Stable but fidelity-limited
DISAGREE_10,lightgbm,LightGBM,1,Infilteration,0.8946649828780958,1,TP,5,1.0,0.4538144436388037,0.4515289952191018,0.444408981537844,0.0081163711063916,0.4674697739578533,0.4685450930773447,0.4697805700162213,0.0025101938994564,0.0025101938994564,10,1.0,1.0,0.6328671328671328,0.5384615384615384,0.6403508771929824,0.5789473684210527,0.9959029036108344,0.9936175707842504,1.0,1.0,0.7761325671522117,0.2,1.0,21,9,10,Moderate,0.42857142857142855,0.42857142857142855,0.30434782608695654,0.944113978700438,0.0013917153659266368,0.5731863414184875,-0.2854827528697356,0.23809523809523808,0.3333333333333333,Stable but fidelity-limited
DISAGREE_10,xgboost,XGBoost,1,Infilteration,0.4159361124038696,0,FN,5,1.0,0.2413233916780504,0.238954854028859,0.2363118946419873,0.0057421904676891,0.0562202915792985,0.05644711488881,0.0593203176620852,0.0022377617732488,0.0022377617732488,10,0.7333333333333333,0.6666666666666666,0.8545454545454547,0.8181818181818182,0.7794117647058824,0.6666666666666666,0.9870891944073014,0.9809799211976262,1.0,1.0,0.8808392356006948,1.0,1.0,20,12,13,High,0.42857142857142855,0.42857142857142855,0.36363636363636365,0.8600399967162156,0.35893323053744175,0.49380544613724087,-0.19604458802028854,0.35,0.3333333333333333,Stable but fidelity-limited
DISAGREE_11,lightgbm,LightGBM,1,Infilteration,0.2081707554017682,0,FN,5,0.0,0.3745183052053586,0.3738571285722989,0.3679002355264648,0.0080985540743884,0.1936299408204747,0.1937452840507033,0.1961865242050885,0.0018990063243135,0.0018990063243135,10,0.7666666666666666,0.6666666666666666,0.5915750915750915,0.4285714285714285,0.6474587203302373,0.5,0.9917273806749112,0.9888448536659704,0.976073926073926,0.9090909090909092,0.7600587999465455,0.0,0.9,23,9,12,Moderate,0.25,0.3333333333333333,0.42857142857142855,0.6695594948357861,0.1660033910154897,0.4852917309156759,-0.03567235866352161,0.4782608695652174,0.4,Stable but fidelity-limited
DISAGREE_11,xgboost,XGBoost,1,Infilteration,0.5706228017807007,1,TP,5,0.0,0.2404280505697486,0.238698309824768,0.2302137463057855,0.0085994593989948,0.1712805667389433,0.1701586674111022,0.1768866524098472,0.0036487467448707,0.0036487467448707,10,0.8666666666666666,0.6666666666666666,0.6177156177156177,0.5384615384615384,0.6785345717234261,0.5789473684210527,0.9605302700694796,0.9350805627715918,0.9582167832167832,0.9090909090909092,0.7881277562474943,0.1,1.0,23,9,14,Moderate,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.7468709804616326,0.38031561841167677,0.44834489051883936,0.12705539242716296,0.6086956521739131,0.6,Stable but fidelity-limited
DISAGREE_12,lightgbm,LightGBM,1,Infilteration,0.655675835830698,1,TP,5,1.0,0.3851592843589687,0.386764702853384,0.3761222729359996,0.0051528695270072,0.1019383962948131,0.1013422303281165,0.1052474611658143,0.0021417761264157,0.0021417761264157,10,0.8666666666666666,0.6666666666666666,0.5252747252747253,0.3333333333333333,0.6035677428866284,0.4285714285714285,0.9908927698232608,0.9835775803295954,0.9497668997668998,0.9090909090909092,0.7137404784177469,0.0,0.5,24,8,12,Moderate,0.1111111111111111,0.42857142857142855,0.30434782608695654,0.2108992422092049,0.06196294285914467,0.5855221013235683,-0.011118586357153265,0.5,0.3333333333333333,Stable but fidelity-limited
DISAGREE_12,xgboost,XGBoost,1,Infilteration,0.33467897772789,0,FN,5,1.0,0.3053249546600938,0.3085129255340969,0.2962125922780511,0.0061458293209632,0.0269789274925207,0.0270662493221152,0.0278578531606276,0.0008800491516538,0.0008800491516538,10,0.8,0.6666666666666666,0.806060606060606,0.6666666666666666,0.709171826625387,0.5789473684210527,0.9929968804614016,0.9908502229975804,0.9677405927405928,0.9090909090909092,0.8290151008953629,0.8,1.0,22,11,12,High,0.42857142857142855,0.3333333333333333,0.30434782608695654,0.6110591816677541,0.5608727572824038,0.4697468781424099,0.2363721902267744,0.6363636363636364,0.8,Stable but fidelity-limited
