case_id,selected_for_model,model_display,selected_outcome,selection_reason,models_disagree,holdout_position,original_row_index,y_true,attack_category,threshold,model_probability,model_prediction,explanation_seed,local_prediction,local_prediction_clipped,local_decision,decision_agreement,local_r2,fidelity_gap,elapsed_seconds,top5_jaccard,top10_jaccard,top15_jaccard,absolute_attribution_cosine,signed_attribution_cosine,absolute_attribution_spearman,absolute_spearman_p_value,signed_attribution_spearman,signed_spearman_p_value,sign_agreement_lime_selected,sign_agreement_shared_top10,top10_overlap,shared_top10_features,reliability_label
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,probability_q10,True,3426,97863,0,Benign,0.26,0.26853114212829926,1,137710,0.43538339565436107,0.43538339565436107,1,True,0.3006695159595555,0.1668522535260618,0.16905036400021345,0.1111111111111111,0.17647058823529413,0.42857142857142855,0.7091956702116157,0.41801406263254237,0.49356309254908404,4.398995152158656e-06,-0.17544043257654715,0.12444649294806452,0.4,0.3333333333333333,3,"[""Fwd Pkt Len Max"", ""ECE Flag Cnt"", ""Init Fwd Win Byts""]",Fidelity-limited
LIGHTGBM_FP_04,lightgbm,LightGBM,FP,probability_q25,True,44825,108836,0,Benign,0.26,0.29675518702927794,1,137711,0.38794136982836985,0.38794136982836985,1,True,0.26024686191090685,0.09118618279909191,0.16366228800006866,0.25,0.5384615384615384,0.42857142857142855,0.7095627271755047,0.1315739422215768,0.5198432706377559,1.0744859434296365e-06,-0.3116630363667079,0.0054755767634408785,0.26666666666666666,0.2857142857142857,7,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Bwd Pkt Len Mean"", ""RST Flag Cnt"", ""ECE Flag Cnt"", ""Bwd Seg Size Avg"", ""Init Fwd Win Byts""]",Fidelity-limited
LIGHTGBM_FP_05,lightgbm,LightGBM,FP,probability_q50,True,689,253796,0,Benign,0.26,0.33609603703236113,1,137712,0.4639214941519961,0.4639214941519961,1,True,0.36674134985926377,0.127825457119635,0.15748486800021055,0.42857142857142855,0.42857142857142855,0.5,0.6297237494038602,0.5078091779082753,0.5440622582881007,2.628751567592446e-07,-0.13138248695730306,0.25155394885603966,0.3333333333333333,0.6666666666666666,6,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Fwd Pkt Len Std"", ""Bwd Pkt Len Mean"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Fidelity-limited
LIGHTGBM_FP_06,lightgbm,LightGBM,FP,probability_q75,True,56541,253699,0,Benign,0.26,0.4176848479411818,1,137713,0.5326240648599142,0.5326240648599142,1,True,0.3819220967843827,0.11493921691873238,0.1662510710002607,0.1111111111111111,0.25,0.5,0.2137780904481401,0.1224076953634358,0.4956978969316373,3.9400688578018935e-06,0.2326384672401272,0.04039869911080828,0.7333333333333333,0.5,4,"[""Bwd Pkt Len Max"", ""Bwd IAT Tot"", ""RST Flag Cnt"", ""Idle Min""]",Fidelity-limited
LIGHTGBM_FP_07,lightgbm,LightGBM,FP,probability_q90,False,60112,27306,0,Benign,0.26,0.5392866407602213,1,137714,0.5524928277544915,0.5524928277544915,1,True,0.38908234701283717,0.01320618699427023,0.15886538900031155,0.0,0.3333333333333333,0.36363636363636365,0.30076586010748296,0.0218941380344223,0.4841037007160467,7.104778444606678e-06,0.049965464643378324,0.6639762162846234,0.6,0.4,5,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Pkt Len Max"", ""ECE Flag Cnt"", ""Init Fwd Win Byts""]",Cross-method divergent
LIGHTGBM_FP_08,lightgbm,LightGBM,FP,maximum_prediction_confidence,False,25964,208574,0,Benign,0.26,0.993992101809064,1,137715,0.32201560874092905,0.32201560874092905,1,True,0.43697756345516414,0.671976493068135,0.16313228200033336,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.905402493530994,-0.6345681458671217,0.5075497419520187,2.1081881760614555e-06,-0.3758175887596423,0.0006970168373189025,0.2,0.2,5,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Bwd Pkt Len Mean"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Fidelity-limited
LIGHTGBM_TN_01,lightgbm,LightGBM,TN,nearest_threshold_1,False,5299,178057,0,Benign,0.26,0.2599766521086586,0,137716,0.5260181981973328,0.5260181981973328,1,False,0.3731501746198721,0.26604154608867414,0.1627357919996939,0.0,0.1111111111111111,0.36363636363636365,0.23930523915338733,0.1543028607861807,0.39484679334205597,0.0003470088109482325,0.0012698405378980125,0.9911964294518555,0.4666666666666667,0.5,2,"[""Bwd Pkt Len Max"", ""Init Fwd Win Byts""]",Local decision mismatch
LIGHTGBM_TN_02,lightgbm,LightGBM,TN,nearest_threshold_2,False,24758,49988,0,Benign,0.26,0.2599245732671515,0,137717,0.5608462245387653,0.5608462245387653,1,False,0.4114602684558101,0.3009216512716138,0.16690907299971514,0.25,0.3333333333333333,0.36363636363636365,0.2826528250255304,0.04335552900907621,0.46496407521729405,1.796256252189605e-05,-0.06494590229336357,0.5721261310249404,0.4666666666666667,0.4,5,"[""Dst Port"", ""Bwd Pkt Len Max"", ""Pkt Len Max"", ""Subflow Bwd Pkts"", ""Init Fwd Win Byts""]",Local decision mismatch
LIGHTGBM_TN_03,lightgbm,LightGBM,TN,probability_q10,False,37054,48183,0,Benign,0.26,9.360742243696166e-05,0,137718,0.23435178111583077,0.23435178111583077,0,True,0.296732193114728,0.2342581736933938,0.16077576799989401,0.42857142857142855,0.17647058823529413,0.15384615384615385,0.6241634565028898,0.6100332985048839,0.34096138616864463,0.002252344176046527,0.15479172122116208,0.17599700888221712,0.4666666666666667,1.0,3,"[""Fwd Pkt Len Max"", ""Fwd Pkt Len Std"", ""Init Fwd Win Byts""]",Fidelity-limited
LIGHTGBM_TN_04,lightgbm,LightGBM,TN,probability_q25,False,75,154068,0,Benign,0.26,0.0007664539658337372,0,137719,0.3772560573001938,0.3772560573001938,1,False,0.3536654263882901,0.37648960333436005,0.15792780700030562,0.42857142857142855,0.5384615384615384,0.5,0.92800861868211,0.6070170719218494,0.5138805411554522,1.4948667341645005e-06,-0.358260663061748,0.001279196492747488,0.2,0.2857142857142857,7,"[""Bwd Pkt Len Mean"", ""Fwd IAT Min"", ""RST Flag Cnt"", ""ECE Flag Cnt"", ""Bwd Seg Size Avg"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Local decision mismatch
LIGHTGBM_TN_05,lightgbm,LightGBM,TN,probability_q50,False,25783,44186,0,Benign,0.26,0.016483817675142173,0,137720,0.4031234729551425,0.4031234729551425,1,False,0.2685659239724325,0.3866396552800003,0.16040483500000846,0.1111111111111111,0.25,0.36363636363636365,0.7028410501399259,0.4331614215879526,0.3896570102741249,0.0004214675342154737,-0.12887961285362,0.26077789782572736,0.4,0.25,4,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Fwd Pkts/s"", ""Init Fwd Win Byts""]",Local decision mismatch
LIGHTGBM_TN_06,lightgbm,LightGBM,TN,probability_q75,False,19993,152357,0,Benign,0.26,0.10286893546945569,0,137721,0.48464874978875205,0.48464874978875205,1,False,0.2810833686708727,0.38177981431929636,0.16137811800035706,0.25,0.3333333333333333,0.30434782608695654,0.7427104173870702,0.38998365648554206,0.4908025696406101,5.067023030188679e-06,-0.32432463477357504,0.0037692513690219917,0.2,0.2,5,"[""Dst Port"", ""Fwd Pkt Len Max"", ""RST Flag Cnt"", ""ECE Flag Cnt"", ""Init Fwd Win Byts""]",Local decision mismatch
LIGHTGBM_TN_07,lightgbm,LightGBM,TN,probability_q90,False,12281,137095,0,Benign,0.26,0.16329507268573243,0,137722,0.42774788115960677,0.42774788115960677,1,False,0.29155298179379174,0.2644528084738743,0.14653498600000603,0.1111111111111111,0.3333333333333333,0.36363636363636365,0.7039425279736352,0.44941996573139703,0.3995396822864616,0.00029027061853534005,-0.2834320887560477,0.01191726592797256,0.2,0.2,5,"[""Fwd Pkt Len Max"", ""Bwd Pkt Len Mean"", ""RST Flag Cnt"", ""ECE Flag Cnt"", ""Init Fwd Win Byts""]",Local decision mismatch
LIGHTGBM_TN_08,lightgbm,LightGBM,TN,maximum_prediction_confidence,False,2179,111166,0,Benign,0.26,5.3713588886115685e-05,0,137723,0.06450856671543613,0.06450856671543613,0,True,0.13451686439984556,0.06445485312655001,0.15479999700028202,0.25,0.1111111111111111,0.36363636363636365,0.35208843118619576,0.12464977902065946,0.43135930967813796,8.05135732380724e-05,0.16818945907028895,0.14103848487389062,0.6666666666666666,0.5,2,"[""Fwd Pkt Len Std"", ""Fwd Seg Size Min""]",Fidelity-limited
LIGHTGBM_TP_01,lightgbm,LightGBM,TP,nearest_threshold_1,True,20775,143524,1,Infilteration,0.26,0.2601225640627319,1,137724,0.3045467238978532,0.3045467238978532,1,True,0.3866601334756228,0.044424159835121324,0.16265085799977896,0.25,0.42857142857142855,0.36363636363636365,0.5648863586119246,-0.3217321161546294,0.551092389961681,1.7104708596566534e-07,-0.1430134901450066,0.21162817337794373,0.4,0.16666666666666666,6,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Fwd Pkt Len Std"", ""Flow IAT Max"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Qualified supplementary explanation
LIGHTGBM_TP_02,lightgbm,LightGBM,TP,nearest_threshold_2,True,16327,219756,1,Infilteration,0.26,0.26014871044069693,1,137725,0.467183268132168,0.467183268132168,1,True,0.29074286974157093,0.20703455769147106,0.15616242800024338,0.25,0.25,0.25,0.7404955946604979,0.3929269495590179,0.3927487959316158,0.0003755221445419985,-0.34195517441569523,0.0021821724674612585,0.2,0.25,4,"[""Dst Port"", ""Fwd Pkt Len Max"", ""ECE Flag Cnt"", ""Init Fwd Win Byts""]",Fidelity-limited
LIGHTGBM_TP_03,lightgbm,LightGBM,TP,probability_q10,False,660,232270,1,DoS attacks-Slowloris,0.26,0.9948173519623223,1,137726,0.4259750034322683,0.4259750034322683,1,True,0.45562443598453806,0.568842348530054,0.14796983799988084,0.25,0.3333333333333333,0.36363636363636365,0.9540071024525474,-0.14056219825259503,0.5245913700403311,8.2232504331096e-07,-0.25185170668310586,0.026123573649346893,0.26666666666666666,0.6,5,"[""Dst Port"", ""Fwd Pkts/s"", ""Bwd Seg Size Avg"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Fidelity-limited
LIGHTGBM_TP_04,lightgbm,LightGBM,TP,probability_q25,False,10818,149398,1,DDOS attack-HOIC,0.26,0.9990738048721938,1,137727,0.20951081947594827,0.20951081947594827,0,False,0.385320332297744,0.7895629853962455,0.15996264400018845,0.1111111111111111,0.42857142857142855,0.36363636363636365,0.942384707442128,-0.9214620850178843,0.5109727903585264,1.7520730994254721e-06,-0.3546903867667883,0.0014413609393817094,0.26666666666666666,0.3333333333333333,6,"[""Dst Port"", ""Bwd Pkt Len Mean"", ""Fwd IAT Min"", ""Fwd Pkts/s"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Local decision mismatch
LIGHTGBM_TP_05,lightgbm,LightGBM,TP,probability_q50,False,19763,203782,1,Bot,0.26,0.9996342268398802,1,137728,0.434344564826572,0.434344564826572,1,True,0.3667511213322504,0.5652896620133082,0.15647522300014316,0.42857142857142855,0.25,0.2,0.4840313527871265,-0.4301298755345115,0.3727258031021514,0.0007776007295394483,-0.28862187182397875,0.010387025235570746,0.26666666666666666,0.25,4,"[""Fwd Pkt Len Max"", ""Fwd Pkt Len Std"", ""Bwd Pkt Len Mean"", ""Init Fwd Win Byts""]",Fidelity-limited
LIGHTGBM_TP_06,lightgbm,LightGBM,TP,probability_q75,False,5,136010,1,DoS attacks-SlowHTTPTest,0.26,0.999762365904194,1,137729,0.4604168461107111,0.4604168461107111,1,True,0.4491382778563583,0.5393455197934829,0.15722562999962975,0.42857142857142855,0.25,0.36363636363636365,0.9614850006347908,0.1306181557936136,0.49400477621443983,4.300113771332725e-06,-0.2639243935361652,0.01955142932376599,0.26666666666666666,0.25,4,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Fidelity-limited
LIGHTGBM_TP_07,lightgbm,LightGBM,TP,probability_q90,False,23,86492,1,DoS attacks-SlowHTTPTest,0.26,0.9997706651919207,1,137730,0.45997378082756807,0.45997378082756807,1,True,0.44493255493872497,0.5397968843643526,0.17188856600023428,0.42857142857142855,0.25,0.36363636363636365,0.9645262334368929,0.14871249864389063,0.5280144184468388,6.763959011447928e-07,-0.29013095768061115,0.00997552852139908,0.3333333333333333,0.25,4,"[""Dst Port"", ""Fwd Pkt Len Std"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Fidelity-limited
LIGHTGBM_TP_08,lightgbm,LightGBM,TP,maximum_prediction_confidence,False,10387,121492,1,DoS attacks-GoldenEye,0.26,0.9998417303876846,1,137731,0.3213481165112726,0.3213481165112726,1,True,0.3913730351127518,0.678493613876412,0.169591348999802,0.42857142857142855,0.3333333333333333,0.30434782608695654,0.8872942562936125,-0.6252404406647489,0.44332157561485835,4.805592945495846e-05,-0.20024833178069967,0.0787740589987741,0.4,0.2,5,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Fwd Pkt Len Std"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Fidelity-limited
XGBOOST_FN_01,xgboost,XGBoost,FN,nearest_threshold_1,True,57890,136758,1,Infilteration,0.51,0.5097176432609558,0,137732,0.3035853751654504,0.3035853751654504,0,True,0.17927292272610462,0.2061322680955054,0.20877341200002775,0.0,0.3333333333333333,0.42857142857142855,0.3671668409886419,0.1279232170384208,0.4490458702399657,3.72822214503596e-05,-0.15136232943271186,0.1858854940582356,0.4,0.4,5,"[""Dst Port"", ""Bwd Pkt Len Max"", ""Bwd Pkt Len Mean"", ""Pkt Size Avg"", ""Init Fwd Win Byts""]",Fidelity-limited
XGBOOST_FN_02,xgboost,XGBoost,FN,nearest_threshold_2,True,55207,175494,1,Infilteration,0.51,0.5090927481651306,0,137733,0.47763781515883974,0.47763781515883974,0,True,0.1526214205093117,0.031454933006290875,0.21176101400033076,0.1111111111111111,0.25,0.5,0.5835069483084375,0.3976848857428093,0.4854743875946235,6.633833394351533e-06,0.41464115940501123,0.00016046995388256668,0.8666666666666667,0.75,4,"[""Dst Port"", ""Fwd PSH Flags"", ""Init Fwd Win Byts"", ""Init Bwd Win Byts""]",Fidelity-limited
XGBOOST_FN_03,xgboost,XGBoost,FN,probability_q10,False,49987,209138,1,Infilteration,0.51,0.07173101603984833,0,137734,0.32091880532510114,0.32091880532510114,0,True,0.20506968149319127,0.24918778928525281,0.1995300359999419,0.1111111111111111,0.3333333333333333,0.36363636363636365,0.5213590541529018,0.02531486422836289,0.5005609452869565,3.0569796604808157e-06,-0.13366322150585289,0.24334512963371288,0.4,0.4,5,"[""Dst Port"", ""Bwd Pkt Len Max"", ""Flow IAT Min"", ""Pkt Size Avg"", ""Init Fwd Win Byts""]",Fidelity-limited
XGBOOST_FN_04,xgboost,XGBoost,FN,probability_q25,False,1635,40630,1,Infilteration,0.51,0.11263342946767807,0,137735,0.3472512953588614,0.3472512953588614,0,True,0.2800780690362258,0.23461786589118333,0.2131400369999028,0.25,0.17647058823529413,0.30434782608695654,0.4673363200328226,0.18993414469394457,0.3726931697238901,0.0007784947191646958,-0.04641876226555634,0.6865376087741957,0.4666666666666667,1.0,3,"[""Dst Port"", ""Bwd Pkt Len Max"", ""RST Flag Cnt""]",Fidelity-limited
XGBOOST_FN_05,xgboost,XGBoost,FN,probability_q50,False,45034,30236,1,Brute Force -Web,0.51,0.1745581030845642,0,137736,0.33612159143739534,0.33612159143739534,0,True,0.14532714809616898,0.16156348835283113,0.1962368750000678,0.25,0.25,0.30434782608695654,0.6606156659797574,-0.1962963960094011,0.42225803121553057,0.00011772490522682284,-0.10297495537071694,0.36963614558181834,0.4666666666666667,0.5,4,"[""Dst Port"", ""Init Fwd Win Byts"", ""Active Max"", ""Idle Std""]",Fidelity-limited
XGBOOST_FN_06,xgboost,XGBoost,FN,probability_q75,False,3789,43743,1,Infilteration,0.51,0.268912672996521,0,137737,0.37302058797952453,0.37302058797952453,0,True,0.15076885353072167,0.10410791498300354,0.19625593499995375,0.25,0.1111111111111111,0.30434782608695654,0.5792978419267784,0.2449904055031971,0.42880780504293364,8.966028375256905e-05,0.012198033841483888,0.9155865389455611,0.5333333333333333,0.5,2,"[""Bwd Pkt Len Max"", ""Init Fwd Win Byts""]",Fidelity-limited
XGBOOST_FN_07,xgboost,XGBoost,FN,probability_q90,True,19778,102164,1,Infilteration,0.51,0.3673757016658783,0,137738,0.39609234814165417,0.39609234814165417,0,True,0.23332536217018396,0.028716646475775875,0.19298402599997644,0.25,0.3333333333333333,0.42857142857142855,0.547478208676581,0.47697547925950545,0.48205231475221627,7.868460472928098e-06,0.21733842197503647,0.05595238142740641,0.6,0.8,5,"[""Dst Port"", ""Fwd Pkt Len Max"", ""RST Flag Cnt"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Fidelity-limited
XGBOOST_FN_08,xgboost,XGBoost,FN,maximum_prediction_confidence,False,28639,41368,1,Infilteration,0.51,0.0030615869909524918,0,137739,0.3101329766454079,0.3101329766454079,0,True,0.18644970491963986,0.3070713896544554,0.20153591200005394,0.25,0.42857142857142855,0.30434782608695654,0.4950997539182444,0.03242173890879421,0.4525047395645494,3.190993410831809e-05,-0.17163719111192038,0.13295266056582672,0.3333333333333333,0.5,6,"[""Dst Port"", ""Bwd Pkt Len Mean"", ""Flow IAT Min"", ""ACK Flag Cnt"", ""Pkt Size Avg"", ""Init Fwd Win Byts""]",Fidelity-limited
XGBOOST_FP_01,xgboost,XGBoost,FP,nearest_threshold_1,False,25565,151228,0,Benign,0.51,0.5103538036346436,1,137740,0.2867143084615013,0.2867143084615013,0,False,0.17089244905635448,0.22363949517314224,0.19249339399993914,0.1111111111111111,0.17647058823529413,0.25,0.3747058686698698,0.09624225681627778,0.38689661184398905,0.0004667759736171823,-0.18002678904814456,0.11474963984826572,0.3333333333333333,0.3333333333333333,3,"[""Fwd Pkt Len Max"", ""Flow IAT Min"", ""Pkt Size Avg""]",Local decision mismatch
XGBOOST_FP_02,xgboost,XGBoost,FP,nearest_threshold_2,False,52054,193176,0,Benign,0.51,0.511094331741333,1,137741,0.4243914638848111,0.4243914638848111,0,False,0.3405053313607309,0.08670286785652193,0.1979231109999091,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.737584695264525,0.5162206500228117,0.5019224151274841,2.8453329783405992e-06,0.1352086737572626,0.23788874434769858,0.6,0.8,5,"[""Dst Port"", ""Bwd Pkt Len Max"", ""Pkt Len Std"", ""RST Flag Cnt"", ""ECE Flag Cnt""]",Local decision mismatch
XGBOOST_FP_03,xgboost,XGBoost,FP,probability_q10,False,42992,10832,0,Benign,0.51,0.5326696038246155,1,137742,0.43226484252782826,0.43226484252782826,0,False,0.27096247343830493,0.10040476129678721,0.1953457529998559,0.42857142857142855,0.25,0.36363636363636365,0.506218745723446,0.45017794405956824,0.4566995385326615,2.636253060684896e-05,0.03571098595221754,0.7562583956145028,0.4666666666666667,1.0,4,"[""Dst Port"", ""Flow IAT Min"", ""RST Flag Cnt"", ""Fwd Seg Size Min""]",Local decision mismatch
XGBOOST_FP_04,xgboost,XGBoost,FP,probability_q25,False,9326,231804,0,Benign,0.51,0.5609647631645203,1,137743,0.40703153293556893,0.40703153293556893,0,False,0.32952125442965596,0.15393323022895133,0.2068088619998889,0.42857142857142855,0.3333333333333333,0.30434782608695654,0.6642832711712161,0.48342086511692023,0.4518791993675502,3.282473122417672e-05,0.030375496036636352,0.7917808481539881,0.5333333333333333,0.8,5,"[""Dst Port"", ""Bwd Pkt Len Max"", ""Flow IAT Min"", ""RST Flag Cnt"", ""ECE Flag Cnt""]",Local decision mismatch
XGBOOST_FP_05,xgboost,XGBoost,FP,probability_q50,False,8430,156736,0,Benign,0.51,0.6459057331085205,1,137744,0.39603903916245037,0.39603903916245037,0,False,0.1627344608242829,0.24986669394607014,0.19361220300015702,0.1111111111111111,0.25,0.25,0.39951967400002825,0.33064280028118376,0.4099680061686056,0.00019335491661612598,0.2613838111402136,0.020802412116284932,0.7333333333333333,1.0,4,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Fwd PSH Flags"", ""Init Fwd Win Byts""]",Local decision mismatch
XGBOOST_FP_06,xgboost,XGBoost,FP,probability_q75,False,34040,277049,0,Benign,0.51,0.7452782988548279,1,137745,0.4070388572545008,0.4070388572545008,0,False,0.25537980985338815,0.3382394416003271,0.19550093299994842,0.1111111111111111,0.25,0.36363636363636365,0.6245066448824355,0.32158504933057175,0.4433424155026203,4.8011932141629656e-05,-0.008113624319901048,0.9437942572758408,0.4666666666666667,0.5,4,"[""Fwd Pkt Len Max"", ""Bwd Pkt Len Max"", ""RST Flag Cnt"", ""Init Fwd Win Byts""]",Local decision mismatch
XGBOOST_FP_07,xgboost,XGBoost,FP,probability_q90,False,50408,222135,0,Benign,0.51,0.8338850140571594,1,137746,0.3136627969860537,0.3136627969860537,0,False,0.17718606237705015,0.5202222170711057,0.18275014399978318,0.1111111111111111,0.3333333333333333,0.36363636363636365,0.3511713880384644,0.19438758016449714,0.49901549303554676,3.315131016767362e-06,-0.19375187689994997,0.08918919337377341,0.3333333333333333,0.4,5,"[""Dst Port"", ""Bwd Pkt Len Max"", ""Bwd Pkt Len Mean"", ""Pkt Size Avg"", ""Init Fwd Win Byts""]",Local decision mismatch
