disagreement_case_id,model,model_display,explanation_seed,rank,feature_index,feature_name,condition,raw_feature_value,weight,absolute_weight,direction,y_true,attack_category,model_probability_attack,model_threshold,model_prediction,model_outcome
DISAGREE_01,xgboost,XGBoost,130500,10,4,Tot Bwd Pkts,Tot Bwd Pkts > 4.00,7.0,-0.03606805609449392,0.03606805609449392,supports_benign,0,Benign,0.47803428769111633,0.51,0,TN
DISAGREE_01,xgboost,XGBoost,130500,11,18,Flow IAT Std,Flow IAT Std > 250710.96,1510819.5003534,-0.035219106834274753,0.035219106834274753,supports_benign,0,Benign,0.47803428769111633,0.51,0,TN
DISAGREE_01,xgboost,XGBoost,130500,12,77,Idle Min,Idle Min > 0.00,5859675.0,0.03219437032958136,0.03219437032958136,supports_attack,0,Benign,0.47803428769111633,0.51,0,TN
DISAGREE_01,xgboost,XGBoost,130500,13,12,Bwd Pkt Len Min,Bwd Pkt Len Min <= 0.00,0.0,-0.031229577222696453,0.031229577222696453,supports_benign,0,Benign,0.47803428769111633,0.51,0,TN
DISAGREE_01,xgboost,XGBoost,130500,14,50,CWE Flag Count,CWE Flag Count <= 0.00,0.0,-0.022523926316131322,0.022523926316131322,supports_benign,0,Benign,0.47803428769111633,0.51,0,TN
DISAGREE_01,xgboost,XGBoost,130500,15,33,Fwd URG Flags,Fwd URG Flags <= 0.00,0.0,-0.007360038359215888,0.007360038359215888,supports_benign,0,Benign,0.47803428769111633,0.51,0,TN
DISAGREE_02,lightgbm,LightGBM,130501,1,7,Fwd Pkt Len Max,Fwd Pkt Len Max > 436.00,500.0,-0.12820831810383176,0.12820831810383176,supports_benign,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,2,51,ECE Flag Cnt,ECE Flag Cnt <= 0.00,0.0,-0.12584666281583576,0.12584666281583576,supports_benign,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,3,69,Fwd Seg Size Min,Fwd Seg Size Min <= 20.00,8.0,-0.10804665916887492,0.10804665916887492,supports_benign,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,4,46,RST Flag Cnt,RST Flag Cnt <= 0.00,0.0,-0.10064099189897104,0.10064099189897104,supports_benign,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,5,63,Subflow Fwd Byts,Subflow Fwd Byts > 777.00,3000.0,0.08874336358902776,0.08874336358902776,supports_attack,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,6,66,Init Fwd Win Byts,Init Fwd Win Byts <= 219.00,-1.0,0.0862956796007672,0.0862956796007672,supports_attack,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,7,50,CWE Flag Count,CWE Flag Count <= 0.00,0.0,-0.07538374221537267,0.07538374221537267,supports_benign,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,8,5,TotLen Fwd Pkts,TotLen Fwd Pkts > 777.00,3000.0,0.06871579793055023,0.06871579793055023,supports_attack,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,9,19,Flow IAT Max,Flow IAT Max > 1964958.75,41990301.0,-0.06338298393784453,0.06338298393784453,supports_benign,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,10,33,Fwd URG Flags,Fwd URG Flags <= 0.00,0.0,-0.05600797834823818,0.05600797834823818,supports_benign,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,11,35,Fwd Header Len,40.00 < Fwd Header Len <= 60.00,48.0,-0.03880303807790001,0.03880303807790001,supports_benign,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,12,0,Dst Port,123.00 < Dst Port <= 8080.00,500.0,-0.03645650380070163,0.03645650380070163,supports_benign,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,13,53,Pkt Size Avg,Pkt Size Avg > 161.25,583.3333333333,0.029247690268736103,0.029247690268736103,supports_attack,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,14,44,FIN Flag Cnt,FIN Flag Cnt <= 0.00,0.0,-0.023518593882988038,0.023518593882988038,supports_benign,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,lightgbm,LightGBM,130501,15,72,Active Max,Active Max > 0.00,4000265.0,-0.022158141199157527,0.022158141199157527,supports_benign,0,Benign,0.26787340135836474,0.26,1,FP
DISAGREE_02,xgboost,XGBoost,130501,1,46,RST Flag Cnt,RST Flag Cnt <= 0.00,0.0,-0.1670737703927297,0.1670737703927297,supports_benign,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,2,7,Fwd Pkt Len Max,Fwd Pkt Len Max > 436.00,500.0,-0.0957185576291746,0.0957185576291746,supports_benign,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,3,5,TotLen Fwd Pkts,TotLen Fwd Pkts > 777.00,3000.0,0.08945203335316437,0.08945203335316437,supports_attack,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,4,0,Dst Port,123.00 < Dst Port <= 8080.00,500.0,-0.08874958752755165,0.08874958752755165,supports_benign,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,5,69,Fwd Seg Size Min,Fwd Seg Size Min <= 20.00,8.0,-0.06457125429443766,0.06457125429443766,supports_benign,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,6,68,Fwd Act Data Pkts,Fwd Act Data Pkts > 1.00,5.0,0.05937055631909732,0.05937055631909732,supports_attack,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,7,11,Bwd Pkt Len Max,Bwd Pkt Len Max <= 0.00,0.0,0.051927603425670134,0.051927603425670134,supports_attack,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,8,51,ECE Flag Cnt,ECE Flag Cnt <= 0.00,0.0,-0.0499504365089401,0.0499504365089401,supports_benign,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,9,66,Init Fwd Win Byts,Init Fwd Win Byts <= 219.00,-1.0,0.04767969285003492,0.04767969285003492,supports_attack,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,10,53,Pkt Size Avg,Pkt Size Avg > 161.25,583.3333333333,0.04322617135384151,0.04322617135384151,supports_attack,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,11,18,Flow IAT Std,Flow IAT Std > 250710.96,15345146.3008279,-0.041032984930776034,0.041032984930776034,supports_benign,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,12,23,Fwd IAT Std,Fwd IAT Std > 207551.12,15345146.3008279,0.04093466419963898,0.04093466419963898,supports_attack,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,13,19,Flow IAT Max,Flow IAT Max > 1964958.75,41990301.0,-0.03923726671901534,0.03923726671901534,supports_benign,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,14,44,FIN Flag Cnt,FIN Flag Cnt <= 0.00,0.0,-0.038653506658313436,0.038653506658313436,supports_benign,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_02,xgboost,XGBoost,130501,15,30,Bwd IAT Min,Bwd IAT Min <= 0.00,0.0,-0.0339829727928596,0.0339829727928596,supports_benign,0,Benign,0.46210363507270813,0.51,0,TN
DISAGREE_03,lightgbm,LightGBM,130502,1,69,Fwd Seg Size Min,Fwd Seg Size Min <= 20.00,8.0,-0.11239043253141301,0.11239043253141301,supports_benign,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,2,51,ECE Flag Cnt,ECE Flag Cnt <= 0.00,0.0,-0.10789749232926732,0.10789749232926732,supports_benign,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,3,66,Init Fwd Win Byts,Init Fwd Win Byts <= 219.00,-1.0,0.09977165573209631,0.09977165573209631,supports_attack,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,4,46,RST Flag Cnt,RST Flag Cnt <= 0.00,0.0,-0.09540857135518271,0.09540857135518271,supports_benign,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,5,50,CWE Flag Count,CWE Flag Count <= 0.00,0.0,-0.05331399701471964,0.05331399701471964,supports_benign,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,6,7,Fwd Pkt Len Max,42.00 < Fwd Pkt Len Max <= 436.00,63.0,0.03828464044163104,0.03828464044163104,supports_attack,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,7,35,Fwd Header Len,Fwd Header Len <= 40.00,8.0,-0.035414347660074945,0.035414347660074945,supports_benign,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,8,17,Flow IAT Mean,224.33 < Flow IAT Mean <= 2817.67,712.0,0.03471813392035027,0.03471813392035027,supports_attack,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,9,63,Subflow Fwd Byts,47.00 < Subflow Fwd Byts <= 777.00,63.0,-0.03328160828982459,0.03328160828982459,supports_benign,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,10,5,TotLen Fwd Pkts,47.00 < TotLen Fwd Pkts <= 777.00,63.0,-0.028244192500581283,0.028244192500581283,supports_benign,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,11,33,Fwd URG Flags,Fwd URG Flags <= 0.00,0.0,0.028033528784065783,0.028033528784065783,supports_attack,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,12,76,Idle Max,Idle Max <= 0.00,0.0,-0.02736937050088647,0.02736937050088647,supports_benign,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,13,8,Fwd Pkt Len Min,Fwd Pkt Len Min > 0.00,63.0,-0.024376005247023682,0.024376005247023682,supports_benign,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,14,13,Bwd Pkt Len Mean,52.00 < Bwd Pkt Len Mean <= 155.00,145.0,0.024172150588997784,0.024172150588997784,supports_attack,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,lightgbm,LightGBM,130502,15,44,FIN Flag Cnt,FIN Flag Cnt <= 0.00,0.0,-0.015451856764327736,0.015451856764327736,supports_benign,0,Benign,0.2629219762567261,0.26,1,FP
DISAGREE_03,xgboost,XGBoost,130502,1,46,RST Flag Cnt,RST Flag Cnt <= 0.00,0.0,-0.1784356098507621,0.1784356098507621,supports_benign,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,2,44,FIN Flag Cnt,FIN Flag Cnt <= 0.00,0.0,-0.13276658336623146,0.13276658336623146,supports_benign,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,3,69,Fwd Seg Size Min,Fwd Seg Size Min <= 20.00,8.0,-0.08088791687118987,0.08088791687118987,supports_benign,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,4,50,CWE Flag Count,CWE Flag Count <= 0.00,0.0,-0.06011292338659111,0.06011292338659111,supports_benign,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,5,66,Init Fwd Win Byts,Init Fwd Win Byts <= 219.00,-1.0,0.058165683637225456,0.058165683637225456,supports_attack,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,6,33,Fwd URG Flags,Fwd URG Flags <= 0.00,0.0,0.05503729930090952,0.05503729930090952,supports_attack,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,7,0,Dst Port,Dst Port <= 53.00,53.0,0.03916717623687171,0.03916717623687171,supports_attack,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,8,51,ECE Flag Cnt,ECE Flag Cnt <= 0.00,0.0,-0.037456089833641175,0.037456089833641175,supports_benign,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,9,12,Bwd Pkt Len Min,Bwd Pkt Len Min > 0.00,145.0,0.036571810971845586,0.036571810971845586,supports_attack,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,10,5,TotLen Fwd Pkts,47.00 < TotLen Fwd Pkts <= 777.00,63.0,-0.0359123195946348,0.0359123195946348,supports_benign,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,11,77,Idle Min,Idle Min <= 0.00,0.0,-0.03564034925054055,0.03564034925054055,supports_benign,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,12,76,Idle Max,Idle Max <= 0.00,0.0,-0.02976343216484335,0.02976343216484335,supports_benign,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,13,35,Fwd Header Len,Fwd Header Len <= 40.00,8.0,-0.026484422089670973,0.026484422089670973,supports_benign,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,14,30,Bwd IAT Min,Bwd IAT Min <= 0.00,0.0,-0.026370405575429155,0.026370405575429155,supports_benign,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_03,xgboost,XGBoost,130502,15,73,Active Min,Active Min <= 0.00,0.0,0.02546337779827683,0.02546337779827683,supports_attack,0,Benign,0.4528842270374298,0.51,0,TN
DISAGREE_04,lightgbm,LightGBM,130503,1,69,Fwd Seg Size Min,Fwd Seg Size Min > 32.00,40.0,0.19507768330696104,0.19507768330696104,supports_attack,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,2,44,FIN Flag Cnt,FIN Flag Cnt <= 0.00,0.0,-0.1400762165008515,0.1400762165008515,supports_benign,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,3,51,ECE Flag Cnt,ECE Flag Cnt <= 0.00,0.0,-0.10133178186896703,0.10133178186896703,supports_benign,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,4,46,RST Flag Cnt,RST Flag Cnt <= 0.00,0.0,-0.09493522747528381,0.09493522747528381,supports_benign,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,5,50,CWE Flag Count,CWE Flag Count <= 0.00,0.0,0.08795101113575295,0.08795101113575295,supports_attack,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,6,19,Flow IAT Max,Flow IAT Max > 1964958.75,2003881.0,-0.06173400672289241,0.06173400672289241,supports_benign,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,7,7,Fwd Pkt Len Max,Fwd Pkt Len Max <= 0.00,0.0,0.05402048639014592,0.05402048639014592,supports_attack,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,8,63,Subflow Fwd Byts,Subflow Fwd Byts <= 0.00,0.0,-0.03498247841172915,0.03498247841172915,supports_benign,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,9,13,Bwd Pkt Len Mean,Bwd Pkt Len Mean <= 0.00,0.0,-0.029065426591794962,0.029065426591794962,supports_benign,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,10,20,Flow IAT Min,Flow IAT Min > 397.00,1001008.0,0.028748158453719464,0.028748158453719464,supports_attack,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,11,77,Idle Min,Idle Min <= 0.00,0.0,-0.02689517301634092,0.02689517301634092,supports_benign,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,12,72,Active Max,Active Max <= 0.00,0.0,0.0268747568230413,0.0268747568230413,supports_attack,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,13,11,Bwd Pkt Len Max,Bwd Pkt Len Max <= 0.00,0.0,0.026476596345697132,0.026476596345697132,supports_attack,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,14,8,Fwd Pkt Len Min,Fwd Pkt Len Min <= 0.00,0.0,0.023234024445605104,0.023234024445605104,supports_attack,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,lightgbm,LightGBM,130503,15,33,Fwd URG Flags,Fwd URG Flags <= 0.00,0.0,-0.010860463472928853,0.010860463472928853,supports_benign,0,Benign,0.8066140522374621,0.26,1,FP
DISAGREE_04,xgboost,XGBoost,130503,1,46,RST Flag Cnt,RST Flag Cnt <= 0.00,0.0,-0.16869966002347508,0.16869966002347508,supports_benign,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,2,44,FIN Flag Cnt,FIN Flag Cnt <= 0.00,0.0,-0.14195071210473176,0.14195071210473176,supports_benign,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,3,50,CWE Flag Count,CWE Flag Count <= 0.00,0.0,-0.0809453949280177,0.0809453949280177,supports_benign,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,4,11,Bwd Pkt Len Max,Bwd Pkt Len Max <= 0.00,0.0,0.05835567272723025,0.05835567272723025,supports_attack,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,5,19,Flow IAT Max,Flow IAT Max > 1964958.75,2003881.0,-0.045910640543248775,0.045910640543248775,supports_benign,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,6,51,ECE Flag Cnt,ECE Flag Cnt <= 0.00,0.0,-0.04578977615771993,0.04578977615771993,supports_benign,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,7,7,Fwd Pkt Len Max,Fwd Pkt Len Max <= 0.00,0.0,0.04384732259394732,0.04384732259394732,supports_attack,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,8,18,Flow IAT Std,Flow IAT Std > 250710.96,709138.298968897,-0.04362709408552549,0.04362709408552549,supports_benign,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,9,77,Idle Min,Idle Min <= 0.00,0.0,-0.03888373741907831,0.03888373741907831,supports_benign,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,10,66,Init Fwd Win Byts,8192.00 < Init Fwd Win Byts <= 26883.00,26883.0,-0.03660327895173321,0.03660327895173321,supports_benign,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,11,53,Pkt Size Avg,Pkt Size Avg <= 0.00,0.0,-0.03553078462965101,0.03553078462965101,supports_benign,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,12,30,Bwd IAT Min,Bwd IAT Min <= 0.00,0.0,-0.034611685567892014,0.034611685567892014,supports_benign,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,13,0,Dst Port,Dst Port <= 53.00,22.0,0.03421926811048264,0.03421926811048264,supports_attack,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,14,23,Fwd IAT Std,Fwd IAT Std > 207551.12,709138.298968897,0.0329542601406913,0.0329542601406913,supports_attack,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_04,xgboost,XGBoost,130503,15,69,Fwd Seg Size Min,Fwd Seg Size Min > 32.00,40.0,0.03240588644896891,0.03240588644896891,supports_attack,0,Benign,0.06418690830469131,0.51,0,TN
DISAGREE_05,lightgbm,LightGBM,130504,1,66,Init Fwd Win Byts,Init Fwd Win Byts > 26883.00,63817.0,-0.12717303789882412,0.12717303789882412,supports_benign,0,Benign,0.0884499601482781,0.26,0,TN
DISAGREE_05,lightgbm,LightGBM,130504,2,51,ECE Flag Cnt,ECE Flag Cnt <= 0.00,0.0,-0.12426194334772503,0.12426194334772503,supports_benign,0,Benign,0.0884499601482781,0.26,0,TN
DISAGREE_05,lightgbm,LightGBM,130504,3,69,Fwd Seg Size Min,Fwd Seg Size Min <= 20.00,20.0,-0.1149829032011173,0.1149829032011173,supports_benign,0,Benign,0.0884499601482781,0.26,0,TN
DISAGREE_05,lightgbm,LightGBM,130504,4,46,RST Flag Cnt,RST Flag Cnt <= 0.00,0.0,-0.09376988886254753,0.09376988886254753,supports_benign,0,Benign,0.0884499601482781,0.26,0,TN
DISAGREE_05,lightgbm,LightGBM,130504,5,35,Fwd Header Len,Fwd Header Len > 136.00,2240.0,0.07538883400848785,0.07538883400848785,supports_attack,0,Benign,0.0884499601482781,0.26,0,TN
DISAGREE_05,lightgbm,LightGBM,130504,6,44,FIN Flag Cnt,FIN Flag Cnt <= 0.00,0.0,-0.05657471584263986,0.05657471584263986,supports_benign,0,Benign,0.0884499601482781,0.26,0,TN
DISAGREE_05,lightgbm,LightGBM,130504,7,50,CWE Flag Count,CWE Flag Count <= 0.00,0.0,0.05220869624482864,0.05220869624482864,supports_attack,0,Benign,0.0884499601482781,0.26,0,TN
DISAGREE_05,lightgbm,LightGBM,130504,8,0,Dst Port,123.00 < Dst Port <= 8080.00,3389.0,-0.0453546436565107,0.0453546436565107,supports_benign,0,Benign,0.0884499601482781,0.26,0,TN
