disagreement_case_id,replicate_index,explanation_seed,model,model_display,y_true,attack_category,threshold,model_probability,model_prediction,model_outcome,local_prediction,local_prediction_clipped,local_decision,decision_agreement,local_r2,fidelity_gap,num_samples,num_terms,elapsed_seconds,top5_feature_indices,top10_feature_indices,top15_feature_indices
DISAGREE_03,3,139002,lightgbm,LightGBM,0,Benign,0.26,0.2629219762567261,1,FP,0.4784964353668781,0.4784964353668781,1,True,0.2776809832071566,0.215574459110152,10000,15,0.1485331649996624,"[66, 51, 46, 0, 7]","[66, 51, 46, 0, 7, 19, 37, 53, 2, 42]","[66, 51, 46, 0, 7, 19, 37, 53, 2, 42, 39, 48, 1, 69, 8]"
DISAGREE_03,4,140002,lightgbm,LightGBM,0,Benign,0.26,0.2629219762567261,1,FP,0.47674801908003306,0.47674801908003306,1,True,0.29135220898646386,0.21382604282330697,10000,15,0.14904053800000838,"[66, 51, 46, 19, 7]","[66, 51, 46, 19, 7, 0, 37, 13, 53, 2]","[66, 51, 46, 19, 7, 0, 37, 13, 53, 2, 42, 39, 8, 69, 12]"
DISAGREE_03,5,141002,lightgbm,LightGBM,0,Benign,0.26,0.2629219762567261,1,FP,0.47922770224920463,0.47922770224920463,1,True,0.2817732872965286,0.21630572599247855,10000,15,0.15375517999973454,"[66, 51, 46, 7, 0]","[66, 51, 46, 7, 0, 19, 37, 13, 42, 53]","[66, 51, 46, 7, 0, 19, 37, 13, 42, 53, 48, 1, 69, 39, 12]"
DISAGREE_03,1,137002,xgboost,XGBoost,0,Benign,0.51,0.4528842270374298,0,TN,0.4465660549960263,0.4465660549960263,0,True,0.15516499442359633,0.0063181720414035025,10000,15,0.22314033400016342,"[66, 53, 0, 11, 18]","[66, 53, 0, 11, 18, 23, 29, 8, 12, 7]","[66, 53, 0, 11, 18, 23, 29, 8, 12, 7, 69, 14, 39, 52, 1]"
DISAGREE_03,2,138002,xgboost,XGBoost,0,Benign,0.51,0.4528842270374298,0,TN,0.4448933285115567,0.4448933285115567,0,True,0.17286917907676225,0.007990898525873091,10000,15,0.24561868799992226,"[66, 53, 0, 11, 18]","[66, 53, 0, 11, 18, 23, 7, 29, 12, 25]","[66, 53, 0, 11, 18, 23, 7, 29, 12, 25, 8, 19, 69, 39, 1]"
DISAGREE_03,3,139002,xgboost,XGBoost,0,Benign,0.51,0.4528842270374298,0,TN,0.4487369619516276,0.4487369619516276,0,True,0.1635010388692466,0.00414726508580221,10000,15,0.2202435629997126,"[66, 53, 0, 11, 18]","[66, 53, 0, 11, 18, 29, 25, 23, 12, 7]","[66, 53, 0, 11, 18, 29, 25, 23, 12, 7, 8, 69, 39, 14, 1]"
DISAGREE_03,4,140002,xgboost,XGBoost,0,Benign,0.51,0.4528842270374298,0,TN,0.4442845317543618,0.4442845317543618,0,True,0.17176825060725487,0.008599695283068032,10000,15,0.1919383290000951,"[66, 53, 0, 11, 18]","[66, 53, 0, 11, 18, 29, 23, 25, 12, 7]","[66, 53, 0, 11, 18, 29, 23, 25, 12, 7, 39, 8, 69, 14, 1]"
DISAGREE_03,5,141002,xgboost,XGBoost,0,Benign,0.51,0.4528842270374298,0,TN,0.4445173472579388,0.4445173472579388,0,True,0.17076606829130725,0.008366879779491021,10000,15,0.20122948299967902,"[66, 53, 0, 18, 11]","[66, 53, 0, 18, 11, 25, 23, 29, 8, 12]","[66, 53, 0, 18, 11, 25, 23, 29, 8, 12, 7, 19, 69, 39, 1]"
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,0.26,0.8066140522374621,1,FP,0.4292176784274897,0.4292176784274897,1,True,0.46139234309222976,0.3773963738099724,10000,15,0.14506899199977852,"[66, 69, 0, 37, 19]","[66, 69, 0, 37, 19, 51, 7, 46, 76, 16]","[66, 69, 0, 37, 19, 51, 7, 46, 76, 16, 11, 10, 41, 53, 42]"
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,0.26,0.8066140522374621,1,FP,0.42801271695563614,0.42801271695563614,1,True,0.45975946330050366,0.37860133528182593,10000,15,0.18616147600005206,"[66, 69, 0, 37, 19]","[66, 69, 0, 37, 19, 51, 46, 21, 16, 40]","[66, 69, 0, 37, 19, 51, 46, 21, 16, 40, 41, 55, 11, 13, 7]"
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,0.26,0.8066140522374621,1,FP,0.4243177469477178,0.4243177469477178,1,True,0.4567694530734844,0.3822963052897443,10000,15,0.18085497300035058,"[66, 69, 0, 19, 37]","[66, 69, 0, 19, 37, 51, 46, 7, 55, 42]","[66, 69, 0, 19, 37, 51, 46, 7, 55, 42, 40, 13, 52, 41, 54]"
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,0.26,0.8066140522374621,1,FP,0.4287202193749554,0.4287202193749554,1,True,0.4644124738412896,0.37789383286250666,10000,15,0.1534580580000693,"[66, 69, 0, 37, 19]","[66, 69, 0, 37, 19, 51, 46, 7, 43, 42]","[66, 69, 0, 37, 19, 51, 46, 7, 43, 42, 40, 13, 53, 10, 52]"
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,0.26,0.8066140522374621,1,FP,0.4261041873632031,0.4261041873632031,1,True,0.45403469800015916,0.380509864874259,10000,15,0.1539491939997788,"[66, 69, 0, 37, 19]","[66, 69, 0, 37, 19, 51, 46, 7, 40, 53]","[66, 69, 0, 37, 19, 51, 46, 7, 40, 53, 55, 43, 13, 42, 11]"
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,0.51,0.06418690830469131,0,TN,0.36073098444807344,0.36073098444807344,0,True,0.2412847671091567,0.29654407614338213,10000,15,0.1916771780001909,"[69, 66, 18, 0, 16]","[69, 66, 18, 0, 16, 21, 38, 47, 28, 11]","[69, 66, 18, 0, 16, 21, 38, 47, 28, 11, 53, 7, 2, 9, 14]"
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,0.51,0.06418690830469131,0,TN,0.35972797744422735,0.35972797744422735,0,True,0.22845835290782424,0.29554106913953604,10000,15,0.2018725309999354,"[69, 66, 18, 0, 16]","[69, 66, 18, 0, 16, 21, 47, 38, 11, 28]","[69, 66, 18, 0, 16, 21, 47, 38, 11, 28, 7, 53, 77, 41, 42]"
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,0.51,0.06418690830469131,0,TN,0.35851562656523417,0.35851562656523417,0,True,0.23754296726872182,0.29432871826054285,10000,15,0.20542676200011556,"[69, 66, 18, 0, 47]","[69, 66, 18, 0, 47, 16, 38, 21, 53, 11]","[69, 66, 18, 0, 47, 16, 38, 21, 53, 11, 7, 42, 14, 52, 9]"
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,0.51,0.06418690830469131,0,TN,0.35876232805919217,0.35876232805919217,0,True,0.22135256832258698,0.29457541975450086,10000,15,0.20227273499995135,"[69, 66, 0, 47, 16]","[69, 66, 0, 47, 16, 38, 53, 21, 2, 11]","[69, 66, 0, 47, 16, 38, 53, 21, 2, 11, 7, 42, 9, 40, 14]"
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,0.51,0.06418690830469131,0,TN,0.3579096350559441,0.3579096350559441,0,True,0.23873370002374117,0.29372272675125277,10000,15,0.20372554400000809,"[69, 66, 18, 0, 16]","[69, 66, 18, 0, 16, 47, 38, 21, 7, 28]","[69, 66, 18, 0, 16, 47, 38, 21, 7, 28, 11, 53, 40, 14, 42]"
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,0.26,0.0884499601482781,0,TN,0.08540400412109952,0.08540400412109952,0,True,0.14191226850038707,0.0030459560271785813,10000,15,0.1571121399997537,"[69, 37, 66, 38, 19]","[69, 37, 66, 38, 19, 16, 43, 67, 10, 51]","[69, 37, 66, 38, 19, 16, 43, 67, 10, 51, 26, 47, 21, 31, 2]"
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,0.26,0.0884499601482781,0,TN,0.08660845154471591,0.08660845154471591,0,True,0.13753992690192185,0.001841508603562192,10000,15,0.1807587120001699,"[69, 37, 66, 43, 38]","[69, 37, 66, 43, 38, 16, 26, 10, 67, 47]","[69, 37, 66, 43, 38, 16, 26, 10, 67, 47, 40, 36, 31, 21, 45]"
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,0.26,0.0884499601482781,0,TN,0.08635230010558956,0.08635230010558956,0,True,0.13587344133551915,0.0020976600426885483,10000,15,0.15873787500004255,"[69, 37, 66, 38, 16]","[69, 37, 66, 38, 16, 43, 51, 67, 10, 26]","[69, 37, 66, 38, 16, 43, 51, 67, 10, 26, 36, 21, 31, 2, 45]"
DISAGREE_05,4,140004,lightgbm,LightGBM,0,Benign,0.26,0.0884499601482781,0,TN,0.0881860529425966,0.0881860529425966,0,True,0.1423989912052933,0.0002639072056815073,10000,15,0.16813304300012533,"[69, 66, 37, 38, 16]","[69, 66, 37, 38, 16, 26, 43, 67, 10, 21]","[69, 66, 37, 38, 16, 26, 43, 67, 10, 21, 4, 36, 45, 31, 2]"
DISAGREE_05,5,141004,lightgbm,LightGBM,0,Benign,0.26,0.0884499601482781,0,TN,0.08630845458404457,0.08630845458404457,0,True,0.14126870958390036,0.0021415055642335368,10000,15,0.1620375470001818,"[69, 37, 66, 38, 43]","[69, 37, 66, 38, 43, 26, 67, 10, 47, 21]","[69, 37, 66, 38, 43, 26, 67, 10, 47, 21, 4, 64, 36, 31, 45]"
DISAGREE_05,1,137004,xgboost,XGBoost,0,Benign,0.51,0.6096335053443909,1,FP,0.19290433271755494,0.19290433271755494,0,False,0.09143250092641153,0.41672917262683595,10000,15,0.19852506500001255,"[23, 37, 19, 21, 2]","[23, 37, 19, 21, 2, 48, 12, 11, 7, 53]","[23, 37, 19, 21, 2, 48, 12, 11, 7, 53, 9, 67, 66, 31, 26]"
DISAGREE_05,2,138004,xgboost,XGBoost,0,Benign,0.51,0.6096335053443909,1,FP,0.19441653963647154,0.19441653963647154,0,False,0.07122903867874619,0.4152169657079193,10000,15,0.19148674899997786,"[37, 19, 21, 48, 53]","[37, 19, 21, 48, 53, 12, 2, 67, 11, 7]","[37, 19, 21, 48, 53, 12, 2, 67, 11, 7, 40, 26, 66, 31, 45]"
DISAGREE_05,3,139004,xgboost,XGBoost,0,Benign,0.51,0.6096335053443909,1,FP,0.1949763596224903,0.1949763596224903,0,False,0.08619105099742141,0.4146571457219006,10000,15,0.1975457470002766,"[23, 37, 19, 12, 2]","[23, 37, 19, 12, 2, 21, 11, 48, 53, 7]","[23, 37, 19, 12, 2, 21, 11, 48, 53, 7, 9, 67, 66, 26, 45]"
DISAGREE_05,4,140004,xgboost,XGBoost,0,Benign,0.51,0.6096335053443909,1,FP,0.19536858576416102,0.19536858576416102,0,False,0.05415461416949252,0.4142649195802298,10000,15,0.19501947099979589,"[37, 21, 2, 12, 48]","[37, 21, 2, 12, 48, 53, 11, 9, 7, 67]","[37, 21, 2, 12, 48, 53, 11, 9, 7, 67, 42, 66, 31, 26, 45]"
DISAGREE_05,5,141004,xgboost,XGBoost,0,Benign,0.51,0.6096335053443909,1,FP,0.19299325990371927,0.19299325990371927,0,False,0.07249712271662279,0.4166402454406716,10000,15,0.1945706470000914,"[37, 19, 12, 2, 21]","[37, 19, 12, 2, 21, 48, 9, 67, 11, 42]","[37, 19, 12, 2, 21, 48, 9, 67, 11, 42, 53, 26, 66, 31, 45]"
DISAGREE_06,1,137005,lightgbm,LightGBM,0,Benign,0.26,0.5184144651378136,1,FP,0.4026400193102263,0.4026400193102263,1,True,0.32687363123135516,0.11577444582758734,10000,15,0.16320240300001387,"[66, 51, 19, 0, 46]","[66, 51, 19, 0, 46, 69, 37, 7, 13, 55]","[66, 51, 19, 0, 46, 69, 37, 7, 13, 55, 2, 40, 10, 47, 53]"
DISAGREE_06,2,138005,lightgbm,LightGBM,0,Benign,0.26,0.5184144651378136,1,FP,0.4030789186689912,0.4030789186689912,1,True,0.3136355208905163,0.11533554646882244,10000,15,0.16905862299972796,"[66, 51, 46, 19, 69]","[66, 51, 46, 19, 69, 0, 37, 7, 13, 55]","[66, 51, 46, 19, 69, 0, 37, 7, 13, 55, 53, 47, 11, 42, 40]"
DISAGREE_06,3,139005,lightgbm,LightGBM,0,Benign,0.26,0.5184144651378136,1,FP,0.40612347829117784,0.40612347829117784,1,True,0.32571011329426003,0.1122909868466358,10000,15,0.16297723500019856,"[66, 51, 19, 0, 46]","[66, 51, 19, 0, 46, 69, 37, 13, 7, 55]","[66, 51, 19, 0, 46, 69, 37, 13, 7, 55, 40, 11, 47, 42, 53]"
DISAGREE_06,4,140005,lightgbm,LightGBM,0,Benign,0.26,0.5184144651378136,1,FP,0.4051964695579449,0.4051964695579449,1,True,0.32910364448744944,0.11321799557986872,10000,15,0.15568146099985825,"[66, 51, 46, 0, 19]","[66, 51, 46, 0, 19, 69, 13, 37, 7, 55]","[66, 51, 46, 0, 19, 69, 13, 37, 7, 55, 2, 53, 47, 10, 48]"
DISAGREE_06,5,141005,lightgbm,LightGBM,0,Benign,0.26,0.5184144651378136,1,FP,0.4100202864037696,0.4100202864037696,1,True,0.332323702713307,0.10839417873404406,10000,15,0.152456949000225,"[66, 51, 46, 19, 69]","[66, 51, 46, 19, 69, 0, 13, 37, 55, 7]","[66, 51, 46, 19, 69, 0, 13, 37, 55, 7, 53, 11, 41, 40, 47]"
DISAGREE_06,1,137005,xgboost,XGBoost,0,Benign,0.51,0.08000002056360245,0,TN,0.3507738152003225,0.3507738152003225,0,True,0.18899079994113743,0.2707737946367201,10000,15,0.18707680399984383,"[66, 0, 18, 23, 53]","[66, 0, 18, 23, 53, 11, 29, 69, 25, 7]","[66, 0, 18, 23, 53, 11, 29, 69, 25, 7, 13, 42, 41, 48, 14]"
DISAGREE_06,2,138005,xgboost,XGBoost,0,Benign,0.51,0.08000002056360245,0,TN,0.34721452423824717,0.34721452423824717,0,True,0.196150664069068,0.2672145036746447,10000,15,0.19601798699977735,"[66, 0, 18, 30, 11]","[66, 0, 18, 30, 11, 53, 23, 69, 29, 13]","[66, 0, 18, 30, 11, 53, 23, 69, 29, 13, 7, 19, 67, 48, 42]"
DISAGREE_06,3,139005,xgboost,XGBoost,0,Benign,0.51,0.08000002056360245,0,TN,0.3501968371028106,0.3501968371028106,0,True,0.17599174315780985,0.27019681653920813,10000,15,0.20635805099982463,"[66, 0, 18, 11, 23]","[66, 0, 18, 11, 23, 69, 53, 29, 19, 13]","[66, 0, 18, 11, 23, 69, 53, 29, 19, 13, 7, 2, 67, 41, 42]"
DISAGREE_06,4,140005,xgboost,XGBoost,0,Benign,0.51,0.08000002056360245,0,TN,0.34765277620078516,0.34765277620078516,0,True,0.18739496206785244,0.2676527556371827,10000,15,0.19081867699969735,"[66, 0, 18, 23, 69]","[66, 0, 18, 23, 69, 11, 53, 29, 13, 7]","[66, 0, 18, 23, 69, 11, 53, 29, 13, 7, 67, 41, 42, 48, 52]"
DISAGREE_06,5,141005,xgboost,XGBoost,0,Benign,0.51,0.08000002056360245,0,TN,0.3484343194256376,0.3484343194256376,0,True,0.1810390818572407,0.2684342988620351,10000,15,0.19796308800005136,"[66, 0, 18, 23, 69]","[66, 0, 18, 23, 69, 53, 11, 29, 13, 7]","[66, 0, 18, 23, 69, 53, 11, 29, 13, 7, 41, 48, 42, 9, 47]"
DISAGREE_07,1,137006,lightgbm,LightGBM,1,Infilteration,0.26,0.2672456872982205,1,TP,0.49021078415216385,0.49021078415216385,1,True,0.2743827006780545,0.22296509685394333,10000,15,0.19079162000025462,"[66, 51, 46, 19, 0]","[66, 51, 46, 19, 0, 7, 37, 53, 55, 2]","[66, 51, 46, 19, 0, 7, 37, 53, 55, 2, 13, 48, 69, 12, 39]"
DISAGREE_07,2,138006,lightgbm,LightGBM,1,Infilteration,0.26,0.2672456872982205,1,TP,0.4885379011507282,0.4885379011507282,1,True,0.27320592941115796,0.2212922138525077,10000,15,0.1636138129997562,"[66, 51, 46, 0, 19]","[66, 51, 46, 0, 19, 7, 37, 53, 2, 55]","[66, 51, 46, 0, 19, 7, 37, 53, 2, 55, 42, 13, 39, 48, 69]"
DISAGREE_07,3,139006,lightgbm,LightGBM,1,Infilteration,0.26,0.2672456872982205,1,TP,0.48904169686225746,0.48904169686225746,1,True,0.28285692568090615,0.22179600956403694,10000,15,0.14835208799968314,"[66, 51, 46, 19, 0]","[66, 51, 46, 19, 0, 7, 37, 25, 53, 55]","[66, 51, 46, 19, 0, 7, 37, 25, 53, 55, 48, 13, 39, 69, 12]"
DISAGREE_07,4,140006,lightgbm,LightGBM,1,Infilteration,0.26,0.2672456872982205,1,TP,0.488983981345211,0.488983981345211,1,True,0.2764730414459976,0.22173829404699047,10000,15,0.15239002099997379,"[66, 51, 46, 19, 0]","[66, 51, 46, 19, 0, 7, 37, 2, 53, 55]","[66, 51, 46, 19, 0, 7, 37, 2, 53, 55, 13, 39, 48, 69, 12]"
DISAGREE_07,5,141006,lightgbm,LightGBM,1,Infilteration,0.26,0.2672456872982205,1,TP,0.48666612312064056,0.48666612312064056,1,True,0.27480482766574443,0.21942043582242005,10000,15,0.22441828899991378,"[66, 51, 46, 0, 19]","[66, 51, 46, 0, 19, 7, 37, 53, 13, 2]","[66, 51, 46, 0, 19, 7, 37, 53, 13, 2, 55, 39, 12, 69, 48]"
DISAGREE_07,1,137006,xgboost,XGBoost,1,Infilteration,0.51,0.4837058186531067,0,FN,0.4378913813244064,0.4378913813244064,0,True,0.16129432050592052,0.045814437328700275,10000,15,0.2043877189998966,"[66, 53, 11, 0, 18]","[66, 53, 11, 0, 18, 23, 29, 8, 19, 69]","[66, 53, 11, 0, 18, 23, 29, 8, 19, 69, 7, 2, 12, 39, 1]"
DISAGREE_07,2,138006,xgboost,XGBoost,1,Infilteration,0.51,0.4837058186531067,0,FN,0.4378541958684653,0.4378541958684653,0,True,0.15534334779443015,0.04585162278464139,10000,15,0.21065312300015648,"[66, 53, 0, 11, 18]","[66, 53, 0, 11, 18, 25, 8, 29, 23, 69]","[66, 53, 0, 11, 18, 25, 8, 29, 23, 69, 19, 2, 7, 12, 13]"
DISAGREE_07,3,139006,xgboost,XGBoost,1,Infilteration,0.51,0.4837058186531067,0,FN,0.4384920560645896,0.4384920560645896,0,True,0.16295084307534335,0.045213762588517115,10000,15,0.19639759699975912,"[66, 53, 0, 30, 11]","[66, 53, 0, 30, 11, 18, 23, 29, 8, 69]","[66, 53, 0, 30, 11, 18, 23, 29, 8, 69, 9, 7, 19, 14, 39]"
DISAGREE_07,4,140006,xgboost,XGBoost,1,Infilteration,0.51,0.4837058186531067,0,FN,0.43617333866870633,0.43617333866870633,0,True,0.1574080613618536,0.047532479984400355,10000,15,0.20955306299993026,"[66, 53, 0, 11, 18]","[66, 53, 0, 11, 18, 29, 23, 8, 9, 69]","[66, 53, 0, 11, 18, 29, 23, 8, 9, 69, 19, 39, 7, 14, 46]"
