disagreement_case_id,model,model_display,original_row_index,y_true,attack_category,model_probability,model_threshold,model_outcome,top5_overlap,top5_jaccard,top10_overlap,top10_jaccard,top15_overlap,top15_jaccard,absolute_attribution_cosine,signed_attribution_cosine,absolute_attribution_spearman,absolute_spearman_p_value,signed_attribution_spearman,signed_spearman_p_value,sign_agreement_on_lime_selected_features,sign_agreement_on_shared_top10,lime_consensus_nonzero_features,shared_top10_features,shap_top10_features,lime_top10_features
DISAGREE_06,lightgbm,LightGBM,77342,0,Benign,0.5184144651378136,0.26,FP,2,0.25,7,0.5384615384615384,10,0.5,0.7623683240024648,-0.39834100864125427,0.5372456230899312,3.950898212601265e-07,-0.3506508817308066,0.0016470538787564013,0.2631578947368421,0.42857142857142855,19,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Bwd Pkt Len Mean"", ""Fwd Pkts/s"", ""Bwd Seg Size Avg"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]","[""Dst Port"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min"", ""Bwd Pkt Len Mean"", ""Bwd Seg Size Avg"", ""Fwd IAT Mean"", ""Fwd Pkt Len Max"", ""Fwd Pkt Len Std"", ""Fwd IAT Min"", ""Fwd Pkts/s""]","[""Init Fwd Win Byts"", ""ECE Flag Cnt"", ""Flow IAT Max"", ""RST Flag Cnt"", ""Dst Port"", ""Fwd Seg Size Min"", ""Fwd Pkts/s"", ""Bwd Pkt Len Mean"", ""Fwd Pkt Len Max"", ""Bwd Seg Size Avg""]"
DISAGREE_06,xgboost,XGBoost,77342,0,Benign,0.08000002056360245,0.51,TN,2,0.25,5,0.3333333333333333,8,0.36363636363636365,0.6319681734290777,0.0959466789925175,0.44632490529633023,4.20872876917249e-05,-0.3102893216865603,0.00569663564874371,0.36363636363636365,0.2,22,"[""Dst Port"", ""Bwd Pkt Len Max"", ""Bwd Pkt Len Mean"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]","[""Dst Port"", ""Fwd Seg Size Min"", ""Fwd IAT Tot"", ""Fwd IAT Min"", ""Init Fwd Win Byts"", ""Fwd IAT Mean"", ""Bwd Pkt Len Mean"", ""RST Flag Cnt"", ""Flow IAT Mean"", ""Bwd Pkt Len Max""]","[""Init Fwd Win Byts"", ""Dst Port"", ""Flow IAT Std"", ""Fwd IAT Std"", ""Bwd Pkt Len Max"", ""Pkt Size Avg"", ""Fwd Seg Size Min"", ""Bwd IAT Max"", ""Bwd Pkt Len Mean"", ""Fwd Pkt Len Max""]"
DISAGREE_07,lightgbm,LightGBM,45470,1,Infilteration,0.2672456872982205,0.26,TP,2,0.25,4,0.25,10,0.5,0.7464794827848361,0.341025836691415,0.529980353597533,6.04020069514957e-07,-0.24645725050898146,0.029616519918382232,0.29411764705882354,0.5,17,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Pkt Size Avg"", ""Init Fwd Win Byts""]","[""Init Fwd Win Byts"", ""Fwd Seg Size Min"", ""Dst Port"", ""Fwd Pkt Len Max"", ""Fwd Header Len"", ""Fwd Pkt Len Std"", ""Fwd IAT Min"", ""Bwd Pkt Len Min"", ""Pkt Len Min"", ""Pkt Size Avg""]","[""Init Fwd Win Byts"", ""ECE Flag Cnt"", ""RST Flag Cnt"", ""Dst Port"", ""Flow IAT Max"", ""Fwd Pkt Len Max"", ""Fwd Pkts/s"", ""Pkt Size Avg"", ""Bwd Seg Size Avg"", ""Flow Duration""]"
DISAGREE_07,xgboost,XGBoost,45470,1,Infilteration,0.4837058186531067,0.51,FN,2,0.25,4,0.25,7,0.30434782608695654,0.5900556864465077,0.36606248740838715,0.5173765930413716,1.2326905417437616e-06,-0.0165041672773388,0.8859606411756883,0.4782608695652174,0.75,23,"[""Fwd Pkt Len Min"", ""Pkt Size Avg"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]","[""Init Fwd Win Byts"", ""Fwd Header Len"", ""Bwd Pkt Len Min"", ""Fwd IAT Min"", ""Pkt Size Avg"", ""Fwd Seg Size Min"", ""RST Flag Cnt"", ""Fwd Pkt Len Min"", ""Fwd IAT Tot"", ""Fwd IAT Max""]","[""Init Fwd Win Byts"", ""Pkt Size Avg"", ""Dst Port"", ""Bwd Pkt Len Max"", ""Flow IAT Std"", ""Fwd IAT Std"", ""Fwd Pkt Len Min"", ""Bwd IAT Max"", ""Fwd Seg Size Min"", ""Flow IAT Max""]"
DISAGREE_08,lightgbm,LightGBM,139680,1,Infilteration,0.2629131365136174,0.26,TP,2,0.25,6,0.42857142857142855,8,0.36363636363636365,0.5254477876067796,-0.2741612424198072,0.4823497669948032,7.753150896161365e-06,-0.2657451778764844,0.01869499960065005,0.35,0.16666666666666666,20,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Fwd Pkt Len Std"", ""Fwd Pkts/s"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]","[""Dst Port"", ""Fwd Pkt Len Std"", ""Fwd Seg Size Min"", ""Fwd Pkt Len Max"", ""Bwd IAT Max"", ""Flow IAT Min"", ""Init Fwd Win Byts"", ""Bwd Pkt Len Mean"", ""Init Bwd Win Byts"", ""Fwd Pkts/s""]","[""Fwd Pkt Len Max"", ""Init Fwd Win Byts"", ""ECE Flag Cnt"", ""RST Flag Cnt"", ""Fwd Seg Size Min"", ""Flow IAT Max"", ""Fwd Pkt Len Std"", ""Dst Port"", ""Fwd Pkts/s"", ""Pkt Size Avg""]"
DISAGREE_08,xgboost,XGBoost,139680,1,Infilteration,0.44532081484794617,0.51,FN,1,0.1111111111111111,5,0.3333333333333333,7,0.30434782608695654,0.4323955008989806,0.039487008516034414,0.4231251715532103,0.00011359238044594883,-0.001286295244413064,0.9910823566284185,0.5,0.4,20,"[""Fwd Pkt Len Max"", ""Fwd Pkt Len Std"", ""Bwd Pkt Len Max"", ""Flow IAT Min"", ""Fwd Seg Size Min""]","[""Dst Port"", ""Bwd IAT Min"", ""Flow IAT Min"", ""Bwd Pkt Len Max"", ""Bwd IAT Max"", ""Bwd IAT Std"", ""Fwd Seg Size Min"", ""Fwd Pkt Len Std"", ""Fwd Pkt Len Max"", ""Tot Bwd Pkts""]","[""Fwd Pkt Len Max"", ""Init Fwd Win Byts"", ""Bwd Pkt Len Max"", ""Flow IAT Std"", ""Fwd Seg Size Min"", ""Pkt Size Avg"", ""Flow IAT Min"", ""Fwd Pkt Len Std"", ""Init Bwd Win Byts"", ""Fwd Pkt Len Mean""]"
DISAGREE_09,lightgbm,LightGBM,247974,1,Brute Force -Web,0.31126687689255444,0.26,TP,2,0.25,5,0.3333333333333333,7,0.30434782608695654,0.5402032569213177,0.07906726819613961,0.47083771591936413,1.3592757440322756e-05,-0.09999839031279767,0.38370537020038553,0.4090909090909091,0.4,22,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Fwd IAT Std"", ""Init Fwd Win Byts"", ""Idle Max""]","[""Dst Port"", ""Fwd Seg Size Min"", ""Init Fwd Win Byts"", ""Fwd IAT Std"", ""Idle Max"", ""Fwd Pkt Len Std"", ""Fwd Pkt Len Max"", ""Idle Std"", ""Subflow Fwd Byts"", ""Bwd Pkt Len Mean""]","[""Init Fwd Win Byts"", ""Fwd Pkt Len Max"", ""Fwd Pkts/s"", ""ECE Flag Cnt"", ""Dst Port"", ""Fwd IAT Max"", ""RST Flag Cnt"", ""Idle Max"", ""Fwd IAT Std"", ""Active Min""]"
DISAGREE_09,xgboost,XGBoost,247974,1,Brute Force -Web,0.4868808388710022,0.51,FN,2,0.25,3,0.17647058823529413,7,0.30434782608695654,0.5940654272305467,-0.2040175983997211,0.40597456829436934,0.00022625983881793845,-0.09563110413270973,0.4049201787065566,0.45,0.3333333333333333,20,"[""Dst Port"", ""Init Fwd Win Byts"", ""Idle Std""]","[""Dst Port"", ""Fwd Seg Size Min"", ""Idle Std"", ""Idle Min"", ""Init Fwd Win Byts"", ""Pkt Size Avg"", ""Pkt Len Min"", ""Fwd IAT Min"", ""TotLen Fwd Pkts"", ""Fwd IAT Std""]","[""Init Fwd Win Byts"", ""Dst Port"", ""Fwd Pkt Len Max"", ""Idle Mean"", ""Fwd IAT Mean"", ""Fwd IAT Max"", ""Active Max"", ""Fwd IAT Tot"", ""Flow Duration"", ""Idle Std""]"
DISAGREE_10,lightgbm,LightGBM,218195,1,Infilteration,0.8946649828780958,0.26,TP,3,0.42857142857142855,6,0.42857142857142855,7,0.30434782608695654,0.944113978700438,0.0013917153659266368,0.5731863414184875,4.147428373870941e-08,-0.2854827528697356,0.011290669772379884,0.23809523809523808,0.3333333333333333,21,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Fwd Pkt Len Std"", ""Fwd Pkts/s"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]","[""Init Fwd Win Byts"", ""Fwd Seg Size Min"", ""Dst Port"", ""Flow IAT Mean"", ""Flow IAT Min"", ""Fwd Pkt Len Max"", ""Fwd Pkts/s"", ""Bwd Pkt Len Mean"", ""Fwd Pkt Len Std"", ""Fwd IAT Max""]","[""Init Fwd Win Byts"", ""Fwd Seg Size Min"", ""Dst Port"", ""Flow IAT Max"", ""Fwd Pkts/s"", ""ECE Flag Cnt"", ""RST Flag Cnt"", ""Fwd Pkt Len Max"", ""Flow Pkts/s"", ""Fwd Pkt Len Std""]"
DISAGREE_10,xgboost,XGBoost,218195,1,Infilteration,0.41593611240386963,0.51,FN,3,0.42857142857142855,6,0.42857142857142855,8,0.36363636363636365,0.8600399967162156,0.35893323053744175,0.49380544613724087,4.344477330557469e-06,-0.19604458802028854,0.08539600879843383,0.35,0.3333333333333333,20,"[""Dst Port"", ""Flow Pkts/s"", ""Fwd IAT Tot"", ""Bwd Pkts/s"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]","[""Fwd Seg Size Min"", ""Init Fwd Win Byts"", ""Dst Port"", ""Fwd IAT Min"", ""Bwd Pkts/s"", ""Flow Duration"", ""Fwd IAT Tot"", ""Flow Pkts/s"", ""Bwd Pkt Len Mean"", ""Flow IAT Mean""]","[""Fwd Seg Size Min"", ""Init Fwd Win Byts"", ""Flow IAT Std"", ""Dst Port"", ""Flow Pkts/s"", ""PSH Flag Cnt"", ""Bwd Pkts/s"", ""Fwd IAT Tot"", ""Bwd Pkt Len Max"", ""Pkt Size Avg""]"
DISAGREE_11,lightgbm,LightGBM,22327,1,Infilteration,0.20817075540176824,0.26,FN,2,0.25,5,0.3333333333333333,9,0.42857142857142855,0.6695594948357861,0.1660033910154897,0.4852917309156759,6.694855791862082e-06,-0.03567235866352161,0.7565138594210568,0.4782608695652174,0.4,23,"[""Fwd Pkt Len Max"", ""Fwd Pkt Len Std"", ""Bwd Pkt Len Mean"", ""Subflow Bwd Pkts"", ""Init Fwd Win Byts""]","[""Init Fwd Win Byts"", ""RST Flag Cnt"", ""ECE Flag Cnt"", ""Fwd Seg Size Min"", ""Fwd Pkt Len Std"", ""Fwd Pkt Len Max"", ""Subflow Bwd Pkts"", ""Subflow Fwd Byts"", ""TotLen Bwd Pkts"", ""Bwd Pkt Len Mean""]","[""Fwd Pkt Len Max"", ""Init Fwd Win Byts"", ""Fwd Pkt Len Std"", ""Subflow Bwd Pkts"", ""Fwd Pkts/s"", ""Init Bwd Win Byts"", ""Pkt Size Avg"", ""Pkt Len Std"", ""Bwd Pkt Len Mean"", ""Fwd Seg Size Avg""]"
DISAGREE_11,xgboost,XGBoost,22327,1,Infilteration,0.5706228017807007,0.51,TP,3,0.42857142857142855,5,0.3333333333333333,9,0.42857142857142855,0.7468709804616326,0.38031561841167677,0.44834489051883936,3.846875503601175e-05,0.12705539242716296,0.26764350630718076,0.6086956521739131,0.6,23,"[""Fwd Pkt Len Max"", ""RST Flag Cnt"", ""ECE Flag Cnt"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]","[""RST Flag Cnt"", ""Init Fwd Win Byts"", ""Tot Bwd Pkts"", ""TotLen Fwd Pkts"", ""Fwd Pkt Len Max"", ""Fwd Seg Size Min"", ""Bwd Pkt Len Mean"", ""Fwd Pkt Len Mean"", ""ECE Flag Cnt"", ""Dst Port""]","[""Fwd Pkt Len Max"", ""Init Fwd Win Byts"", ""RST Flag Cnt"", ""Bwd IAT Min"", ""Fwd Pkt Len Std"", ""Bwd Pkt Len Max"", ""Fwd Seg Size Min"", ""ECE Flag Cnt"", ""Pkt Size Avg"", ""Bwd Pkts/s""]"
DISAGREE_12,lightgbm,LightGBM,207990,1,Infilteration,0.655675835830698,0.26,TP,1,0.1111111111111111,6,0.42857142857142855,7,0.30434782608695654,0.2108992422092049,0.06196294285914467,0.5855221013235683,1.7949872700757085e-08,-0.011118586357153265,0.9230327287159535,0.5,0.3333333333333333,24,"[""Dst Port"", ""Bwd IAT Tot"", ""Pkt Len Max"", ""ECE Flag Cnt"", ""Idle Max"", ""Idle Min""]","[""ECE Flag Cnt"", ""Dst Port"", ""RST Flag Cnt"", ""Idle Min"", ""Idle Max"", ""Fwd Seg Size Min"", ""Bwd IAT Tot"", ""Pkt Len Max"", ""Bwd Pkt Len Max"", ""Fwd Pkt Len Std""]","[""Init Fwd Win Byts"", ""Bwd IAT Tot"", ""Pkt Len Max"", ""Idle Min"", ""Fwd Pkts/s"", ""Fwd IAT Max"", ""Dst Port"", ""Idle Mean"", ""Idle Max"", ""ECE Flag Cnt""]"
DISAGREE_12,xgboost,XGBoost,207990,1,Infilteration,0.33467897772789,0.51,FN,3,0.42857142857142855,5,0.3333333333333333,7,0.30434782608695654,0.6110591816677541,0.5608727572824038,0.4697468781424099,1.4320532482941082e-05,0.2363721902267744,0.03720551759337286,0.6363636363636364,0.8,22,"[""Bwd Pkt Len Max"", ""Bwd IAT Tot"", ""RST Flag Cnt"", ""ECE Flag Cnt"", ""Idle Min""]","[""RST Flag Cnt"", ""Bwd Pkt Len Max"", ""Idle Min"", ""Dst Port"", ""ECE Flag Cnt"", ""Bwd IAT Max"", ""Bwd Pkt Len Mean"", ""Tot Bwd Pkts"", ""Bwd IAT Tot"", ""Fwd Seg Size Min""]","[""RST Flag Cnt"", ""Init Fwd Win Byts"", ""Bwd Pkt Len Max"", ""ECE Flag Cnt"", ""Flow Duration"", ""Fwd IAT Tot"", ""Idle Min"", ""Fwd IAT Max"", ""Bwd IAT Tot"", ""Bwd IAT Mean""]"
