config_order,config_id,config_description,discretize_continuous,discretizer,sample_around_instance,num_samples,kernel_width,disagreement_case_id,case_seed,model,model_display,y_true,attack_category,threshold,model_probability,model_prediction,model_outcome,local_prediction,local_prediction_clipped,local_decision,decision_agreement,local_r2,fidelity_gap,num_terms_returned,selected_feature_indices,selected_weights,elapsed_seconds
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_06,136005,lightgbm,LightGBM,0,Benign,0.26,0.5184144651378136,1,FP,0.14231497010549482,0.14231497010549482,0,False,0.16558114614514974,0.3760994950323188,15,"[69, 51, 46, 7, 0, 19, 63, 5, 44, 31, 35, 53, 76, 45, 33]","[-0.1078041119513423, -0.10509028699782613, -0.0797155787642868, 0.06028986131187526, -0.044188833094730776, 0.03617114995992158, -0.03520183686268761, -0.0318604537180526, -0.031031802919102545, -0.029518382800126017, -0.027864740361014884, -0.026570862314926707, -0.02369895626834294, -0.021379882362650888, -0.018582836957201948]",0.1518519619999097
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_06,136005,xgboost,XGBoost,0,Benign,0.51,0.08000002056360245,0,TN,0.1552637279834248,0.1552637279834248,0,True,0.21060626269552163,0.07526370741982236,15,"[46, 44, 0, 69, 51, 11, 7, 53, 74, 30, 5, 6, 25, 77, 33]","[-0.17394219325834395, -0.15547409030721895, -0.08777906622916762, -0.07764026129499624, -0.05111987876388453, 0.05048655963127623, 0.048953158091896244, -0.04018050857017977, 0.0316257176340641, -0.030437181107618946, -0.030109799023597773, 0.02692684815366025, -0.023278477225733934, -0.023109948449517248, -0.00017599890308014714]",0.15321903899985045
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_07,136006,lightgbm,LightGBM,1,Infilteration,0.26,0.2672456872982205,1,TP,0.2145466433124269,0.2145466433124269,0,False,0.1844748797605611,0.052699043985793614,15,"[50, 51, 69, 46, 66, 7, 33, 35, 63, 6, 8, 55, 76, 65, 10]","[-0.14490470040373252, -0.11188392788645882, -0.10469928407736123, -0.08641444910012552, 0.08626423954975074, 0.04773703236009185, -0.04119492575827832, -0.0340557001862535, -0.03133532692062409, -0.029341875601364805, -0.02802577427671598, 0.027502912320133965, -0.027492633579397047, -0.025079593971245016, 0.01995648886846856]",0.152510330000041
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_07,136006,xgboost,XGBoost,1,Infilteration,0.51,0.4837058186531067,0,FN,0.25800672778156,0.25800672778156,0,True,0.1597019792559773,0.22569909087154671,15,"[46, 69, 66, 51, 0, 7, 50, 77, 20, 29, 6, 45, 15, 5, 33]","[-0.17636472154443802, -0.06234447782275324, 0.05410352365074646, -0.04261679754565824, 0.041659457447905134, 0.03809787875643674, -0.03808254985041501, -0.03270837968458534, -0.029027910845400115, -0.0271015723653789, -0.027045752624686763, -0.025079451831004483, 0.0231389640235748, -0.022861133635066887, 0.014933077403438614]",0.1583481910001865
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_08,136007,lightgbm,LightGBM,1,Infilteration,0.26,0.2629131365136174,1,TP,0.22359730099887604,0.22359730099887604,0,False,0.2853066390518515,0.03931583551474138,15,"[7, 33, 63, 51, 46, 69, 35, 5, 53, 10, 0, 67, 40, 19, 50]","[-0.12642148062073363, 0.10955391127526355, 0.10870902846790718, -0.10604304355346957, -0.10433155364779771, -0.09972758790736583, 0.06567197736924348, 0.06296725754630095, 0.04494455038081244, -0.0385675524646896, -0.03765788558670549, -0.03270907330967802, -0.030994215951982082, 0.02850842358954403, -0.018656999376661695]",0.15066816100033975
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_08,136007,xgboost,XGBoost,1,Infilteration,0.51,0.44532081484794617,0,FN,0.23199011700856076,0.23199011700856076,0,True,0.28561655955041176,0.2133306978393854,15,"[46, 33, 0, 7, 5, 69, 11, 30, 68, 29, 53, 44, 18, 51, 50]","[-0.18506960584374024, 0.11309959537695286, -0.09851169983604972, -0.09451817353810797, 0.0881265093973284, -0.06766851227989927, -0.06386387220116616, 0.059711562952801514, 0.057153374302724345, 0.052362477336734756, 0.048423329298699344, -0.04621345692681177, -0.04321657526927182, -0.043047835882644596, -0.02184502707656706]",0.1633672339999066
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_09,136008,lightgbm,LightGBM,1,Brute Force -Web,0.26,0.31126687689255444,1,TP,0.2637021547934596,0.2637021547934596,1,True,0.3135034216758691,0.04756472209909485,15,"[33, 7, 69, 51, 63, 66, 46, 5, 19, 44, 31, 50, 53, 0, 76]","[-0.1872092897534508, -0.1281430680220803, -0.11343923717747802, -0.10509022869722845, 0.10129106256071244, 0.09287534658951681, -0.08088371420089907, 0.07012459363482065, -0.05969859786191962, -0.050077394843404864, -0.03754685725797422, -0.03741224202871615, 0.029939058238446316, -0.028055286024606864, 0.02708239443561618]",0.15003410000008444
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_09,136008,xgboost,XGBoost,1,Brute Force -Web,0.51,0.4868808388710022,0,FN,0.25145755922739516,0.25145755922739516,0,True,0.2678652763609022,0.23542327964360704,15,"[46, 50, 7, 0, 5, 33, 69, 66, 53, 11, 68, 18, 23, 19, 44]","[-0.1754603359905265, -0.10713697544122189, -0.10473911579572152, -0.09648996680315569, 0.08477400410613535, -0.08412468345406565, -0.07849060604998886, 0.05004086967711548, 0.04703360335602369, 0.04628401925451562, 0.04483858239397719, -0.03731548684275866, 0.036496485561817484, -0.035856003430578993, -0.0196672123186179]",0.1507129609999538
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_10,136009,lightgbm,LightGBM,1,Infilteration,0.26,0.8946649828780958,1,TP,0.33433470387009045,0.33433470387009045,1,True,0.19786063606336213,0.5603302790080054,15,"[69, 51, 50, 46, 19, 7, 33, 63, 77, 8, 6, 5, 53, 11, 38]","[0.1647141373483513, -0.11811510828771658, 0.09627329365947063, -0.08827654507987893, -0.06338099836003257, 0.054219176259853986, 0.05038574463287209, -0.03252731284240019, -0.02875463491141459, 0.024942592892057077, 0.023642706958696292, -0.022956357043974134, -0.02282600605298738, 0.02249962337617385, 0.02121455935815803]",0.1711604619999889
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_10,136009,xgboost,XGBoost,1,Infilteration,0.51,0.41593611240386963,0,FN,0.25658248808007367,0.25658248808007367,0,True,0.14846464830601525,0.15935362432379596,15,"[46, 44, 50, 51, 7, 11, 18, 23, 19, 53, 33, 45, 0, 30, 77]","[-0.1698331705625884, -0.09307613087270612, 0.07809324370836822, -0.05821839048797832, 0.053944018544083774, 0.044862175380848794, -0.03960393919173926, 0.036076618122900805, -0.03345466256222011, -0.03208187632699265, 0.031811680946768645, -0.030650725572031565, 0.03049379820211403, -0.028976955231787744, -0.026275727434295574]",0.1597849459999452
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_11,136010,lightgbm,LightGBM,1,Infilteration,0.26,0.20817075540176824,0,FN,0.36437696317212787,0.36437696317212787,1,False,0.28216251447636886,0.15620620777035962,15,"[7, 33, 51, 69, 63, 46, 35, 5, 19, 44, 6, 10, 8, 53, 36]","[-0.12888006987272993, 0.11926086308892186, 0.10606719139651803, -0.10206359535979012, 0.10083627605415808, 0.08561753676776074, 0.06585664117202406, 0.06222367673576201, -0.054885438584103, 0.04136555824718685, -0.03970466181075192, -0.03308284292626729, 0.031185864250561603, 0.0310873318581453, -0.03044385663130441]",0.14775844899986623
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_11,136010,xgboost,XGBoost,1,Infilteration,0.51,0.5706228017807007,1,TP,0.5835733247881006,0.5835733247881006,1,True,0.25671892879423686,0.012950523007399961,15,"[46, 0, 5, 7, 33, 69, 11, 44, 50, 29, 68, 35, 51, 19, 23]","[0.1721049995325363, 0.10377566270098625, 0.09339718138311394, -0.0896837540433704, 0.0687240005332809, -0.06550950592701806, -0.05848438580897178, 0.057878701027565364, -0.053319427066660756, 0.05045547903888461, 0.0500293979176024, 0.038841414416444696, 0.037561872854953174, -0.034186848511072135, 0.03285953579292256]",0.1559142679998331
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_12,136011,lightgbm,LightGBM,1,Infilteration,0.26,0.655675835830698,1,TP,0.3600029575320224,0.3600029575320224,1,True,0.1698325413670646,0.2956728782986756,15,"[51, 69, 46, 50, 19, 35, 0, 63, 49, 7, 53, 36, 8, 44, 33]","[0.10887108176798709, -0.10874963882742476, 0.09141697457682557, -0.07152771792383661, -0.07070133534779313, 0.06093504800022732, -0.035505976658526846, -0.034302235879842644, -0.029998346697622243, 0.0293386598401272, 0.028824500870511374, -0.027313481410442292, 0.02633317689136369, -0.017555285335541522, -0.007355011371708874]",0.1460618579999391
1,baseline_quartile_5k,Stage 13.5 baseline configuration,True,quartile,False,5000,6.623820649745886,DISAGREE_12,136011,xgboost,XGBoost,1,Infilteration,0.51,0.33467897772789,0,FN,0.37567145676384217,0.37567145676384217,0,True,0.20164142086932346,0.040992479035952156,15,"[46, 50, 0, 33, 69, 11, 44, 29, 51, 19, 23, 28, 5, 12, 35]","[0.16949678338425544, -0.12402921113451018, -0.10122328935098855, 0.08235358662465161, -0.07002501573302389, -0.060960393634517905, -0.05111655762397803, 0.04531195566848124, 0.044335276970343895, -0.04352465270430229, 0.04055936709016464, 0.03900659745807312, -0.03847883140252455, -0.03176953393165834, 0.03144988277205581]",0.15108960999987175
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_01,136000,lightgbm,LightGBM,0,Benign,0.26,0.27170970779733533,1,FP,0.302304994441658,0.302304994441658,1,True,0.18008886577739136,0.03059528664432265,15,"[69, 51, 46, 44, 33, 35, 19, 0, 40, 7, 53, 63, 11, 5, 6]","[-0.10787528667267704, 0.10666278756327527, 0.08993824037434876, -0.08217608131708706, 0.07567691363990729, 0.06736087077854672, -0.059732145869696225, -0.04110452562041053, -0.03735789186083301, 0.031113389215886803, 0.028713674727609925, -0.026888267703420198, -0.026725187912545224, -0.025317748944977556, -0.023253359608718906]",0.3175721060001706
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_01,136000,xgboost,XGBoost,0,Benign,0.51,0.47803428769111633,0,TN,0.26720769193184785,0.26720769193184785,0,True,0.21493006769488254,0.2108265957592685,15,"[46, 44, 0, 69, 11, 68, 53, 18, 19, 51, 5, 23, 4, 20, 30]","[0.1720983753193318, -0.1708041656730506, -0.09033297553871772, -0.07132631316754567, -0.06014139359136854, 0.05213679644401404, 0.048893652656068876, -0.04670985646564666, -0.03907385632944324, 0.0376322129992804, -0.037568605447304025, 0.03741176612079023, -0.033027020606621285, -0.02980649806355228, -0.02915968777233546]",0.35707308500013824
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_02,136001,lightgbm,LightGBM,0,Benign,0.26,0.26787340135836474,1,FP,0.2294334740653231,0.2294334740653231,0,False,0.3056596814934336,0.03843992729304163,15,"[7, 51, 69, 63, 46, 66, 50, 19, 5, 0, 44, 53, 49, 39, 6]","[-0.13446761175293792, -0.1136791792866098, -0.11126954080966443, 0.09900020807160527, -0.09198080224423232, 0.08234492434992546, -0.07400627506917282, -0.06455779828878483, 0.05024041289890964, -0.04256676710034253, 0.03335621854814766, 0.0289335954112584, 0.02058444985584088, 0.02055070170592451, 0.01828036804329157]",0.3159627830000318
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_02,136001,xgboost,XGBoost,0,Benign,0.51,0.46210363507270813,0,TN,0.22593699145024726,0.22593699145024726,0,True,0.265989462699704,0.23616664362246087,15,"[46, 0, 7, 5, 69, 51, 66, 50, 68, 11, 19, 53, 18, 44, 23]","[-0.17228146157084315, -0.10053884508531202, -0.09455676452356772, 0.0725122016960004, -0.06915679979127322, -0.052762834809121646, 0.0504512592210056, 0.04881759402122395, 0.04558864565833476, 0.04548295850598617, -0.04154866986157323, 0.040403134209376614, -0.03903706232887796, -0.03775013851807384, 0.03382328065574969]",0.35013299699994604
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_03,136002,lightgbm,LightGBM,0,Benign,0.26,0.2629219762567261,1,FP,0.24009122320052695,0.24009122320052695,0,False,0.18012750636774377,0.022830753056199138,15,"[51, 69, 46, 66, 33, 35, 63, 50, 44, 7, 19, 8, 39, 15, 10]","[-0.1193106222588047, -0.10884247941408665, -0.08935048104912716, 0.0859699536962326, 0.08208491735581258, -0.03701276779982738, -0.03210418808391562, -0.02897171108382104, -0.02839487859881406, 0.02767432101726158, 0.027632456037059782, -0.026246929521345642, 0.023704995162136422, -0.021893341408013033, 0.017167308761415045]",0.30839990699996633
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_03,136002,xgboost,XGBoost,0,Benign,0.51,0.4528842270374298,0,TN,0.22578283028112145,0.22578283028112145,0,True,0.17224280643882184,0.22710139675630836,15,"[46, 69, 66, 0, 30, 51, 33, 5, 77, 35, 18, 27, 29, 74, 50]","[-0.17876604098780044, -0.07494683755021864, 0.0484069947002055, 0.04417145464001294, -0.04094589783238787, -0.03881578330193084, -0.03333918971041855, -0.03267730377810992, -0.03062789867212638, -0.03020191526411301, 0.02766509846422331, -0.02400644461573635, -0.023249710679715596, 0.023091559025162082, -0.020086065313318833]",0.3306242469998324
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_04,136003,lightgbm,LightGBM,0,Benign,0.26,0.8066140522374621,1,FP,0.33076701339566117,0.33076701339566117,1,True,0.21587511226838918,0.4758470388418009,15,"[69, 51, 46, 7, 19, 63, 25, 8, 53, 11, 77, 6, 5, 45, 33]","[0.19086589616815675, -0.1134672957117481, -0.08830801021703669, 0.05382798652442505, -0.05370894260962515, -0.03500919087410906, -0.027618527988765414, 0.02758817902351588, -0.027546156057998802, 0.024346416366786923, -0.023842432232281767, 0.022791388135906438, -0.022388721631701143, -0.01967120722937285, 0.018878802440638064]",0.2967104610002025
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_04,136003,xgboost,XGBoost,0,Benign,0.51,0.06418690830469131,0,TN,0.24223169194733438,0.24223169194733438,0,True,0.16588154011247758,0.17804478364264306,15,"[46, 33, 11, 7, 51, 18, 0, 69, 53, 30, 77, 44, 25, 12, 66]","[-0.1727513194577195, 0.07273763157108744, 0.059441158066706426, 0.05090542341526699, -0.046740947493771716, -0.041327697186099514, 0.039737261879630344, 0.03934991446035051, -0.03712068202229123, -0.03686832926321325, -0.034941979746526346, -0.03440019758458468, -0.031045843485551113, -0.030135077019187224, -0.028895863123800603]",0.3423684609997508
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_05,136004,lightgbm,LightGBM,0,Benign,0.26,0.0884499601482781,0,TN,0.08773789827641293,0.08773789827641293,0,True,0.2152278939490927,0.0007120618718651772,15,"[66, 51, 69, 46, 35, 44, 0, 6, 8, 7, 63, 21, 27, 36, 39]","[-0.13122792964122318, -0.11160770639316178, -0.10498402853469481, -0.09537569218326551, 0.05704041616611845, -0.05656297151578698, -0.038993533368529544, -0.034158947840388296, 0.03220631956491597, 0.031109325581683927, -0.029059765165567256, 0.02583847338587139, 0.022768550617231053, -0.022595839232848663, -0.022283070650054557]",0.3381223050000699
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_05,136004,xgboost,XGBoost,0,Benign,0.51,0.6096335053443909,1,FP,0.20713971570940837,0.20713971570940837,0,False,0.21031882854249806,0.4024937896349825,15,"[46, 33, 0, 69, 66, 30, 50, 51, 18, 29, 5, 23, 27, 11, 28]","[-0.17496285276658385, -0.1032053520242808, -0.0984566978201591, -0.07153996851932808, -0.06761211971717358, 0.06125730439319732, -0.05633652809865846, -0.04441325316905744, -0.04272905647364151, 0.03910932655525143, -0.035706781279322204, 0.034509075583113454, 0.030651232296635487, 0.028723388999844373, 0.026721084835991768]",0.3349312979999013
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_06,136005,lightgbm,LightGBM,0,Benign,0.26,0.5184144651378136,1,FP,0.18237628711690979,0.18237628711690979,0,False,0.16877650059098248,0.33603817802090385,15,"[51, 69, 46, 7, 44, 63, 35, 0, 5, 33, 19, 10, 8, 6, 55]","[-0.10895873681992796, -0.10746412460441467, -0.08919987150788539, 0.056366880368907746, -0.047616763699642864, -0.03560530231646008, -0.03514646602351763, -0.03325576046566308, -0.03284673914963756, 0.02914985674923544, 0.028957909544981116, 0.02731741042427467, 0.026678017744872218, 0.022136194104271676, -0.020281848029049372]",0.32838088300013624
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_06,136005,xgboost,XGBoost,0,Benign,0.51,0.08000002056360245,0,TN,0.13371609550369823,0.13371609550369823,0,True,0.20163069146219081,0.05371607494009578,15,"[46, 0, 69, 50, 11, 7, 51, 33, 12, 30, 44, 5, 35, 77, 53]","[-0.1737354295354604, -0.09337099009893618, -0.07112333536087484, 0.06478860609190362, 0.052333584362799446, 0.0481634993045525, -0.04595990837950786, -0.03874274774615519, -0.036086369731700464, -0.03583938926441766, -0.03513441370733339, -0.03463781954812965, -0.031305268627591004, -0.03039040012418148, -0.029005975574197637]",0.362187805999838
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_07,136006,lightgbm,LightGBM,1,Infilteration,0.26,0.2672456872982205,1,TP,0.2456665494544913,0.2456665494544913,0,False,0.17598174675196898,0.021579137843729224,15,"[69, 51, 46, 66, 50, 7, 44, 6, 33, 19, 63, 35, 49, 8, 55]","[-0.1094056063856901, -0.10586585899961061, -0.092463847257836, 0.08625965997223989, 0.08082639232057791, 0.040184227705516794, 0.036424074950976944, -0.03319967385316372, -0.029910117621762575, 0.029830326286866923, -0.02886307091917152, -0.026870574542667173, 0.02678701061181273, -0.02543911357534832, 0.024718164766106724]",0.3185572309998861
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_07,136006,xgboost,XGBoost,1,Infilteration,0.51,0.4837058186531067,0,FN,0.23492932634798103,0.23492932634798103,0,True,0.1607577477041615,0.24877649230512566,15,"[46, 44, 69, 66, 33, 5, 51, 0, 7, 31, 25, 77, 6, 20, 50]","[-0.17816082875516506, -0.09055537626718198, -0.06398682994129819, 0.059780362361375974, -0.0436689514543734, -0.04168225325570447, -0.04132357589944288, 0.04071034249074319, 0.0391804716195837, -0.02949235494062469, -0.027192573989652198, -0.027186701242957478, -0.02571463013753256, -0.024641867778151378, 0.017715583681933753]",0.34704455600012807
2,quartile_local_10k,Quartile discretization with instance-centred sampling,True,quartile,True,10000,6.623820649745886,DISAGREE_08,136007,lightgbm,LightGBM,1,Infilteration,0.26,0.2629131365136174,1,TP,0.20307405454555658,0.20307405454555658,0,False,0.28459985080623507,0.05983908196806084,15,"[50, 7, 51, 69, 63, 46, 35, 5, 0, 33, 40, 10, 6, 53, 19]","[0.15932756087468322, -0.13015121246960715, -0.11592839569149331, -0.10870137951892246, 0.09619086574324877, -0.09400942373393438, 0.0732014306650865, 0.06219007701674426, -0.04281851763771644, -0.03701723560112188, -0.03332110894661458, -0.03145267638658387, -0.030714396212075463, 0.03006419843511121, 0.027994912897996042]",0.30810577200008993
