Test Position,True Label,XGBoost Attack Probability,LightGBM Attack Probability
47269,1,0.99944085,0.9995310705182014
36114,1,0.10494793,0.13069746402730884
26814,0,0.004178175,0.006595054656842254
53094,0,0.0052931807,0.006034823924416824
18182,0,0.20381047,0.19695933357696452
13820,0,0.009440668,0.013872400818660629
18830,1,0.98849237,0.9941403332972699
55550,0,0.11347144,0.10329520196462219
60130,1,0.9994271,0.9994351398827497
58792,1,0.9998771,0.9997257920616716
55441,0,0.052179825,0.07317564671651637
48152,1,0.9998266,0.9997936438018404
38736,0,0.0013742422,0.0013612891757677004
17481,0,0.19216198,0.03224162906644957
25,0,0.29054406,0.25715776897834614
33042,1,0.9998312,0.9996530177232558
22460,0,3.0003615e-05,6.483516078067757e-05
58693,1,0.99942774,0.9991124582719435
50024,0,0.025185894,0.0366003795677343
6408,1,0.83224744,0.8303298968849461
19842,1,0.99974936,0.9995211850656402
17881,1,0.9996853,0.9994868707210712
20771,1,0.9998561,0.9997051120974529
12268,0,0.13171357,0.1490038087228201
1543,1,0.9998977,0.9997706651919207
10519,1,0.9998977,0.9997706651919207
9507,1,0.99971217,0.9997182010072608
51778,1,0.49214214,0.4397542902411638
12604,0,0.0006754079,0.001244144887519374
28389,1,0.99985456,0.9996920640091854
34610,0,0.013751035,0.021895322277570052
49923,0,0.048279304,0.024541468790419674
41482,0,0.11138019,0.07236805634680218
17197,0,0.0005703608,0.001071495805575693
54972,0,0.003656661,0.004422600306222172
32173,1,0.9991204,0.9986078706714427
42950,1,0.9994271,0.9994351398827497
42518,1,0.99908113,0.9986393650536116
47034,0,0.0072877635,0.006014596018687022
11638,1,0.9998977,0.9997706651919207
50567,1,0.9997205,0.9997186549138283
35823,1,0.99918944,0.9989670515219883
28614,0,6.1690946e-05,9.790800036205504e-05
1124,1,0.99976546,0.9997687994179235
28106,0,0.002822908,0.0028174737690082313
36038,1,0.9993406,0.9991706284076477
8909,1,0.9998331,0.9998183366432051
35955,1,0.9994764,0.9994924641595366
20363,0,0.10849594,0.08246567676903431
1220,1,0.21932602,0.18353988854866063
37729,1,0.41782087,0.5420915680339141
49016,1,0.9998605,0.999762365904194
41094,0,4.3698183e-05,8.9377776287656e-05
36638,0,0.09492133,0.10870519214246534
28910,1,0.9992243,0.9987243230231901
35259,0,0.09372726,0.10069781818951105
18117,0,0.00090390485,0.000997648219178831
39384,1,0.9996648,0.9996970721318852
38204,0,3.7577094e-05,8.221910080783184e-05
55311,1,0.9998977,0.9997706651919207
7901,1,0.99934214,0.9990032803773983
55396,1,0.99900913,0.998964903783475
58785,0,0.030818934,0.03890157787791621
15277,1,0.9998977,0.9997706651919207
6469,1,0.998137,0.9977413677695232
28151,0,0.010060462,0.006997398045748973
19528,0,0.18960367,0.18811983589303619
27190,1,0.3949929,0.420675768901106
2506,0,2.9481902e-05,6.032435066342454e-05
10793,0,0.036589134,0.0679426602554439
9912,1,0.99943644,0.9991663387313183
11410,1,0.9998977,0.9997706651919207
882,0,0.3340905,0.3386220825327771
14312,0,0.044746168,0.055278792418091
19342,0,6.099984e-05,0.00010472136403378715
29597,0,0.0115389675,0.012637416374412954
50849,1,0.9998605,0.999762365904194
43977,1,0.9992962,0.9990032803773983
32773,1,0.9998596,0.9997051120974529
53073,0,0.009818362,0.009986928849384805
58739,0,0.1533987,0.14534129589060527
31697,1,0.999881,0.9995595144658781
15729,0,8.365591e-05,0.00015772983262580091
42424,0,0.00012103301,7.820961868357044e-05
16970,0,0.09866527,0.10563546770771534
58304,1,0.9992204,0.9990776280352136
1666,1,0.9998355,0.9996834445226686
11391,0,7.089943e-05,0.00017401204837241664
41562,1,0.99986124,0.9997051120974529
46361,1,0.9998977,0.9997706651919207
7292,1,0.99910647,0.9988732664723006
2771,1,0.9998771,0.9997257920616716
25498,1,0.999255,0.999318476362611
53469,0,4.031711e-05,6.048439703101674e-05
30431,1,0.99919206,0.9989670515219883
5686,0,0.054692205,0.045767683169498044
54048,0,0.18014887,0.05263568980339455
57953,1,0.9998977,0.9997706651919207
84,0,0.00047011764,0.0007353823574530945
43003,1,0.57281137,0.42301607869511304
2062,0,0.1310915,0.13499127218165127
38469,1,0.99895954,0.9988732664723006
38135,1,0.9994236,0.9991663643096742
48567,0,3.6910034e-05,0.0001093092304301236
3362,0,0.21702063,0.2186313330852325
2249,1,0.999549,0.9996403717768622
16902,1,0.9998977,0.9997706651919207
29223,0,0.021234643,0.024394979179344023
53596,0,0.016589638,0.011902239209588394
48526,1,0.99984455,0.9997467426972096
3310,0,0.29277414,0.2707534104497015
53691,0,0.016183212,0.017761139146872943
3002,0,0.21939789,0.3551822610471476
58776,1,0.1811423,0.16958299096779278
58838,1,0.9997863,0.9997687940656023
11482,0,0.28316438,0.20843804480215883
12354,0,0.0050569866,0.006017286320738676
59189,1,0.9998771,0.9997257920616716
18307,1,0.9998771,0.9997257920616716
19711,0,0.12487784,0.1405065015094324
11198,1,0.99969006,0.9995892740423812
13750,0,2.4085308e-05,6.41995823157945e-05
37546,1,0.9995185,0.9994516244030162
42738,0,0.020325901,0.0185474840719439
53231,1,0.99942243,0.9991968489767639
23247,1,0.99949944,0.999576713111871
24616,1,0.99984455,0.9997467426972096
19695,0,3.8966657e-05,8.707781813672874e-05
58579,0,0.09634466,0.1160394065106051
57162,0,0.053411275,0.07252709221182345
21977,1,0.13645123,0.1507808721482894
45469,1,0.9998634,0.9996920640091854
42763,1,0.9998977,0.9997706651919207
30923,0,0.117371015,0.09688023599008365
7563,1,0.31164306,0.3389933732620015
29093,1,0.99854136,0.9992358860943046
54049,0,0.009906665,0.011693358769922398
59485,0,0.000569575,0.0008590806112372175
15135,1,0.99952626,0.9996082677825092
16192,0,0.007849388,0.0059435702925890975
2078,0,4.2056156e-05,9.949533372069701e-05
58671,1,0.9990977,0.9989652203390508
26035,0,0.0031263267,0.0027191277783899515
23927,0,0.1757253,0.18818966366331005
46705,0,0.15640709,0.11280837264904076
5011,0,0.0034254198,0.0024932390075186055
49173,0,0.0013099812,0.001955340185320769
23648,1,0.99895954,0.9988732664723006
53413,0,3.2288724e-05,6.032435066342454e-05
17633,1,0.9998977,0.9997706651919207
24483,0,0.00058571214,0.00121401499867752
30610,0,0.15574662,0.12447066996717061
36510,0,0.10123066,0.09898748979486796
5211,0,0.0077613997,0.012005100522333258
32028,0,0.23586488,0.19262707127776554
35084,0,0.0004659447,0.0020854210471588043
35254,0,0.26907575,0.1483484947198953
28420,0,0.20224847,0.18584546183534945
7692,1,0.99958795,0.9994868707210712
23554,0,0.08407319,0.10087146893661056
33724,1,0.999838,0.9997791024723738
39185,0,0.0005703608,0.0011454495860522393
54653,0,0.0044816737,0.004712470429211279
49297,0,0.023581067,0.03168310542270345
293,0,2.3847635e-05,8.000326369398052e-05
37366,1,0.40799892,0.4632616689911658
43332,0,0.1876757,0.222384409689247
49734,1,0.9998771,0.9997257920616716
39884,0,0.06692616,0.09726029771483899
41823,1,0.9998771,0.9997257920616716
350,0,0.05081127,0.04134734436043895
16462,0,0.15174492,0.14190763903243098
22308,1,0.9998977,0.9997706651919207
29357,1,0.2773544,0.2204418776174545
40420,1,0.99451303,0.9806070756607603
47255,1,0.99979407,0.9997072021739232
44202,0,0.008778084,0.0074960730294018245
11398,1,0.96192914,0.9239448915606795
35985,1,0.9998977,0.9997706651919207
7914,0,4.3566033e-05,8.650921382373549e-05
2732,0,0.03370179,0.033497967535881155
58236,1,0.9998977,0.9997706651919207
58533,0,0.3786893,0.21180636620543944
35018,0,0.00885524,0.014060653798294619
19494,1,0.9998179,0.9997861514624008
39173,0,0.021926897,0.02539077926503179
54566,1,0.9994271,0.9994351398827497
31274,0,0.0015429572,0.0008537914218537301
59450,0,0.22145931,0.2092745404657665
25862,1,0.9998977,0.9997706651919207
57639,1,0.9992513,0.9996088033702623
58121,0,0.1979557,0.1931509119391288
29791,1,0.9991185,0.9993696303437379
46183,0,3.832146e-05,7.1955041901622e-05
42425,0,0.0119949225,0.01704830726636461
37709,0,0.052814607,0.08868731455228393
25261,1,0.99918944,0.9989670515219883
6334,1,0.9963021,0.9967011590413619
13830,0,0.103837565,0.101012204792541
28888,0,2.1331482e-05,5.84695111145156e-05
30759,1,0.1235144,0.10127571152735192
47322,0,0.01091627,0.01563284678055511
6308,0,0.11518234,0.12825981970733147
35543,0,0.003675057,0.004467802728363117
20382,1,0.99265105,0.9952019979275303
9256,0,0.21263872,0.20297339373585788
18009,0,0.13609006,0.15882535414175564
1400,1,0.9998977,0.9997706651919207
1665,0,0.0633539,0.07263798353736904
13428,0,2.0655387e-05,0.00011055019351977286
32491,1,0.2967141,0.26335674645122953
18836,1,0.9985726,0.9972383884976952
11449,0,0.0025387711,0.003277208109018981
43610,1,0.9994319,0.999133763838274
18134,0,0.0034139191,0.004940230892175627
37830,1,0.1579233,0.15752571228101822
50954,1,0.99977773,0.9996995436109078
4118,1,0.9998977,0.9997706651919207
26927,1,0.99896955,0.9987319343974481
21417,1,0.9998977,0.9997706651919207
50355,0,0.0013449986,0.004878086479206404
49180,0,5.503262e-05,0.0001130847703859922
40129,1,0.9998605,0.999762365904194
53874,0,0.003715868,0.00427824602596178
58912,0,0.07917274,0.09904780146447469
16894,0,0.0059779156,0.004385608677708775
60060,0,8.5485866e-05,0.00013414327631466283
37025,1,0.9998547,0.9995371370558473
7601,1,0.9995467,0.9996197191172895
23932,1,0.9997812,0.9997618738163705
2609,1,0.99852765,0.9981524582987288
18243,1,0.9991315,0.9951259049249597
51245,0,0.0042382455,0.005877775300078212
14623,1,0.99933714,0.9991706284076477
49133,0,0.15315579,0.08761766574082719
1331,1,0.6509793,0.6076640506249437
22081,0,0.0005703608,0.001071495805575693
38937,0,0.083374865,0.13155402262628724
54926,0,0.0048527243,0.008276926223631239
37464,1,0.9990269,0.9984710779800019
46415,1,0.99942017,0.999133763838274
54320,0,0.14830387,0.14394693744388196
35243,1,0.99981517,0.9995274192511919
27613,0,0.04288562,0.041729497956422654
23789,1,0.9998977,0.9997706651919207
13417,1,0.9998716,0.999687480811839
28620,0,0.24554296,0.24380470062398016
16946,1,0.9996853,0.9994868707210712
46383,1,0.9998977,0.9997706651919207
32780,1,0.999835,0.9997770191966999
41188,1,0.99684864,0.9969733279175569
10970,1,0.9993437,0.9990032803773983
8567,1,0.9969913,0.994745556699747
40421,0,0.0058460683,0.005874217713577081
37491,1,0.9992889,0.9993537550771244
27893,0,0.25089714,0.1728071008738297
6851,0,0.004015565,0.00534711772518177
27063,1,0.9996081,0.9994868707210712
19718,0,0.11150473,0.10227464112798258
5803,0,0.0015787414,0.002741464332064305
55886,0,0.12434167,0.07663767784636254
25926,0,3.2728974e-05,9.98512118643203e-05
52166,1,0.9996093,0.9994799403234459
22453,0,0.12378362,0.14387908351099216
37532,0,0.16760033,0.13244167639612814
22080,0,0.042673722,0.04617030787110983
20357,1,0.9998977,0.9997706651919207
55273,1,0.07182708,0.09059422366488222
30677,0,0.33459574,0.3351834336688316
32291,0,0.0005703608,0.0010576342989634092
21635,1,0.9998977,0.9997706651919207
18472,1,0.9990269,0.9984710779800019
57945,0,0.020545159,0.02976328031590805
40866,0,0.010187678,0.009329733235880624
36128,0,3.376819e-05,9.06818211572156e-05
25904,0,0.08700821,0.12274287653655469
49946,1,0.99943644,0.999133763838274
11623,0,0.13264364,0.14595139634596996
49392,1,0.9995011,0.9995042278544115
9406,0,0.0042778957,0.0026820407445851814
10729,0,0.004570893,0.0045234341563237385
49897,0,0.18939906,0.1890277297283257
14634,1,0.9993685,0.9991409598672374
35256,0,0.007259557,0.005642419296014896
25951,1,0.9993981,0.9991409598672374
48721,1,0.99986684,0.9997051120974529
36553,0,0.19573614,0.23210763534628914
43384,0,0.01040847,0.007306566160803908
54760,0,0.0026630482,0.00228933999738476
49759,0,0.0003987628,0.0006644989266232426
25201,0,0.0011121496,0.0007206027927046205
19108,1,0.99918944,0.9989670515219883
31831,0,4.2589025e-05,9.971649111796623e-05
32435,1,0.11376669,0.12924915864682832
24766,1,0.04186507,0.05227059291209067
26676,0,3.00882e-05,9.116663568874917e-05
32663,0,0.0926562,0.10644727550296874
15929,1,0.9998977,0.9997706651919207
30003,1,0.9992933,0.9990449277640735
29036,1,0.9990932,0.9984209795122337
34238,0,0.06361444,0.06975870059685059
27796,0,0.043226473,0.05847078320625862
58383,1,0.9998977,0.9997706651919207
119,0,0.24169548,0.20743225283066835
9336,0,0.11972774,0.11986974077314072
46394,0,0.011472587,0.01555033237051237
17488,0,0.0049572797,0.004775075298043019
14842,0,0.41562283,0.43692177697881135
30336,0,0.17720915,0.18812280891951158
6073,0,4.279613e-05,0.00010858184191316826
31605,1,0.22548284,0.18876828664102135
55606,0,8.683129e-05,0.00012362556493551887
2290,0,0.14450201,0.1539637738947376
39676,0,0.00020098232,0.00020656430529727684
31899,0,4.3180582e-05,9.012160874085949e-05
27064,0,0.05589593,0.05588850552973146
52243,1,0.99686426,0.9961530571096544
40639,0,3.1155498e-05,6.704708559257476e-05
20151,1,0.9998977,0.9997706651919207
37795,0,2.1427673e-05,6.069392326474572e-05
19052,0,0.00036294697,0.0006995830223104828
11777,0,0.00017944069,0.0007654914522109668
59011,1,0.9998443,0.9996897400500601
14018,1,0.9994319,0.999133763838274
47997,1,0.16796546,0.18644423932211945
6493,0,0.07306143,0.07348999772453586
41929,1,0.9997404,0.9997917898998927
28723,1,0.9994326,0.9994910705092298
43501,1,0.999843,0.9997051120974529
914,1,0.062152453,0.07900280734179475
34428,0,0.030457083,0.06232625313421746
9740,0,0.0017075276,0.0014229743657820366
48528,1,0.9994236,0.9991968489767639
55371,1,0.9998386,0.9997467426972096
30694,0,0.15579313,0.17007767298913007
12260,1,0.9998605,0.999762365904194
26784,0,0.11018418,0.07621246858544921
32235,1,0.9998709,0.9997051120974529
40670,1,0.99903834,0.9986677397090096
45316,0,0.18963501,0.1967283442514582
18092,1,0.999764,0.9997559554349373
39491,1,0.08234528,0.13504683403965986
41819,0,0.114829935,0.12470840798764969
17730,0,0.03673478,0.044316515939265846
20569,1,0.9998977,0.9997706651919207
676,1,0.9998605,0.999762365904194
58020,0,0.07306265,0.06120834657224225
17275,1,0.9982476,0.9977407716437071
44444,1,0.3222498,0.2273970156576431
25148,1,0.99944717,0.9993410500902323
42360,0,0.0075319204,0.0097770231008354
4197,1,0.9992287,0.9990032803773983
39161,1,0.9994271,0.9994351398827497
37899,0,2.1162918e-05,8.831509868290164e-05
8562,0,8.069346e-05,0.00015653559666954444
27378,1,0.9998977,0.9997706651919207
58485,1,0.21573707,0.20065457304363296
47122,0,0.0023241364,0.0012302512912676312
13739,1,0.9998977,0.9997706651919207
33689,1,0.999843,0.9997580325018015
48129,0,6.138251e-05,0.0001553737336418801
35105,0,0.00041388802,0.0018718044208997546
32697,1,0.9998018,0.9997272499444483
44095,0,0.010934842,0.017552037156806654
25756,1,0.9992962,0.9990032803773983
59734,1,0.9998037,0.9996333682573714
44951,1,0.23176391,0.39057883965478685
8870,0,0.0073607233,0.00966995733360251
5142,1,0.99930036,0.9990032803773983
57921,1,0.18182756,0.18990172658192386
41026,0,0.178705,0.18624620451956428
13843,1,0.9998379,0.9998186080087952
38841,0,0.013909559,0.012461321116381313
7466,0,0.0001226382,0.0001433013430309855
44726,0,0.00049543416,0.0007546238431376482
6321,1,0.9998977,0.9997706651919207
5794,0,0.084551774,0.12163470624029304
38137,1,0.17074943,0.19401045953492746
25540,0,0.00037236407,0.0005932636734111373
59434,1,0.99980825,0.9997687994179235
37697,1,0.1537501,0.16307722450041143
11157,0,0.19777769,0.19547870646588272
30879,1,0.9998977,0.9997706651919207
47049,0,0.0412796,0.04666643253689118
26671,0,0.16657051,0.1691086046393023
33522,1,0.99960595,0.9994962599415307
54885,1,0.9998977,0.9997706651919207
40585,1,0.3920435,0.4337062801091503
32456,0,0.08487413,0.07551141880741162
40965,0,0.081463255,0.09613565333621175
52683,0,0.012542918,0.014171168804350515
19747,1,0.9998605,0.999762365904194
59208,1,0.9993438,0.9991706284076477
30187,1,0.5155332,0.5591623267367937
27506,0,0.09491584,0.10252102235746247
33415,0,0.5582809,0.5448296541581553
21205,1,0.9998386,0.9997467426972096
26054,1,0.9991204,0.9988195436685856
20976,0,0.01091027,0.02078685707279188
26295,0,3.347456e-05,9.637848625835306e-05
43996,0,2.6799806e-05,6.49124534711216e-05
58245,0,0.17184444,0.16105033904607824
55965,1,0.9998605,0.999762365904194
21099,0,0.09045934,0.1095954040260111
2760,1,0.9992993,0.9992766009977558
7360,1,0.9998771,0.9997257920616716
20165,0,0.0004905685,0.0007370689431787923
45981,1,0.9998771,0.9997257920616716
24513,0,3.7160225e-05,8.269168636286704e-05
44125,1,0.2648948,0.23538007686785178
31420,1,0.9998977,0.9997706651919207
8482,0,0.22999254,0.1776070325707256
33840,1,0.99943644,0.999133763838274
45053,0,0.17163014,0.2016658920589254
40357,0,0.036195893,0.031831536493361845
14929,0,0.1715002,0.18590093885557507
41777,1,0.9998977,0.9997706651919207
12395,1,0.99981886,0.999623260838151
49330,1,0.11578259,0.12750761749904507
36557,0,0.0029132403,0.0035581757230579514
56634,0,0.00032037706,0.000813258228756441
49463,0,0.005470268,0.005874217713577081
2571,1,0.9998605,0.999762365904194
22140,0,0.19332196,0.32027951297745944
7110,1,0.9993585,0.9990045383921539
8621,0,0.23524998,0.296130417734543
2850,0,0.0012273168,0.001507389727338403
2173,0,0.040511657,0.04420762797530509
23012,0,0.18582736,0.2578983752807024
18491,1,0.99980897,0.9997741553825159
42883,1,0.9994319,0.999133763838274
28354,0,0.004825266,0.00568268219852509
16555,1,0.9998977,0.9997706651919207
56778,0,0.1454511,0.11299922415917187
10991,1,0.9997522,0.9996385021242544
7487,1,0.99903834,0.9986677397090096
9552,1,0.9998977,0.9997706651919207
25062,0,0.4068475,0.33291305911972163
33488,1,0.9994623,0.9994767837702576
59569,0,0.004387399,0.005512500510140387
22204,1,0.99982077,0.9997984243404957
37535,0,0.10234226,0.10469224002070027
43735,1,0.9993585,0.9990045383921539
53172,0,0.0009373579,0.0015588924183145148
37195,1,0.9998605,0.999762365904194
60026,1,0.9998605,0.999762365904194
44408,1,0.9998605,0.999762365904194
19657,1,0.99982244,0.9996693657074018
23294,0,0.001318639,0.0036559837256414317
51786,0,0.0003613421,0.0007645604293465577
42716,0,0.044747476,0.052372049153765046
14129,1,0.9998977,0.9997706651919207
13826,1,0.99980706,0.9997852364756491
55144,0,0.00333972,0.007457384199571255
57171,0,0.021844074,0.02960196758915138
8702,0,0.0011983647,0.0021607281553036647
45607,0,0.085255265,0.08457149588236738
49266,0,0.02573577,0.07546659779246147
45787,1,0.9993685,0.9991409598672374
7542,0,0.00075555645,0.001319278316894156
33226,1,0.99982303,0.9997861077034836
1663,0,0.015019023,0.017382971552566292
31800,0,0.091047175,0.11119936689830485
20665,0,8.81451e-05,0.00017305743257315783
6286,0,0.24054697,0.18928618396933175
46316,0,0.18363675,0.16237693730341057
55434,0,5.070735e-05,9.507382275415513e-05
5380,0,0.013002064,0.008223770167100738
50004,1,0.3334446,0.33609603703236113
48832,1,0.9998977,0.9997706651919207
39905,1,0.9998605,0.999762365904194
41486,1,0.9998771,0.9997257920616716
44707,0,0.3334446,0.33609603703236113
7113,0,0.11210324,0.10475622543249874
19097,0,0.011173599,0.012429921882600435
23746,0,4.502935e-05,0.0001464708684890315
19418,0,0.08802332,0.11999953372824054
23419,1,0.9998977,0.9997706651919207
15062,0,0.076859534,0.08957453351182397
57551,0,0.00012487726,0.0004650706523485195
18103,1,0.9998771,0.9997257920616716
15902,1,0.9965025,0.9950416558433289
16865,1,0.99946505,0.9991124582719435
4657,1,0.94648075,0.8989207702703008
23833,1,0.99943644,0.9991968489767639
59718,0,0.2291054,0.2218700805009887
46498,1,0.9998771,0.9997257920616716
59408,0,0.03488841,0.03477313154261525
5880,0,0.00018784721,0.0008185404346782327
13728,1,0.18064491,0.25475208736937144
10471,1,0.9997981,0.9997861514624008
27558,1,0.9996357,0.999387847965234
12009,0,0.13628168,0.12774918949798547
14087,0,0.021969529,0.031898187139720015
38606,0,0.025146589,0.04924322237032739
13584,0,0.07336482,0.09934957848518605
241,0,3.541267e-05,0.00010194311756074121
1102,1,0.9998641,0.9994314118841748
14911,0,0.0022838786,0.0030894072509895024
25810,1,0.99985504,0.9998102490214988
27211,0,2.6584406e-05,9.545622173527047e-05
29421,0,0.025213713,0.03345200180457989
27143,1,0.99978846,0.9998285977712437
21615,0,0.0041607996,0.007593890581422971
35332,1,0.9998771,0.9997257920616716
2756,0,0.08661172,0.09291720433563723
7807,0,7.074052e-05,0.00010928673728496165
41525,0,0.068829626,0.10054678503598329
8592,0,0.3340905,0.3296275396878654
50184,0,0.0048570577,0.009629431356221883
43644,1,0.9998605,0.999762365904194
2026,0,4.628139e-05,7.91740264258985e-05
5551,0,0.00036956373,0.0006949492824567404
23242,1,0.9998605,0.999762365904194
40261,1,0.9998386,0.9997467426972096
10120,1,0.99888605,0.998758633661683
32256,1,0.99984455,0.9997467426972096
54182,1,0.9998166,0.9997936438018404
30301,0,0.075560786,0.09044472193459685
56186,0,0.13990606,0.11746764756541898
24033,1,0.9994271,0.9994351398827497
70,0,0.007172113,0.0056678852912323005
17518,1,0.9998771,0.9997257920616716
26322,1,0.211932,0.19215354265470558
10950,0,0.13814257,0.1728295038297462
34756,1,0.999311,0.9990045383921539
27526,1,0.9991204,0.9987717942494793
11312,0,0.0017556939,0.0014926393147121466
36566,0,0.032569937,0.03924888533780215
46256,0,0.25543723,0.35254400442139705
490,0,0.007687899,0.00814677264906364
5726,1,0.9997423,0.9997361101012258
59361,1,0.9998605,0.999762365904194
52339,0,3.00615e-05,6.384470135123273e-05
27060,0,0.27487066,0.22500630032949423
381,0,0.0028445444,0.0017763259390383792
3745,0,6.759102e-05,0.00012849495229349733
17726,0,0.12388624,0.14450686995883463
38334,0,0.002362361,0.0034398657803940092
37254,0,2.0729802e-05,6.0501807752933994e-05
4483,1,0.9997937,0.9997954392275668
25195,1,0.9998977,0.9997706651919207
57644,1,0.99943644,0.9991663387313183
19670,1,0.9998605,0.999762365904194
50653,0,0.006638848,0.010117069252644061
5064,1,0.9998363,0.9997538486791594
36818,0,0.00014948193,0.00017230431415794895
6837,1,0.9998771,0.9997257920616716
49053,0,9.965683e-05,0.0001330945894108796
52242,1,0.9998771,0.9997257920616716
39757,1,0.9994319,0.999133763838274
14257,1,0.9998977,0.9997706651919207
553,0,0.13743831,0.14534129589060527
46713,0,0.13021998,0.15576807475114135
37382,0,0.20113719,0.18094575390322667
10382,0,0.017583102,0.01880845221381786
18328,0,0.11706846,0.1342981949625612
5833,1,0.9991949,0.9989670515219883
3935,1,0.997431,0.9950416558433289
28203,1,0.99986684,0.9997051120974529
14863,1,0.049315266,0.06583444609460963
58478,1,0.9998977,0.9997706651919207
59475,1,0.9993685,0.9991409598672374
37774,0,0.046880215,0.06475006753419861
4400,1,0.9996111,0.9991321598270219
29032,0,0.19705427,0.18828747777937
44793,1,0.9998977,0.9997706651919207
57952,0,0.0461088,0.04917897245546761
37728,1,0.99624074,0.9925766098688789
60001,0,0.13439137,0.1181122884746485
27267,0,0.059258852,0.010186560549091882
6644,0,0.000121963436,0.00013265331494755357
54380,0,0.0032010209,0.0031310920791220564
13429,0,0.09122297,0.12212942567916155
11224,1,0.99984074,0.9997467426972096
26773,0,0.00060036156,0.0014862810785168043
39696,1,0.9998977,0.9997706651919207
32175,1,0.9998977,0.9997706651919207
14792,0,0.091227636,0.11826243971677536
13026,1,0.99955565,0.9995281473173127
30368,1,0.9998977,0.9997706651919207
29156,1,0.9994319,0.999133763838274
38452,1,0.16487339,0.2449850335796741
7439,1,0.9998541,0.9997092720243747
47720,0,0.06390019,0.08618673111648868
10925,1,0.9998186,0.9997911055356291
43680,0,0.15071574,0.1471318448278326
50960,1,0.99975866,0.9997634037777539
58088,0,0.1284733,0.12561058013582166
34242,1,0.99958795,0.9994868707210712
