feature_hash_uint64,authorized_split,raw_0220_occurrence_count,appears_more_than_once,first_valid_timestamp,last_valid_timestamp,multiple_temporal_bins_observed
5387714272916819604,validation,3,True,2018-02-20T05:31:53,2018-02-20T11:01:29,True
5409224255782517093,train,1,False,2018-02-20T02:19:05,2018-02-20T02:19:05,False
5418487391877571007,train,5,True,2018-02-20T01:29:08,2018-02-20T12:00:40,True
5431265537392789814,train,1,False,2018-02-20T10:00:13,2018-02-20T10:00:13,False
5470265410451060725,validation,2,True,2018-02-20T08:41:21,2018-02-20T08:44:56,True
5478692867214003261,train,5,True,2018-02-20T08:49:11,2018-02-20T09:02:29,True
5528870039711653166,train,5,True,2018-02-20T10:34:01,2018-02-20T11:22:33,True
5592272464431938663,train,6,True,2018-02-20T01:32:54,2018-02-20T11:53:45,True
5641691376514010772,train,1,False,2018-02-20T01:30:11,2018-02-20T01:30:11,False
5793530955016638801,validation,1,False,2018-02-20T01:51:30,2018-02-20T01:51:30,False
5797558296444913927,train,1,False,2018-02-20T10:50:12,2018-02-20T10:50:12,False
5839339777847796508,train,1,False,2018-02-20T04:38:53,2018-02-20T04:38:53,False
5881239132553530156,train,253,True,2018-02-20T01:02:44,2018-02-20T12:59:41,True
5918738928113073155,train,1,False,2018-02-20T09:20:15,2018-02-20T09:20:15,False
5960286749058177063,train,1,False,2018-02-20T12:34:18,2018-02-20T12:34:18,False
6035622682959217781,train,1,False,2018-02-20T09:37:43,2018-02-20T09:37:43,False
6106833783430342011,train,1,False,2018-02-20T01:00:49,2018-02-20T01:00:49,False
6153218781122239868,train,2,True,2018-02-20T08:47:05,2018-02-20T08:51:52,True
6212148945881706437,train,1,False,2018-02-20T08:56:11,2018-02-20T08:56:11,False
6226002599336524554,validation,19,True,2018-02-20T01:17:09,2018-02-20T12:15:23,True
6243928934907489706,validation,1,False,2018-02-20T09:11:53,2018-02-20T09:11:53,False
6268204576169782405,train,30,True,2018-02-20T01:00:44,2018-02-20T12:53:36,True
6286382076837824304,train,8,True,2018-02-20T08:38:50,2018-02-20T08:59:00,True
6318232864046617012,train,6,True,2018-02-20T08:50:04,2018-02-20T12:06:18,True
6330909630123534186,train,1,False,2018-02-20T11:52:17,2018-02-20T11:52:17,False
6392033093996604006,train,1,False,2018-02-20T10:04:02,2018-02-20T10:04:02,False
6409476373078540313,train,3,True,2018-02-20T01:34:19,2018-02-20T11:44:40,True
6434028738409736900,train,1,False,2018-02-20T09:09:52,2018-02-20T09:09:52,False
6434519294940862189,train,36,True,2018-02-20T01:01:14,2018-02-20T12:48:47,True
6442369578752055866,train,3,True,2018-02-20T08:49:35,2018-02-20T11:40:29,True
6459095736729777102,train,1,False,2018-02-20T01:07:50,2018-02-20T01:07:50,False
6517389189739373593,train,1,False,2018-02-20T09:17:16,2018-02-20T09:17:16,False
6569897266936836271,train,2,True,2018-02-20T09:06:28,2018-02-20T11:26:50,True
6617401437633805586,validation,1,False,2018-02-20T09:44:49,2018-02-20T09:44:49,False
6690523320325743490,train,2,True,2018-02-20T10:32:52,2018-02-20T11:54:33,True
6715560259791132646,train,2,True,2018-02-20T11:58:05,2018-02-20T12:19:23,True
6738689639889627076,train,33,True,2018-02-20T01:08:27,2018-02-20T12:50:27,True
6740637683440462631,train,16,True,2018-02-20T01:47:42,2018-02-20T12:30:00,True
6793576406911968491,train,2,True,2018-02-20T08:52:14,2018-02-20T10:56:44,True
6795683445130251545,train,3,True,2018-02-20T01:19:17,2018-02-20T11:58:14,True
6799185319375161373,train,4,True,2018-02-20T09:05:15,2018-02-20T10:43:10,True
6919967017950945899,train,2,True,2018-02-20T12:46:27,2018-02-20T12:57:15,True
7037656243891739697,validation,1,False,2018-02-20T04:28:42,2018-02-20T04:28:42,False
7062076778315008682,train,5,True,2018-02-20T08:44:40,2018-02-20T11:34:12,True
7187612841880584583,train,2,True,2018-02-20T01:01:30,2018-02-20T09:42:46,True
7222730524471624711,train,3,True,2018-02-20T09:03:35,2018-02-20T10:20:13,True
7290124181665129466,train,3,True,2018-02-20T09:11:48,2018-02-20T10:19:36,True
7322849486211664184,train,101,True,2018-02-20T01:00:36,2018-02-20T12:49:21,True
7328791294676416429,train,1,False,2018-02-20T09:31:16,2018-02-20T09:31:16,False
7338478679281367222,validation,4,True,2018-02-20T01:20:12,2018-02-20T04:17:30,True
7473520636364215458,train,1,False,2018-02-20T11:37:35,2018-02-20T11:37:35,False
7479660795213977919,train,3,True,2018-02-20T10:00:57,2018-02-20T11:52:44,True
7556174651894160762,train,1,False,2018-02-20T12:11:30,2018-02-20T12:11:30,False
7573595056127339560,train,2,True,2018-02-20T09:49:17,2018-02-20T11:05:12,True
7593799140509748749,train,2,True,2018-02-20T09:35:00,2018-02-20T10:01:40,True
7639311926209515805,train,2,True,2018-02-20T10:40:39,2018-02-20T12:19:31,True
7701076096509862376,train,1,False,2018-02-20T12:21:11,2018-02-20T12:21:11,False
7723813740488918217,train,3,True,2018-02-20T10:43:47,2018-02-20T12:22:07,True
7768086856744530499,train,1,False,2018-02-20T11:14:35,2018-02-20T11:14:35,False
7847472184892538489,train,54,True,2018-02-20T01:02:09,2018-02-20T12:26:42,True
7911311491079517215,validation,1,False,2018-02-20T09:42:19,2018-02-20T09:42:19,False
7928552474850583784,train,2,True,2018-02-20T01:54:02,2018-02-20T03:12:30,True
8023077842928989636,validation,1,False,2018-02-20T11:31:04,2018-02-20T11:31:04,False
8092624937694897853,train,3,True,2018-02-20T04:51:47,2018-02-20T11:57:40,True
8161674708178706353,train,11,True,2018-02-20T01:48:59,2018-02-20T12:39:47,True
8166121055467897077,train,3,True,2018-02-20T08:34:44,2018-02-20T08:38:26,True
8168785953848301425,train,2,True,2018-02-20T10:15:10,2018-02-20T12:50:15,True
8206686650137829050,train,4,True,2018-02-20T10:14:25,2018-02-20T10:21:03,True
8227118515948119525,validation,1,False,2018-02-20T01:09:36,2018-02-20T01:09:36,False
8253378632166792853,train,1,False,2018-02-20T01:16:20,2018-02-20T01:16:20,False
8259110120231202310,train,2,True,2018-02-20T09:51:38,2018-02-20T10:23:54,True
8264196367253475250,train,2,True,2018-02-20T01:36:29,2018-02-20T12:25:35,True
8265351682815860558,train,2,True,2018-02-20T01:19:11,2018-02-20T12:01:35,True
8296452271613899741,train,1,False,2018-02-20T09:39:41,2018-02-20T09:39:41,False
8310925055160018623,train,1,False,2018-02-20T11:09:44,2018-02-20T11:09:44,False
8318731460198919412,train,1,False,2018-02-20T11:26:51,2018-02-20T11:26:51,False
8328221794802646170,train,111,True,2018-02-20T01:01:13,2018-02-20T12:57:58,True
8357218462442632677,train,1,False,2018-02-20T11:29:18,2018-02-20T11:29:18,False
8360331612581388120,train,1,False,2018-02-20T09:18:25,2018-02-20T09:18:25,False
8407167466879017542,validation,2,True,2018-02-20T09:37:49,2018-02-20T12:23:55,True
8461508548281778393,train,1,False,2018-02-20T09:03:49,2018-02-20T09:03:49,False
8478224340646288269,train,4,True,2018-02-20T09:11:08,2018-02-20T09:47:21,True
8481688678371295757,train,1,False,2018-02-20T11:39:53,2018-02-20T11:39:53,False
8530425029123091462,validation,1,False,2018-02-20T01:13:49,2018-02-20T01:13:49,False
8534931252257778331,train,29,True,2018-02-20T01:03:50,2018-02-20T12:32:34,True
8558195950742364929,train,6,True,2018-02-20T01:14:15,2018-02-20T12:14:59,True
8564350494827991726,train,1,False,2018-02-20T02:41:58,2018-02-20T02:41:58,False
8801306696686344207,validation,1,False,2018-02-20T08:38:40,2018-02-20T08:38:40,False
8818095019096745805,train,3,True,2018-02-20T02:53:57,2018-02-20T10:12:00,True
8898551819665459997,train,2,True,2018-02-20T03:59:44,2018-02-20T10:08:44,True
8946008880017578588,validation,2,True,2018-02-20T11:31:22,2018-02-20T12:22:10,True
8952602078461987531,train,1,False,2018-02-20T11:54:16,2018-02-20T11:54:16,False
8953722654624152247,train,2,True,2018-02-20T09:40:24,2018-02-20T10:14:15,True
8975143256747678751,train,1,False,2018-02-20T01:32:13,2018-02-20T01:32:13,False
9014347910758553606,train,1,False,2018-02-20T08:42:16,2018-02-20T08:42:16,False
9073068361062164294,train,1,False,2018-02-20T01:41:36,2018-02-20T01:41:36,False
9081522934842635461,train,1,False,2018-02-20T04:57:53,2018-02-20T04:57:53,False
9085762357482851472,train,1,False,2018-02-20T09:49:44,2018-02-20T09:49:44,False
9109076713493183682,train,1,False,2018-02-20T10:46:23,2018-02-20T10:46:23,False
9159746663714213993,train,4,True,2018-02-20T08:41:37,2018-02-20T12:48:40,True
9192407546188028618,train,2,True,2018-02-20T11:00:46,2018-02-20T11:45:41,True
9194474506749056068,train,1,False,2018-02-20T12:38:18,2018-02-20T12:38:18,False
9203196391196665942,validation,1,False,2018-02-20T02:35:18,2018-02-20T02:35:18,False
9255280029528995740,validation,2,True,2018-02-20T01:19:30,2018-02-20T04:36:24,True
9317884910649245652,train,2,True,2018-02-20T03:52:03,2018-02-20T03:52:07,True
9347006039093919342,train,7,True,2018-02-20T02:39:22,2018-02-20T10:27:56,True
9375128977033264948,train,1,False,2018-02-20T09:36:05,2018-02-20T09:36:05,False
9397621251659151061,train,2,True,2018-02-20T10:59:44,2018-02-20T12:29:50,True
9426658741787677614,train,3,True,2018-02-20T02:21:35,2018-02-20T03:50:13,True
9452025172066421377,train,1,False,2018-02-20T03:16:35,2018-02-20T03:16:35,False
9548166146323941461,train,1,False,2018-02-20T11:53:31,2018-02-20T11:53:31,False
9589174254371263999,validation,3,True,2018-02-20T08:31:11,2018-02-20T10:52:56,True
9597656417302955999,train,1,False,2018-02-20T03:31:17,2018-02-20T03:31:17,False
9612527582422853272,train,1,False,2018-02-20T11:41:58,2018-02-20T11:41:58,False
9647259520634493540,train,1,False,2018-02-20T10:56:03,2018-02-20T10:56:03,False
9653261274003272351,train,1,False,2018-02-20T08:37:22,2018-02-20T08:37:22,False
9763343911093645063,train,1,False,2018-02-20T01:45:51,2018-02-20T01:45:51,False
9770299614888330565,train,1,False,2018-02-20T09:33:09,2018-02-20T09:33:09,False
9811484308390529287,train,1,False,2018-02-20T03:17:51,2018-02-20T03:17:51,False
9816714665417432196,train,1,False,2018-02-20T03:19:33,2018-02-20T03:19:33,False
9844678799272992785,validation,1,False,2018-02-20T09:19:02,2018-02-20T09:19:02,False
9854145718322379317,train,1,False,2018-02-20T10:44:44,2018-02-20T10:44:44,False
9941764332744672276,train,1,False,2018-02-20T09:16:36,2018-02-20T09:16:36,False
9949202311624349957,train,2,True,2018-02-20T01:40:46,2018-02-20T05:22:26,True
10000213894118018660,train,752,True,2018-02-20T01:02:57,2018-02-20T12:59:29,True
10003511922478226459,train,44,True,2018-02-20T01:06:59,2018-02-20T12:53:31,True
10019490482641554354,train,1,False,2018-02-20T12:37:50,2018-02-20T12:37:50,False
10081382356980329279,train,1,False,2018-02-20T09:08:26,2018-02-20T09:08:26,False
10096005155868714681,train,1,False,2018-02-20T02:52:09,2018-02-20T02:52:09,False
10100651114653739435,train,9,True,2018-02-20T02:14:06,2018-02-20T12:57:22,True
10118631668871322409,train,3,True,2018-02-20T01:34:25,2018-02-20T11:52:17,True
10174074467615539778,train,2,True,2018-02-20T01:56:56,2018-02-20T02:16:32,True
10184812349586751956,validation,1,False,2018-02-20T12:36:41,2018-02-20T12:36:41,False
10218101879388143037,train,1,False,2018-02-20T10:32:40,2018-02-20T10:32:40,False
10355238945429252070,train,1,False,2018-02-20T09:30:51,2018-02-20T09:30:51,False
10392464344225860595,train,1,False,2018-02-20T10:14:39,2018-02-20T10:14:39,False
10451232426851318985,train,16,True,2018-02-20T01:01:34,2018-02-20T12:36:28,True
10478121998874800228,train,4,True,2018-02-20T01:19:53,2018-02-20T12:09:31,True
10540889904540522376,train,28,True,2018-02-20T01:21:21,2018-02-20T12:50:51,True
10579755416790520958,train,3,True,2018-02-20T08:52:34,2018-02-20T10:47:11,True
10647477686135889419,train,39,True,2018-02-20T01:05:11,2018-02-20T12:58:52,True
10840493481117717677,train,1,False,2018-02-20T12:50:19,2018-02-20T12:50:19,False
10975752035937449697,train,3,True,2018-02-20T01:00:58,2018-02-20T09:46:21,True
11017695387435500470,train,1,False,2018-02-20T04:48:14,2018-02-20T04:48:14,False
11133030757140212597,train,1,False,2018-02-20T01:39:04,2018-02-20T01:39:04,False
11163514590710214957,train,2,True,2018-02-20T03:35:21,2018-02-20T03:55:00,True
11240727330733298369,train,156,True,2018-02-20T01:16:53,2018-02-20T12:59:07,True
11348891893818538210,validation,1,False,2018-02-20T10:10:50,2018-02-20T10:10:50,False
11355536385549611918,train,1,False,2018-02-20T03:00:31,2018-02-20T03:00:31,False
11390299207392090416,train,1,False,2018-02-20T11:46:01,2018-02-20T11:46:01,False
11411686908888680288,train,1,False,2018-02-20T01:26:36,2018-02-20T01:26:36,False
11460861639952766204,train,3,True,2018-02-20T10:18:22,2018-02-20T11:21:23,True
11468573589615114317,train,1,False,2018-02-20T10:47:29,2018-02-20T10:47:29,False
11528788624190741999,validation,1,False,2018-02-20T11:51:14,2018-02-20T11:51:14,False
11555566629985797970,train,3,True,2018-02-20T03:42:22,2018-02-20T11:58:11,True
11587709784947443155,validation,2,True,2018-02-20T08:53:32,2018-02-20T11:42:35,True
11591647091503416778,validation,1,False,2018-02-20T10:01:03,2018-02-20T10:01:03,False
11658551416753468780,train,2,True,2018-02-20T09:29:43,2018-02-20T10:33:27,True
11687646249619419747,train,1,False,2018-02-20T10:37:28,2018-02-20T10:37:28,False
11737254853850879738,train,1,False,2018-02-20T03:00:51,2018-02-20T03:00:51,False
11753740400242778981,train,3,True,2018-02-20T02:46:43,2018-02-20T11:33:14,True
11850237896390627408,train,2,True,2018-02-20T11:33:11,2018-02-20T11:47:05,True
11891497216420274682,train,6,True,2018-02-20T01:30:10,2018-02-20T12:24:21,True
11946135495991269368,train,4,True,2018-02-20T02:10:51,2018-02-20T12:25:27,True
11961317930251841597,validation,1,False,2018-02-20T05:22:42,2018-02-20T05:22:42,False
11972338478059112711,train,6,True,2018-02-20T01:19:02,2018-02-20T04:48:20,True
12025250889873542855,train,2,True,2018-02-20T01:19:47,2018-02-20T10:32:12,True
12087349710649959980,train,4,True,2018-02-20T02:18:05,2018-02-20T04:36:06,True
12149773919111892504,train,10,True,2018-02-20T01:53:21,2018-02-20T11:43:59,True
12240088382025571543,train,2314,True,2018-02-20T01:00:32,2018-02-20T12:59:45,True
12272308699433099413,train,3,True,2018-02-20T09:40:06,2018-02-20T10:30:54,True
12278597180705675404,train,268,True,2018-02-20T01:01:14,2018-02-20T12:54:40,True
12399681312238085403,train,9,True,2018-02-20T02:14:38,2018-02-20T10:11:07,True
12409951777506264432,train,1,False,2018-02-20T09:57:17,2018-02-20T09:57:17,False
12448056327314998926,validation,1,False,2018-02-20T02:36:59,2018-02-20T02:36:59,False
12448117399685456037,train,3,True,2018-02-20T01:27:42,2018-02-20T02:21:28,True
