condition_index,batch_size,iteration_index,elapsed_ns,elapsed_seconds,flows,flows_per_second,image_output_bytes,padding_mask_output_bytes,total_output_bytes
3,256,27,19390747,0.019390747,256,13202.173180847545,4194304,4194304,8388608
3,256,28,17982187,0.017982187,256,14236.31063340627,4194304,4194304,8388608
3,256,29,20239471,0.020239471,256,12648.55193102626,4194304,4194304,8388608
3,256,30,17536438,0.017536438,256,14598.175524584865,4194304,4194304,8388608
3,256,31,19931058,0.019931058,256,12844.27550208323,4194304,4194304,8388608
3,256,32,18019829,0.018019829,256,14206.572104541057,4194304,4194304,8388608
3,256,33,21105633,0.021105633,256,12129.463257510448,4194304,4194304,8388608
3,256,34,18611800,0.0186118,256,13754.714750856981,4194304,4194304,8388608
3,256,35,21331208,0.021331208,256,12001.195619113554,4194304,4194304,8388608
3,256,36,17646517,0.017646517,256,14507.112083364666,4194304,4194304,8388608
3,256,37,19118453,0.019118453,256,13390.204740937983,4194304,4194304,8388608
3,256,38,17687390,0.01768739,256,14473.588245637146,4194304,4194304,8388608
3,256,39,19980662,0.019980662,256,12812.388298245574,4194304,4194304,8388608
3,256,40,19376601,0.019376601,256,13211.811503988754,4194304,4194304,8388608
3,256,41,27138988,0.027138988,256,9432.923585802095,4194304,4194304,8388608
3,256,42,22765142,0.022765142,256,11245.262603677149,4194304,4194304,8388608
3,256,43,19015116,0.019015116,256,13462.973352358198,4194304,4194304,8388608
3,256,44,17484420,0.01748442,256,14641.606641798813,4194304,4194304,8388608
3,256,45,19689364,0.019689364,256,13001.94358741095,4194304,4194304,8388608
3,256,46,21992871,0.021992871,256,11640.135569385187,4194304,4194304,8388608
3,256,47,29382183,0.029382183,256,8712.763105450675,4194304,4194304,8388608
3,256,48,19710672,0.019710672,256,12987.887982713122,4194304,4194304,8388608
3,256,49,20017840,0.02001784,256,12788.592575422725,4194304,4194304,8388608
3,256,50,18504028,0.018504028,256,13834.825585002358,4194304,4194304,8388608
3,256,51,19955479,0.019955479,256,12828.55700933062,4194304,4194304,8388608
3,256,52,17212865,0.017212865,256,14872.596746677556,4194304,4194304,8388608
3,256,53,21745271,0.021745271,256,11772.674619690875,4194304,4194304,8388608
3,256,54,19146538,0.019146538,256,13370.563388535305,4194304,4194304,8388608
3,256,55,21072222,0.021072222,256,12148.695092525126,4194304,4194304,8388608
3,256,56,18151651,0.018151651,256,14103.400291246233,4194304,4194304,8388608
3,256,57,19669589,0.019669589,256,13015.015209519628,4194304,4194304,8388608
3,256,58,18296926,0.018296926,256,13991.421291204872,4194304,4194304,8388608
3,256,59,19052480,0.01905248,256,13436.570987084096,4194304,4194304,8388608
3,256,60,17481974,0.017481974,256,14643.655230238874,4194304,4194304,8388608
3,256,61,18954070,0.01895407,256,13506.333995811981,4194304,4194304,8388608
3,256,62,17072859,0.017072859,256,14994.559493521267,4194304,4194304,8388608
3,256,63,19450892,0.019450892,256,13161.350132425803,4194304,4194304,8388608
3,256,64,17045356,0.017045356,256,15018.753495086872,4194304,4194304,8388608
3,256,65,20845562,0.020845562,256,12280.79147014602,4194304,4194304,8388608
3,256,66,17142708,0.017142708,256,14933.463254463648,4194304,4194304,8388608
3,256,67,19267626,0.019267626,256,13286.535663501047,4194304,4194304,8388608
3,256,68,17074510,0.01707451,256,14993.109611930298,4194304,4194304,8388608
3,256,69,20575861,0.020575861,256,12441.763676377868,4194304,4194304,8388608
3,256,70,17199609,0.017199609,256,14884.05928297556,4194304,4194304,8388608
3,256,71,19755452,0.019755452,256,12958.448128648233,4194304,4194304,8388608
3,256,72,17618987,0.017618987,256,14529.779720025903,4194304,4194304,8388608
3,256,73,19846489,0.019846489,256,12899.006972971392,4194304,4194304,8388608
3,256,74,17009350,0.01700935,256,15050.545729260672,4194304,4194304,8388608
3,256,75,20819953,0.020819953,256,12295.897113696656,4194304,4194304,8388608
3,256,76,16920068,0.016920068,256,15129.962834664731,4194304,4194304,8388608
3,256,77,20306352,0.020306352,256,12606.892660976231,4194304,4194304,8388608
3,256,78,17415295,0.017415295,256,14699.722284348327,4194304,4194304,8388608
3,256,79,19793231,0.019793231,256,12933.714561306337,4194304,4194304,8388608
3,256,80,17431012,0.017431012,256,14686.468003119957,4194304,4194304,8388608
3,256,81,19457146,0.019457146,256,13157.119754356572,4194304,4194304,8388608
3,256,82,17169974,0.017169974,256,14909.748844115897,4194304,4194304,8388608
3,256,83,19305507,0.019305507,256,13260.465006176735,4194304,4194304,8388608
3,256,84,19169925,0.019169925,256,13354.251516372651,4194304,4194304,8388608
3,256,85,19054530,0.01905453,256,13435.125400626517,4194304,4194304,8388608
3,256,86,17648844,0.017648844,256,14505.199320703385,4194304,4194304,8388608
3,256,87,19059551,0.019059551,256,13431.58608510767,4194304,4194304,8388608
3,256,88,17567343,0.017567343,256,14572.493973619119,4194304,4194304,8388608
3,256,89,19169391,0.019169391,256,13354.62352455537,4194304,4194304,8388608
3,256,90,17300122,0.017300122,256,14797.583508370633,4194304,4194304,8388608
3,256,91,21906604,0.021906604,256,11685.973782152632,4194304,4194304,8388608
3,256,92,17217631,0.017217631,256,14868.47987391529,4194304,4194304,8388608
3,256,93,19490123,0.019490123,256,13134.858102229524,4194304,4194304,8388608
3,256,94,18462282,0.018462282,256,13866.108209158543,4194304,4194304,8388608
3,256,95,19677685,0.019677685,256,13009.660435157895,4194304,4194304,8388608
3,256,96,18119454,0.018119454,256,14128.461045239,4194304,4194304,8388608
3,256,97,20291966,0.020291966,256,12615.830324178543,4194304,4194304,8388608
3,256,98,17407104,0.017407104,256,14706.639312317546,4194304,4194304,8388608
3,256,99,19796155,0.019796155,256,12931.804181165484,4194304,4194304,8388608
3,256,100,17000551,0.017000551,256,15058.335462185903,4194304,4194304,8388608
4,1024,1,87356843,0.087356843,1024,11722.035330420536,16777216,16777216,33554432
4,1024,2,78948491,0.078948491,1024,12970.482235056274,16777216,16777216,33554432
4,1024,3,86032564,0.086032564,1024,11902.469860133426,16777216,16777216,33554432
4,1024,4,78072666,0.078072666,1024,13115.98607379438,16777216,16777216,33554432
4,1024,5,87279036,0.087279036,1024,11732.485221307898,16777216,16777216,33554432
4,1024,6,86548685,0.086548685,1024,11831.491142817478,16777216,16777216,33554432
4,1024,7,98737253,0.098737253,1024,10370.95897330666,16777216,16777216,33554432
4,1024,8,81405238,0.081405238,1024,12579.043132335046,16777216,16777216,33554432
4,1024,9,87124017,0.087124017,1024,11753.36072945305,16777216,16777216,33554432
4,1024,10,81579720,0.08157972,1024,12552.13918361083,16777216,16777216,33554432
4,1024,11,97746225,0.097746225,1024,10476.107900842206,16777216,16777216,33554432
4,1024,12,83403425,0.083403425,1024,12277.67324903024,16777216,16777216,33554432
4,1024,13,101480549,0.101480549,1024,10090.603668295093,16777216,16777216,33554432
4,1024,14,82891489,0.082891489,1024,12353.499887063193,16777216,16777216,33554432
4,1024,15,98289909,0.098289909,1024,10418.16001681312,16777216,16777216,33554432
4,1024,16,82864296,0.082864296,1024,12357.55384924769,16777216,16777216,33554432
4,1024,17,90088489,0.090088489,1024,11366.602008387554,16777216,16777216,33554432
4,1024,18,81351062,0.081351062,1024,12587.42018635233,16777216,16777216,33554432
4,1024,19,92094160,0.09209416,1024,11119.054671870617,16777216,16777216,33554432
4,1024,20,98538073,0.098538073,1024,10391.922318188625,16777216,16777216,33554432
4,1024,21,131604182,0.131604182,1024,7780.9077526123,16777216,16777216,33554432
4,1024,22,87998556,0.087998556,1024,11636.554581645634,16777216,16777216,33554432
4,1024,23,91565217,0.091565217,1024,11183.285897744336,16777216,16777216,33554432
4,1024,24,83390539,0.083390539,1024,12279.570467820096,16777216,16777216,33554432
4,1024,25,92169072,0.092169072,1024,11110.01746876653,16777216,16777216,33554432
4,1024,26,78981306,0.078981306,1024,12965.093284226017,16777216,16777216,33554432
4,1024,27,93090450,0.09309045,1024,11000.054248314407,16777216,16777216,33554432
4,1024,28,86397065,0.086397065,1024,11852.25447183883,16777216,16777216,33554432
4,1024,29,96633816,0.096633816,1024,10596.704573893678,16777216,16777216,33554432
4,1024,30,81933385,0.081933385,1024,12497.957944737667,16777216,16777216,33554432
4,1024,31,105951149,0.105951149,1024,9664.831478137156,16777216,16777216,33554432
4,1024,32,94412563,0.094412563,1024,10846.01421105367,16777216,16777216,33554432
4,1024,33,96167498,0.096167498,1024,10648.088192956835,16777216,16777216,33554432
4,1024,34,78327891,0.078327891,1024,13073.248710347634,16777216,16777216,33554432
4,1024,35,93106730,0.09310673,1024,10998.130854772797,16777216,16777216,33554432
4,1024,36,79800357,0.079800357,1024,12832.02279408349,16777216,16777216,33554432
4,1024,37,99085320,0.09908532,1024,10334.527859424585,16777216,16777216,33554432
4,1024,38,80592272,0.080592272,1024,12705.93289639483,16777216,16777216,33554432
4,1024,39,91413601,0.091413601,1024,11201.834177826559,16777216,16777216,33554432
4,1024,40,85694961,0.085694961,1024,11949.360709785491,16777216,16777216,33554432
4,1024,41,113746665,0.113746665,1024,9002.461742504714,16777216,16777216,33554432
4,1024,42,86661453,0.086661453,1024,11816.095444418639,16777216,16777216,33554432
4,1024,43,85484586,0.085484586,1024,11978.76772778662,16777216,16777216,33554432
4,1024,44,79826248,0.079826248,1024,12827.860830938715,16777216,16777216,33554432
4,1024,45,90934462,0.090934462,1024,11260.857297423721,16777216,16777216,33554432
4,1024,46,85178182,0.085178182,1024,12021.857897835856,16777216,16777216,33554432
4,1024,47,90878798,0.090878798,1024,11267.754663744563,16777216,16777216,33554432
4,1024,48,78491940,0.07849194,1024,13045.925479737156,16777216,16777216,33554432
4,1024,49,85232255,0.085232255,1024,12014.230997408198,16777216,16777216,33554432
4,1024,50,79720241,0.079720241,1024,12844.918519501214,16777216,16777216,33554432
5,8192,1,791159015,0.791159015,8192,10354.429191456537,134217728,134217728,268435456
5,8192,2,822250176,0.822250176,8192,9962.904526030772,134217728,134217728,268435456
5,8192,3,788911985,0.788911985,8192,10383.921344533763,134217728,134217728,268435456
5,8192,4,790934345,0.790934345,8192,10357.370433825325,134217728,134217728,268435456
5,8192,5,787137032,0.787137032,8192,10407.336546198732,134217728,134217728,268435456
5,8192,6,824629792,0.824629792,8192,9934.15479221493,134217728,134217728,268435456
5,8192,7,795044714,0.795044714,8192,10303.82298724396,134217728,134217728,268435456
5,8192,8,819581373,0.819581373,8192,9995.34673416742,134217728,134217728,268435456
5,8192,9,836954889,0.836954889,8192,9787.86325005863,134217728,134217728,268435456
5,8192,10,848706491,0.848706491,8192,9652.335744890634,134217728,134217728,268435456
5,8192,11,785205046,0.785205046,8192,10432.94365176558,134217728,134217728,268435456
5,8192,12,809405132,0.809405132,8192,10121.01316896518,134217728,134217728,268435456
5,8192,13,906110459,0.906110459,8192,9040.840350789947,134217728,134217728,268435456
5,8192,14,807026683,0.807026683,8192,10150.841567651116,134217728,134217728,268435456
5,8192,15,805696819,0.805696819,8192,10167.596305230045,134217728,134217728,268435456
5,8192,16,795161610,0.79516161,8192,10302.308231404682,134217728,134217728,268435456
5,8192,17,824839876,0.824839876,8192,9931.624595705167,134217728,134217728,268435456
5,8192,18,845086884,0.845086884,8192,9693.677839638558,134217728,134217728,268435456
5,8192,19,845798647,0.845798647,8192,9685.520341107853,134217728,134217728,268435456
5,8192,20,841015852,0.841015852,8192,9740.601179536388,134217728,134217728,268435456
