feature_index,feature_name,training_raw_mean,training_raw_std,training_raw_minimum,training_raw_maximum,training_scaled_mean,training_scaled_std,training_scaled_maximum_absolute,validation_raw_mean,validation_raw_std,validation_scaled_mean,validation_scaled_std,validation_scaled_maximum_absolute
30,Bwd IAT Min,784414.463416211,7347232.863528511,0.0,119464319.0,1.3810108612233307e-09,1.0,16.15300750732422,786991.8565349544,7233458.149212313,0.00035079970257356763,0.9845146536827087,16.225915908813477
31,Fwd PSH Flags,0.039434725831684836,0.1946268949304404,0.0,1.0,-1.4401970283017818e-08,1.0,4.935419082641602,0.041654552662878284,0.19979852578368487,0.011405535973608494,1.0265719890594482,4.935419082641602
32,Fwd URG Flags,0.0006594003335789923,0.025670323815235915,0.0,1.0,-2.268803589444701e-09,0.9999998807907104,38.92980194091797,0.0008986388264834148,0.029963832777916637,0.009319648146629333,1.1672557592391968,38.92980194091797
33,Fwd Header Len,1426.6717867163156,35553.4169867087,0.0,1942080.0,9.86436377026223e-10,1.0,54.58415603637695,1657.2106250825955,37579.43797522179,0.006484294310212135,1.0569852590560913,33.46843719482422
34,Bwd Header Len,126.97229225657138,1914.2718361979144,0.0,527112.0,-3.9457453970825895e-10,1.0,275.2926940917969,135.21279238800054,2531.4298460168393,0.004304769914597273,1.32239830493927,225.79083251953125
35,Fwd Pkts/s,22317.03017094911,183767.53938894955,0.0166691137,3000000.0,-7.891490794165179e-10,1.0,16.20353126525879,23637.4229543259,191226.75643142103,0.007185125257819891,1.040590524673462,16.20353126525879
36,Bwd Pkts/s,4646.644383486807,44269.4613178707,0.0,2000000.0,-1.972872754052446e-09,1.0,45.072906494140625,4511.8225279690005,43691.78508667613,-0.0030454841908067465,0.9869508743286133,45.072906494140625
37,Pkt Len Min,10.107074977696753,38.927151896325604,0.0,788.0,1.0850799370132336e-08,1.0,19.983299255371094,10.16051275274217,40.348895409972236,0.0013727751793339849,1.0365232229232788,31.389219284057617
38,Pkt Len Max,501.62229936775145,545.7237164358742,0.0,64440.0,-3.551170690840877e-09,1.0,117.16254425048828,513.5310426853442,535.3853147896978,0.021821925416588783,0.9810556173324585,62.057735443115234
39,Pkt Len Mean,96.43271783538941,106.30523303307834,0.0,3326.9937254902,3.1565963176660716e-09,1.0,30.389482498168945,99.25675752835859,109.99122562115372,0.026565389707684517,1.0346736907958984,20.728893280029297
40,Pkt Len Std,162.92083250365536,168.52252120196846,0.0,10579.8091239129,5.129468849673913e-09,1.0,61.81303405761719,166.92259023516564,169.14171745564136,0.023746134713292122,1.0036741495132446,31.486839294433594
41,Pkt Len Var,54943.03781437398,299701.9341257195,0.0,111932361.098431,8.384709038189442e-10,1.0,373.2956237792969,56472.071712969155,172842.8911113178,0.00510184932500124,0.5767159461975098,99.62162017822266
42,FIN Flag Cnt,0.0033034663770476966,0.057380776283903756,0.0,1.0,-4.7348942544545025e-09,1.0000001192092896,17.369869232177734,0.003092374785251751,0.055523076314621556,-0.003678790992125869,0.967625081539154,17.369869232177734
43,SYN Flag Cnt,0.039434725831684836,0.1946268949304404,0.0,1.0,-1.4401970283017818e-08,1.0,4.935419082641602,0.041654552662878284,0.19979852578368487,0.011405535973608494,1.0265719890594482,4.935419082641602
44,RST Flag Cnt,0.2664753112757457,0.44211561808676264,0.0,1.0,4.340319659235092e-09,1.0,1.6591241359710693,0.2730011893749174,0.4455014477808102,0.014760573394596577,1.0076582431793213,1.6591241359710693
45,PSH Flag Cnt,0.4909623366044762,0.49991831396774133,0.0,1.0,-7.891491016209784e-09,1.0,1.0182416439056396,0.5033170344918726,0.49998899716111733,0.0247134268283844,1.0001413822174072,1.0182416439056396
46,ACK Flag Cnt,0.2999754341052196,0.4582468472762302,0.0,1.0,-1.2231810231355666e-08,1.0,1.5276145935058594,0.29152900753270783,0.45446655025392374,-0.01843205653131008,0.9917505383491516,1.5276145935058594
47,URG Flag Cnt,0.03198738088773386,0.17596644098144654,0.0,1.0,-2.7817504744120924e-08,1.0,5.501120567321777,0.03258887273688384,0.1775579852065883,0.003418190637603402,1.0090445280075073,5.501120567321777
48,CWE Flag Count,0.0006594003335789923,0.025670323815235915,0.0,1.0,-2.268803589444701e-09,0.9999998807907104,38.92980194091797,0.0008986388264834148,0.029963832777916637,0.009319648146629333,1.1672557592391968,38.92980194091797
49,ECE Flag Cnt,0.2664753112757457,0.44211561808676264,0.0,1.0,4.340319659235092e-09,1.0,1.6591241359710693,0.2730011893749174,0.4455014477808102,0.014760573394596577,1.0076582431793213,1.6591241359710693
50,Down/Up Ratio,0.4668295773373156,1.0221146458105321,0.0,224.0,-1.2429097751009976e-08,1.0,218.69676208496094,0.46507202325888725,0.7570224108878182,-0.0017195397522300482,0.740643322467804,78.79074096679688
51,Pkt Size Avg,109.73662270603796,112.63584593294168,0.0,3328.2989407611,-3.945745508104892e-09,1.0,28.57493782043457,112.76391229275124,116.6078467367132,0.02687678299844265,1.0352641344070435,19.451208114624023
52,Fwd Seg Size Avg,78.7868212525401,90.45134968259171,0.0,16529.3138401559,-1.2231810231355666e-08,1.0,181.87155151367188,80.64990345691834,90.31372689030513,0.020597606897354126,0.9984785318374634,90.39298248291016
53,Bwd Seg Size Avg,123.60636992256975,161.22510284790093,0.0,1955.963636,-2.3674471272272513e-09,1.0,11.36521053314209,126.7115255526116,166.43538879734197,0.019259748980402946,1.0323169231414795,10.566505432128906
54,Subflow Fwd Pkts,168.2084351525025,4443.226059105501,1.0,242760.0,1.1837235636136256e-09,1.0,54.598121643066406,196.01464252676092,4694.118573820883,0.0062581137754023075,1.0564662218093872,33.477882385253906
55,Subflow Fwd Byts,5901.285850044606,146684.77694760077,0.0,8737314.0,-1.3810108612233307e-09,1.0,59.52500915527344,6905.36178141932,156612.56428236587,0.006845125462859869,1.067681074142456,58.37511444091797
56,Subflow Bwd Pkts,5.791720000517177,95.75937096476748,0.0,26355.0,-1.9728726985412948e-10,0.9999998807907104,275.1606140136719,6.186441125941588,126.43229167451847,0.00412201089784503,1.3203123807907104,225.68243408203125
57,Subflow Bwd Byts,3265.0930465588353,135718.7063548652,0.0,38392354.0,3.9457453970825895e-10,0.9999998807907104,282.8577575683594,3752.5734372935112,181736.0886358607,0.003591843880712986,1.3390644788742065,231.80560302734375
58,Init Fwd Win Byts,14468.132099866827,22124.921332031245,-1.0,65535.0,-6.7077672305515534e-09,1.0,2.308115243911743,14435.742698559536,22131.82827305686,-0.001463939668610692,1.0003122091293335,2.308115243911743
59,Init Bwd Win Byts,9436.640213076813,20223.893658928402,-1.0,65535.0,-1.7755853454204384e-09,1.0,2.7738654613494873,9732.550892031188,20473.519891666256,0.014631734229624271,1.0123430490493774,2.7738654613494873
60,Fwd Act Data Pkts,164.33082502618208,4443.149090544048,0.0,242759.0,-3.9457453970825895e-10,1.0,54.59971237182617,191.8194793180917,4693.809349506662,0.006186752114444971,1.0564149618148804,33.47910690307617
61,Fwd Seg Size Min,19.715888962155592,7.898130998478761,0.0,48.0,-6.313192635332143e-09,1.0,3.5811145305633545,19.806105457909343,7.892152651045454,0.011422505602240562,0.9992430210113525,3.5811145305633545
62,Active Mean,313469.5919840391,3082998.9178194148,0.0,111992358.0,2.268803589444701e-09,1.0,36.2241096496582,316309.3439391103,3010622.0710118813,0.0009211035212501884,0.9765238761901855,26.463367462158203
63,Active Std,134307.03193479634,1790249.4296104286,0.0,67898659.406766,-3.9457453970825895e-10,0.9999999403953552,37.851905822753906,136938.84379249177,1809128.3124359958,0.0014700799947604537,1.0105454921722412,30.53523826599121
64,Active Max,440000.40474897536,4036807.770287353,0.0,111992358.0,-6.905054306116654e-10,1.0,27.633804321289062,447203.9085502841,3992966.621344145,0.0017844551475718617,0.9891396164894104,20.278398513793945
65,Active Min,220851.30485628953,2616304.0995749934,0.0,111992358.0,-2.6633781846641114e-09,1.0,42.72114562988281,222423.51111404784,2543609.5864589945,0.0006009232602082193,0.9722147583961487,31.219287872314453
66,Idle Mean,5330396.619280284,16034187.117449457,0.0,119982384.0,2.032058787904134e-08,0.9999999403953552,7.150470733642578,5271355.808216159,15807281.525590695,-0.003682163078337908,0.9858486652374268,7.151569366455078
67,Idle Std,401660.5830276821,2610301.778295599,0.0,69100000.0,-1.0258937699347825e-08,1.0,26.318159103393555,429334.4299460192,2695784.9689721363,0.010601768270134926,1.0327484607696533,17.54522705078125
68,Idle Max,5829457.7206082,16888184.502416827,0.0,119982384.0,2.0616520046701226e-08,1.0,6.759336948394775,5807179.805233249,16734161.962826312,-0.0013191222678869963,0.9908798933029175,6.760379791259766
69,Idle Min,4970998.783697297,15799942.164174644,0.0,119982384.0,-1.1837236080225466e-08,1.0,7.279228210449219,4882530.898268798,15554798.551661262,-0.005599264055490494,0.9844845533370972,7.280343055725098
