source_file,raw_dataframe_index,feature_hash_uint64,authorized_split,raw_timestamp,parsed_timestamp
03-01-2018.csv,521,8976581661802241510,train,01/03/2018 08:26:28,2018-03-01 08:26:28
03-01-2018.csv,525,12353608639102665481,train,01/03/2018 08:26:34,2018-03-01 08:26:34
03-01-2018.csv,528,16883488630568143112,train,01/03/2018 08:26:39,2018-03-01 08:26:39
03-01-2018.csv,533,17043331200399726977,validation,01/03/2018 08:28:05,2018-03-01 08:28:05
03-01-2018.csv,534,14484461274144414195,train,01/03/2018 08:28:06,2018-03-01 08:28:06
03-01-2018.csv,545,4417008202671634603,validation,01/03/2018 08:26:17,2018-03-01 08:26:17
03-01-2018.csv,558,15444404544907086944,train,01/03/2018 08:26:43,2018-03-01 08:26:43
03-01-2018.csv,575,5055879931262224059,train,01/03/2018 08:29:19,2018-03-01 08:29:19
03-01-2018.csv,584,17261532333099527725,validation,01/03/2018 08:26:32,2018-03-01 08:26:32
03-01-2018.csv,585,13648205441510355941,train,01/03/2018 08:29:24,2018-03-01 08:29:24
03-01-2018.csv,590,2471800804452727444,train,01/03/2018 08:29:29,2018-03-01 08:29:29
03-01-2018.csv,593,11777263311633032696,train,01/03/2018 08:29:30,2018-03-01 08:29:30
03-01-2018.csv,594,114884457436926493,train,01/03/2018 08:27:24,2018-03-01 08:27:24
03-01-2018.csv,597,14302945277465461632,train,01/03/2018 08:30:29,2018-03-01 08:30:29
03-01-2018.csv,602,10845900814616673453,train,01/03/2018 08:21:04,2018-03-01 08:21:04
03-01-2018.csv,610,8702234348134565536,train,01/03/2018 08:31:27,2018-03-01 08:31:27
03-01-2018.csv,613,13320316524405438880,train,01/03/2018 08:31:16,2018-03-01 08:31:16
03-01-2018.csv,626,10054838495442052802,train,01/03/2018 08:37:24,2018-03-01 08:37:24
03-01-2018.csv,628,10140713860033758297,validation,01/03/2018 08:33:35,2018-03-01 08:33:35
03-01-2018.csv,630,16730621935586266058,train,01/03/2018 08:36:41,2018-03-01 08:36:41
03-01-2018.csv,637,2533386947809308044,train,01/03/2018 08:40:47,2018-03-01 08:40:47
03-01-2018.csv,641,9352083236806825513,validation,01/03/2018 08:40:52,2018-03-01 08:40:52
03-01-2018.csv,645,12024374410945427790,train,01/03/2018 08:40:52,2018-03-01 08:40:52
03-01-2018.csv,660,2654938814449622091,train,01/03/2018 08:40:58,2018-03-01 08:40:58
03-01-2018.csv,664,17583577955359576060,train,01/03/2018 08:40:59,2018-03-01 08:40:59
03-01-2018.csv,666,3082601129047583102,train,01/03/2018 08:38:20,2018-03-01 08:38:20
03-01-2018.csv,669,2596663778400391179,train,01/03/2018 08:39:58,2018-03-01 08:39:58
03-01-2018.csv,683,10565560713012874232,train,01/03/2018 08:43:20,2018-03-01 08:43:20
03-01-2018.csv,687,14112741852053913311,train,01/03/2018 08:43:33,2018-03-01 08:43:33
03-01-2018.csv,688,10282836956649456871,validation,01/03/2018 08:40:52,2018-03-01 08:40:52
03-01-2018.csv,696,10906423096648102534,train,01/03/2018 08:42:57,2018-03-01 08:42:57
03-01-2018.csv,702,9636631394565362555,validation,01/03/2018 08:44:03,2018-03-01 08:44:03
03-01-2018.csv,704,1224641766304065096,train,01/03/2018 08:44:03,2018-03-01 08:44:03
03-01-2018.csv,705,17158966327286317082,train,01/03/2018 08:44:03,2018-03-01 08:44:03
03-01-2018.csv,708,17656253840685210247,train,01/03/2018 08:28:19,2018-03-01 08:28:19
03-01-2018.csv,710,13954222007313229776,train,01/03/2018 08:44:16,2018-03-01 08:44:16
03-01-2018.csv,713,17568917991267017530,train,01/03/2018 08:44:19,2018-03-01 08:44:19
03-01-2018.csv,717,12814323644996496033,train,01/03/2018 08:44:22,2018-03-01 08:44:22
03-01-2018.csv,724,14426763196774957237,train,01/03/2018 08:44:43,2018-03-01 08:44:43
03-01-2018.csv,732,10157668624058487900,train,01/03/2018 08:46:20,2018-03-01 08:46:20
03-01-2018.csv,734,1922259740184049390,train,01/03/2018 08:46:20,2018-03-01 08:46:20
03-01-2018.csv,740,1517431460253390684,train,01/03/2018 08:46:21,2018-03-01 08:46:21
03-01-2018.csv,768,17942084396186810225,train,01/03/2018 08:46:22,2018-03-01 08:46:22
03-01-2018.csv,772,13210254736347168060,train,01/03/2018 08:46:22,2018-03-01 08:46:22
03-01-2018.csv,774,11903340350409840512,train,01/03/2018 08:46:22,2018-03-01 08:46:22
03-01-2018.csv,775,16428842376361920948,train,01/03/2018 08:46:22,2018-03-01 08:46:22
03-01-2018.csv,789,3805716667641326785,validation,01/03/2018 08:48:37,2018-03-01 08:48:37
03-01-2018.csv,791,766378873001535100,validation,01/03/2018 08:48:38,2018-03-01 08:48:38
03-01-2018.csv,793,10095901026385654315,train,01/03/2018 08:48:38,2018-03-01 08:48:38
03-01-2018.csv,797,4889040102653768590,train,01/03/2018 08:40:02,2018-03-01 08:40:02
03-01-2018.csv,800,14851381916479775109,train,01/03/2018 08:48:40,2018-03-01 08:48:40
03-01-2018.csv,807,2062243682502585872,train,01/03/2018 08:48:41,2018-03-01 08:48:41
03-01-2018.csv,810,3205447772889887448,validation,01/03/2018 08:48:43,2018-03-01 08:48:43
03-01-2018.csv,819,5791977181333985670,train,01/03/2018 08:48:45,2018-03-01 08:48:45
03-01-2018.csv,820,8956252349546502085,train,01/03/2018 08:48:39,2018-03-01 08:48:39
03-01-2018.csv,821,12407334558523174854,validation,01/03/2018 08:48:40,2018-03-01 08:48:40
03-01-2018.csv,824,17715972702262384629,validation,01/03/2018 08:48:40,2018-03-01 08:48:40
03-01-2018.csv,837,10664343713954431959,train,01/03/2018 08:48:45,2018-03-01 08:48:45
03-01-2018.csv,838,13294224422240118195,train,01/03/2018 08:49:20,2018-03-01 08:49:20
03-01-2018.csv,850,12300293140310950103,train,01/03/2018 08:50:35,2018-03-01 08:50:35
03-01-2018.csv,855,7432890532251605185,train,01/03/2018 08:48:34,2018-03-01 08:48:34
03-01-2018.csv,872,4363728884806931435,train,01/03/2018 08:50:38,2018-03-01 08:50:38
03-01-2018.csv,886,12804754619014006588,train,01/03/2018 08:48:36,2018-03-01 08:48:36
03-01-2018.csv,896,7301138867122202157,train,01/03/2018 08:48:38,2018-03-01 08:48:38
03-01-2018.csv,900,11822054670694823507,train,01/03/2018 08:51:28,2018-03-01 08:51:28
03-01-2018.csv,903,3152444982971333775,train,01/03/2018 08:51:29,2018-03-01 08:51:29
03-01-2018.csv,918,8075233495334874049,validation,01/03/2018 08:50:39,2018-03-01 08:50:39
03-01-2018.csv,919,16667068318689429337,validation,01/03/2018 08:51:33,2018-03-01 08:51:33
03-01-2018.csv,920,7222730524471624711,train,01/03/2018 08:51:33,2018-03-01 08:51:33
03-01-2018.csv,924,5531316365836693475,train,01/03/2018 08:48:42,2018-03-01 08:48:42
03-01-2018.csv,942,3537721165473176809,train,01/03/2018 08:53:00,2018-03-01 08:53:00
03-01-2018.csv,943,10774471728980963251,validation,01/03/2018 08:53:00,2018-03-01 08:53:00
03-01-2018.csv,945,3908389305909367861,train,01/03/2018 08:41:15,2018-03-01 08:41:15
03-01-2018.csv,948,2274791607060925168,train,01/03/2018 08:51:35,2018-03-01 08:51:35
03-01-2018.csv,950,4703117020483881763,train,01/03/2018 08:50:39,2018-03-01 08:50:39
03-01-2018.csv,951,14529229005982698932,train,01/03/2018 08:52:24,2018-03-01 08:52:24
03-01-2018.csv,955,3425373119478718851,train,01/03/2018 08:53:00,2018-03-01 08:53:00
03-01-2018.csv,960,8159470039691761366,train,01/03/2018 08:57:30,2018-03-01 08:57:30
03-01-2018.csv,970,14984999558829812425,train,01/03/2018 08:57:30,2018-03-01 08:57:30
03-01-2018.csv,971,12913973107868089524,train,01/03/2018 08:57:30,2018-03-01 08:57:30
03-01-2018.csv,975,17908585535876954774,validation,01/03/2018 08:57:31,2018-03-01 08:57:31
03-01-2018.csv,976,6288943929156257364,validation,01/03/2018 08:57:32,2018-03-01 08:57:32
03-01-2018.csv,977,12594494063719346173,validation,01/03/2018 08:55:13,2018-03-01 08:55:13
03-01-2018.csv,979,12879178303793884223,validation,01/03/2018 08:57:30,2018-03-01 08:57:30
03-01-2018.csv,982,4227170735943407481,train,01/03/2018 08:57:30,2018-03-01 08:57:30
03-01-2018.csv,985,17602075487153429254,train,01/03/2018 08:57:31,2018-03-01 08:57:31
03-01-2018.csv,986,675340615225472769,validation,01/03/2018 08:57:31,2018-03-01 08:57:31
03-01-2018.csv,987,11503351280587516452,train,01/03/2018 08:57:31,2018-03-01 08:57:31
03-01-2018.csv,989,15870798603976940999,train,01/03/2018 09:00:02,2018-03-01 09:00:02
03-01-2018.csv,1003,10793868632468458188,validation,01/03/2018 09:00:22,2018-03-01 09:00:22
03-01-2018.csv,1010,7342637431288165684,validation,01/03/2018 08:57:31,2018-03-01 08:57:31
03-01-2018.csv,1011,227309905918181932,train,01/03/2018 09:00:23,2018-03-01 09:00:23
03-01-2018.csv,1013,13450537378877620469,train,01/03/2018 08:58:37,2018-03-01 08:58:37
03-01-2018.csv,1027,4852488736067571592,train,01/03/2018 09:02:02,2018-03-01 09:02:02
03-01-2018.csv,1036,3851322448862699071,train,01/03/2018 09:02:12,2018-03-01 09:02:12
03-01-2018.csv,1043,8781579891123072100,train,01/03/2018 08:54:55,2018-03-01 08:54:55
03-01-2018.csv,1047,16138711644474465830,train,01/03/2018 09:02:01,2018-03-01 09:02:01
03-01-2018.csv,1050,15903860878438180346,train,01/03/2018 09:02:01,2018-03-01 09:02:01
03-01-2018.csv,1057,15695204137447289829,train,01/03/2018 09:02:02,2018-03-01 09:02:02
03-01-2018.csv,1061,6691213675504865418,train,01/03/2018 08:43:59,2018-03-01 08:43:59
03-01-2018.csv,1065,12030448111791893953,train,01/03/2018 09:02:01,2018-03-01 09:02:01
03-01-2018.csv,1066,5797846646666948383,train,01/03/2018 09:02:01,2018-03-01 09:02:01
03-01-2018.csv,1068,7204956145864812526,train,01/03/2018 09:04:52,2018-03-01 09:04:52
03-01-2018.csv,1080,8698203558067613522,validation,01/03/2018 09:02:02,2018-03-01 09:02:02
03-01-2018.csv,1085,8410752859687523845,validation,01/03/2018 09:04:53,2018-03-01 09:04:53
03-01-2018.csv,1086,11846466004006883928,train,01/03/2018 09:04:53,2018-03-01 09:04:53
03-01-2018.csv,1096,1963415232341883066,train,01/03/2018 09:04:53,2018-03-01 09:04:53
03-01-2018.csv,1100,9374470995425564189,train,01/03/2018 08:53:37,2018-03-01 08:53:37
03-01-2018.csv,1103,1528034759321007241,validation,01/03/2018 08:21:11,2018-03-01 08:21:11
03-01-2018.csv,1104,12520126512908831123,validation,01/03/2018 08:53:00,2018-03-01 08:53:00
03-01-2018.csv,1116,4391355466772993986,train,01/03/2018 09:07:25,2018-03-01 09:07:25
03-01-2018.csv,1117,64193414889462367,validation,01/03/2018 09:07:30,2018-03-01 09:07:30
03-01-2018.csv,1127,5577699418498430146,train,01/03/2018 09:07:26,2018-03-01 09:07:26
03-01-2018.csv,1145,2712379512230597105,train,01/03/2018 09:07:26,2018-03-01 09:07:26
03-01-2018.csv,1147,4726156973534842126,validation,01/03/2018 09:07:26,2018-03-01 09:07:26
03-01-2018.csv,1150,7038865129091720065,train,01/03/2018 08:58:37,2018-03-01 08:58:37
03-01-2018.csv,1151,6364506934070388434,validation,01/03/2018 09:00:21,2018-03-01 09:00:21
03-01-2018.csv,1155,16181040893996130000,train,01/03/2018 09:10:06,2018-03-01 09:10:06
03-01-2018.csv,1166,5965305132022359863,train,01/03/2018 09:07:26,2018-03-01 09:07:26
03-01-2018.csv,1168,13650108568216676321,train,01/03/2018 09:07:25,2018-03-01 09:07:25
03-01-2018.csv,1175,16089981065920870277,validation,01/03/2018 09:10:16,2018-03-01 09:10:16
03-01-2018.csv,1182,3949444153985419606,train,01/03/2018 09:07:26,2018-03-01 09:07:26
03-01-2018.csv,1184,14871326747973818929,train,01/03/2018 09:07:26,2018-03-01 09:07:26
03-01-2018.csv,1185,18096941143282483956,train,01/03/2018 09:07:26,2018-03-01 09:07:26
03-01-2018.csv,1189,14494590672344983281,validation,01/03/2018 09:10:17,2018-03-01 09:10:17
03-01-2018.csv,1192,11803042241032245511,train,01/03/2018 09:10:17,2018-03-01 09:10:17
03-01-2018.csv,1195,3571517608653160550,validation,01/03/2018 09:08:34,2018-03-01 09:08:34
03-01-2018.csv,1205,9816012883624491432,train,01/03/2018 09:10:50,2018-03-01 09:10:50
03-01-2018.csv,1206,8803248894799824922,train,01/03/2018 09:11:26,2018-03-01 09:11:26
03-01-2018.csv,1211,5022959757209349492,train,01/03/2018 08:16:50,2018-03-01 08:16:50
03-01-2018.csv,1212,1244225777201130894,validation,01/03/2018 09:15:31,2018-03-01 09:15:31
03-01-2018.csv,1215,17735424249425669630,train,01/03/2018 09:15:31,2018-03-01 09:15:31
03-01-2018.csv,1223,6467450801280097885,train,01/03/2018 09:07:24,2018-03-01 09:07:24
03-01-2018.csv,1226,11156768085011274690,train,01/03/2018 09:15:39,2018-03-01 09:15:39
03-01-2018.csv,1227,4777258921596371487,train,01/03/2018 09:15:34,2018-03-01 09:15:34
03-01-2018.csv,1229,4327676713974179834,train,01/03/2018 09:15:34,2018-03-01 09:15:34
03-01-2018.csv,1232,6898221723637465328,train,01/03/2018 08:46:21,2018-03-01 08:46:21
03-01-2018.csv,1235,4480518542658477697,train,01/03/2018 09:16:34,2018-03-01 09:16:34
03-01-2018.csv,1247,16429679585356064200,validation,01/03/2018 09:15:31,2018-03-01 09:15:31
03-01-2018.csv,1251,2994013396816638403,validation,01/03/2018 09:15:33,2018-03-01 09:15:33
03-01-2018.csv,1254,13828790253831501572,train,01/03/2018 08:27:23,2018-03-01 08:27:23
03-01-2018.csv,1256,16697685979430473973,train,01/03/2018 09:18:12,2018-03-01 09:18:12
03-01-2018.csv,1257,8769141901252162074,train,01/03/2018 09:18:12,2018-03-01 09:18:12
03-01-2018.csv,1260,9164218533259043006,train,01/03/2018 09:15:31,2018-03-01 09:15:31
03-01-2018.csv,1265,8224382454777971329,train,01/03/2018 09:18:21,2018-03-01 09:18:21
03-01-2018.csv,1276,6599240860687164973,train,01/03/2018 09:18:24,2018-03-01 09:18:24
03-01-2018.csv,1279,17067676827212941130,train,01/03/2018 09:15:33,2018-03-01 09:15:33
03-01-2018.csv,1287,15262538698033811019,train,01/03/2018 09:18:25,2018-03-01 09:18:25
03-01-2018.csv,1291,16941540873733532447,train,01/03/2018 09:18:25,2018-03-01 09:18:25
03-01-2018.csv,1310,9157575585592915835,train,01/03/2018 09:18:12,2018-03-01 09:18:12
03-01-2018.csv,1323,7944532918506900995,train,01/03/2018 09:18:12,2018-03-01 09:18:12
03-01-2018.csv,1324,186859850893638627,train,01/03/2018 09:21:03,2018-03-01 09:21:03
03-01-2018.csv,1329,17233691913062858089,train,01/03/2018 09:20:53,2018-03-01 09:20:53
03-01-2018.csv,1350,4661483735331687685,train,01/03/2018 09:23:38,2018-03-01 09:23:38
03-01-2018.csv,1354,17170703995881806349,train,01/03/2018 09:23:40,2018-03-01 09:23:40
03-01-2018.csv,1363,12417536119743769807,train,01/03/2018 09:23:43,2018-03-01 09:23:43
03-01-2018.csv,1365,11838193408982630320,train,01/03/2018 09:23:39,2018-03-01 09:23:39
03-01-2018.csv,1367,3991813427445711,train,01/03/2018 09:24:10,2018-03-01 09:24:10
03-01-2018.csv,1376,2337505674980444933,train,01/03/2018 09:23:36,2018-03-01 09:23:36
03-01-2018.csv,1381,14702522208234040917,train,01/03/2018 09:23:38,2018-03-01 09:23:38
03-01-2018.csv,1382,2294529211540927262,validation,01/03/2018 09:23:38,2018-03-01 09:23:38
03-01-2018.csv,1389,10045891063603855927,validation,01/03/2018 09:23:38,2018-03-01 09:23:38
03-01-2018.csv,1393,10760573642179401733,train,01/03/2018 09:25:55,2018-03-01 09:25:55
03-01-2018.csv,1394,12376505685338960089,train,01/03/2018 09:25:55,2018-03-01 09:25:55
03-01-2018.csv,1397,11784978347052617047,train,01/03/2018 09:26:18,2018-03-01 09:26:18
03-01-2018.csv,1399,1950092274882015274,train,01/03/2018 09:26:18,2018-03-01 09:26:18
03-01-2018.csv,1401,10365456611814072833,train,01/03/2018 09:26:18,2018-03-01 09:26:18
03-01-2018.csv,1406,15268728720552370134,validation,01/03/2018 09:26:27,2018-03-01 09:26:27
03-01-2018.csv,1419,8424944177100755354,train,01/03/2018 09:23:39,2018-03-01 09:23:39
03-01-2018.csv,1422,17534380146924169456,train,01/03/2018 09:26:30,2018-03-01 09:26:30
03-01-2018.csv,1424,5882767312568692374,train,01/03/2018 09:26:30,2018-03-01 09:26:30
03-01-2018.csv,1425,1036322771142881383,train,01/03/2018 09:26:30,2018-03-01 09:26:30
03-01-2018.csv,1434,8190744624266199744,train,01/03/2018 09:25:44,2018-03-01 09:25:44
03-01-2018.csv,1437,10036051503972167933,train,01/03/2018 09:15:34,2018-03-01 09:15:34
03-01-2018.csv,1441,13315925216118470663,train,01/03/2018 09:26:12,2018-03-01 09:26:12
03-01-2018.csv,1442,4047794361204448117,validation,01/03/2018 09:07:04,2018-03-01 09:07:04
03-01-2018.csv,1448,11531958721198068834,train,01/03/2018 09:29:00,2018-03-01 09:29:00
03-01-2018.csv,1449,5075339541878044142,train,01/03/2018 09:29:07,2018-03-01 09:29:07
03-01-2018.csv,1454,724057942369396679,train,01/03/2018 09:29:01,2018-03-01 09:29:01
03-01-2018.csv,1460,12635081616559317356,train,01/03/2018 08:44:16,2018-03-01 08:44:16
03-01-2018.csv,1466,1555905847419638808,validation,01/03/2018 09:29:00,2018-03-01 09:29:00
03-01-2018.csv,1477,1359769698155929650,train,01/03/2018 08:21:13,2018-03-01 08:21:13
03-01-2018.csv,1483,476896896276360946,train,01/03/2018 09:31:42,2018-03-01 09:31:42
03-01-2018.csv,1488,4319997930732640970,train,01/03/2018 09:29:46,2018-03-01 09:29:46
03-01-2018.csv,1494,6116868383033867069,train,01/03/2018 09:31:49,2018-03-01 09:31:49
03-01-2018.csv,1499,15148892118329846268,train,01/03/2018 09:31:52,2018-03-01 09:31:52
03-01-2018.csv,1503,17373880011983206448,train,01/03/2018 09:31:59,2018-03-01 09:31:59
03-01-2018.csv,1506,12274222565984419870,train,01/03/2018 09:07:24,2018-03-01 09:07:24
03-01-2018.csv,1513,17408295165317792033,validation,01/03/2018 09:23:35,2018-03-01 09:23:35
03-01-2018.csv,1514,8980399228152636871,train,01/03/2018 09:31:44,2018-03-01 09:31:44
03-01-2018.csv,1519,16935609240237509870,train,01/03/2018 09:34:34,2018-03-01 09:34:34
