case_id,model,model_display,selected_outcome,holdout_position,original_row_index,y_true,attack_category,feature_index,feature_name,raw_feature_value,scaled_feature_value,attribution,absolute_attribution,absolute_rank,is_top10,reference_attribution_mean,reference_attribution_std,reference_attribution_minimum,reference_attribution_maximum,positive_reference_fraction,negative_reference_fraction,zero_reference_fraction,reference_sign_consistency
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,28,Bwd IAT Std,1912.357928,-0.2297280728816986,0.007126450602527972,0.007126450602527972,45,False,0.007126450602527975,0.1322515772229332,-0.6251194625843355,0.29105749851387946,0.40625,0.59375,0.0,0.59375
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,29,Bwd IAT Max,6733.0,-0.22875133156776428,0.016720429496371477,0.016720429496371477,34,False,0.01672042949637148,0.07055782964884491,-0.12094054935182741,0.3308673813052063,0.5625,0.4375,0.0,0.5625
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,30,Bwd IAT Min,67.0,-0.0959416925907135,0.0007933616755674845,0.0007933616755674845,57,False,0.0007933616755674845,0.002137174650719997,-1.7087147944537745e-05,0.00941428375567661,0.53125,0.46875,0.0,0.53125
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,31,Fwd PSH Flags,0.0,-0.1852944940328598,0.013812308110235672,0.013812308110235672,38,False,0.013812308110235672,0.07690367686459826,-0.0,0.4419938595275415,0.03125,0.0,0.96875,0.96875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,32,Bwd PSH Flags,0.0,0.0,0.0,0.0,67,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,33,Fwd URG Flags,0.0,-0.02324415184557438,0.0,0.0,68,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,34,Bwd URG Flags,0.0,0.0,0.0,0.0,69,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,35,Fwd Header Len,52.0,-0.0345560684800148,4.2454270507694814e-05,4.2454270507694814e-05,65,False,4.245427050769482e-05,0.00028678506411754847,-0.000421963809871662,0.0008100703399572327,0.5625,0.4375,0.0,0.5625
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,36,Bwd Header Len,232.0,0.07411888986825943,0.009746503193251663,0.009746503193251663,42,False,0.009746503193251665,0.024277403856627702,-0.08017050133734727,0.05804327417288782,0.8125,0.1875,0.0,0.8125
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,37,Fwd Pkts/s,142.4399972,-0.33430299162864685,0.014297910398442333,0.014297910398442333,37,False,0.014297910398442333,0.05253998180924183,-0.0011390611322163735,0.2648359337284743,0.28125,0.71875,0.0,0.71875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,38,Bwd Pkts/s,783.4199843,-0.34700655937194824,0.0016952425306858308,0.0016952425306858308,55,False,0.0016952425306858308,0.0121201798178203,-0.005250023232437189,0.06756822898288584,0.46875,0.53125,0.0,0.53125
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,39,Pkt Len Min,0.0,-0.24511286616325378,-0.015962381007703672,0.015962381007703672,36,False,-0.015962381007703676,0.042438174451956884,-0.14109908863518425,0.0,0.0,0.125,0.875,0.875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,40,Pkt Len Max,112.0,-0.5532856583595276,0.2930129475370484,0.2930129475370484,10,True,0.29301294753704843,0.34467938621438116,-0.14623880884142992,1.031454083328489,0.875,0.125,0.0,0.875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,41,Pkt Len Mean,9.214285714,-0.6734821796417236,-0.032271063616067595,0.032271063616067595,27,False,-0.0322710636160676,0.24723485084952324,-0.6432007822385886,0.5654872051868207,0.625,0.375,0.0,0.625
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,42,Pkt Len Std,29.92857799,-0.6162536144256592,-0.16337156163043265,0.16337156163043265,14,False,-0.1633715616304327,0.3151104498493292,-0.8883974312852569,0.3670763404461107,0.25,0.75,0.0,0.75
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,43,Pkt Len Var,895.7197802,-0.1604633629322052,-0.00047855177821265536,0.00047855177821265536,59,False,-0.0004785517782126556,0.0486727599502323,-0.13616998038934663,0.1260855406286729,0.6875,0.3125,0.0,0.6875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,44,FIN Flag Cnt,0.0,-0.05233189836144447,0.0,0.0,70,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,45,SYN Flag Cnt,0.0,-0.1852944940328598,0.007730790041657013,0.007730790041657013,44,False,0.007730790041657013,0.04304321729045914,-0.0,0.24738528133302443,0.03125,0.0,0.96875,0.96875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,46,RST Flag Cnt,1.0,1.9163296222686768,0.6635176646047249,0.6635176646047249,3,True,0.6635176646047247,0.7159645258657376,0.0,2.23654097039267,0.625,0.0,0.375,0.625
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,47,PSH Flag Cnt,1.0,0.9456127285957336,-0.037257642900643685,0.037257642900643685,26,False,-0.037257642900643685,0.2832233950022401,-0.8178681845292175,0.7724410115305997,0.15625,0.21875,0.625,0.625
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,48,ACK Flag Cnt,0.0,-0.6407217979431152,0.023261057303655644,0.023261057303655644,32,False,0.023261057303655644,0.26205140829342716,-0.7829730583203354,0.7916275959020336,0.15625,0.0625,0.78125,0.78125
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,49,URG Flag Cnt,0.0,-0.16248618066310883,0.0,0.0,78,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,50,CWE Flag Count,0.0,-0.02324415184557438,0.0,0.0,77,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,51,ECE Flag Cnt,1.0,1.9163296222686768,0.01118870465514013,0.01118870465514013,41,False,0.011188704655140158,1.1214185667207697,-3.2821641586098385,2.0983642153570323,0.1875,0.4375,0.375,0.4375
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,52,Down/Up Ratio,5.0,4.748593807220459,1.2441565653166005,1.2441565653166005,1,True,1.2441565653166007,1.525349816533679,-1.1013146114649732,4.727600821078323,0.6875,0.3125,0.0,0.6875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,53,Pkt Size Avg,9.923076923,-0.7236273884773254,0.6250557584964604,0.6250557584964604,4,True,0.6250557584964604,0.7240633951462556,-0.08151954259517934,2.664649487859032,0.8125,0.1875,0.0,0.8125
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,54,Fwd Seg Size Avg,0.0,-0.7370033860206604,0.22374497815733171,0.22374497815733171,13,False,0.22374497815733174,0.3448992976774068,-0.051490609372634985,1.62114878277987,0.75,0.0625,0.1875,0.75
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,55,Bwd Seg Size Avg,11.72727273,-0.5811445713043213,0.025518970876892866,0.025518970876892866,31,False,0.025518970876892876,0.2076786192074944,-0.3502995483512289,0.8498579903937196,0.5625,0.4375,0.0,0.5625
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,56,Fwd Byts/b Avg,0.0,0.0,0.0,0.0,71,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,57,Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,72,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,58,Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,73,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,59,Bwd Byts/b Avg,0.0,0.0,0.0,0.0,74,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,60,Bwd Pkts/b Avg,0.0,0.0,0.0,0.0,75,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,61,Bwd Blk Rate Avg,0.0,0.0,0.0,0.0,76,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,62,Subflow Fwd Pkts,2.0,-0.033482640981674194,7.98850637015572e-05,7.98850637015572e-05,62,False,7.988506370155721e-05,0.0002272187726338401,-0.0001046940539160568,0.0010039298839605749,0.4375,0.34375,0.21875,0.4375
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,63,Subflow Fwd Byts,0.0,-0.036053989082574844,-1.8029487932260693e-05,1.8029487932260693e-05,66,False,-1.8029487932260703e-05,0.0005182456194150178,-0.0007979040847908576,0.0015977121183787398,0.4375,0.375,0.1875,0.4375
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,64,Subflow Bwd Pkts,11.0,0.07222635298967361,-0.00317367862806805,0.00317367862806805,53,False,-0.0031736786280680495,0.01747416630435981,-0.06039626568165314,0.03408870250669781,0.53125,0.46875,0.0,0.53125
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,65,Subflow Bwd Byts,129.0,-0.020506637170910835,0.00600300908948427,0.00600300908948427,47,False,0.00600300908948427,0.017663529528388792,-0.004985102529353819,0.07295925141909768,0.59375,0.40625,0.0,0.59375
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,66,Init Fwd Win Byts,8192.0,-0.3464187979698181,0.13470468326374346,0.13470468326374346,16,False,0.13470468326374346,0.5911686942080224,-0.6817275728046835,2.8870189470864855,0.375,0.125,0.5,0.5
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,67,Init Bwd Win Byts,2987.0,-0.2481587678194046,0.10165769409441844,0.10165769409441844,20,False,0.10165769409441841,0.5314155596316155,-1.304343173675222,1.3277976991139515,0.46875,0.53125,0.0,0.53125
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,68,Fwd Act Data Pkts,0.0,-0.03314182162284851,-5.3961013726831446e-05,5.3961013726831446e-05,63,False,-5.396101372683144e-05,0.0002572239613507128,-0.0010373709751148753,0.0005226149223206168,0.34375,0.4375,0.21875,0.4375
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,69,Fwd Seg Size Min,20.0,-0.221856951713562,0.055671762828661375,0.055671762828661375,23,False,0.055671762828661375,0.5859939562587919,-1.3254630372068419,2.6204230127654453,0.21875,0.0625,0.71875,0.71875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,70,Active Mean,0.0,-0.09103736281394958,0.003450374375156044,0.003450374375156044,52,False,0.0034503743751560434,0.013062491047108327,-0.0020987129993978826,0.06477722464276615,0.09375,0.03125,0.875,0.875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,71,Active Std,0.0,-0.06719702482223511,-0.007940594002540923,0.007940594002540923,43,False,-0.007940594002540923,0.03523899896830348,-0.19881535760598285,0.002544305168531375,0.03125,0.09375,0.875,0.875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,72,Active Max,0.0,-0.09757475554943085,-0.01683647313473261,0.01683647313473261,33,False,-0.01683647313473261,0.07244722077866282,-0.3888987054028634,0.011843007404464551,0.03125,0.09375,0.875,0.875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,73,Active Min,0.0,-0.07560674101114273,0.00023354384692690833,0.00023354384692690833,61,False,0.00023354384692690836,0.0008455932042597426,-0.0,0.004566116395711058,0.125,0.0,0.875,0.875
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,74,Idle Mean,0.0,-0.29483991861343384,-0.004933410363639572,0.004933410363639572,49,False,-0.0049334103636395725,0.10390667503666977,-0.4694858731701308,0.2124058993415899,0.15625,0.09375,0.75,0.75
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,75,Idle Std,0.0,-0.13760210573673248,-0.0006040879900666999,0.0006040879900666999,58,False,-0.0006040879900666999,0.003952849788886411,-0.02053389113436472,0.008115432219772626,0.0625,0.09375,0.84375,0.84375
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,76,Idle Max,0.0,-0.3058960735797882,-0.012466983203773752,0.012466983203773752,40,False,-0.012466983203773752,0.08054440787739367,-0.43505925364178333,0.04093707875858745,0.1875,0.0625,0.75,0.75
CNN_FN_01,cnn,CNN,FN,20087,116825,1,Bot,77,Idle Min,0.0,-0.27937188744544983,-0.027929269229223966,0.027929269229223966,30,False,-0.02792926922922397,0.11344471729138364,-0.5315331350917156,0.03202685401862667,0.0625,0.1875,0.75,0.75
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,0,Dst Port,443.0,-0.5331613421440125,0.20678651397149564,0.20678651397149564,19,False,0.20678651397149564,0.5491744815190539,-0.6424463662730032,1.566955488356031,0.5625,0.28125,0.15625,0.5625
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,1,Protocol,6.0,-0.4150773882865906,0.040216419080555246,0.040216419080555246,38,False,0.040216419080555246,0.2147868587657936,-0.63843565758316,0.6579876063566757,0.125,0.03125,0.84375,0.84375
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,2,Flow Duration,114259979.0,3.40417742729187,-0.29764750277530166,0.29764750277530166,14,False,-0.2976475027753017,1.028491536022075,-2.036867221104572,1.5635593302986495,0.21875,0.78125,0.0,0.78125
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,3,Tot Fwd Pkts,17.0,-0.029716234654188156,-0.0005637768467180495,0.0005637768467180495,61,False,-0.0005637768467180494,0.0006395167073933992,-0.0021385469629417,0.00020402061800503697,0.15625,0.84375,0.0,0.84375
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,4,Tot Bwd Pkts,21.0,0.1887177973985672,-0.050974084638487814,0.050974084638487814,34,False,-0.05097408463848782,0.03272884665831296,-0.12676660177680232,0.006547119659030069,0.03125,0.96875,0.0,0.96875
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,5,TotLen Fwd Pkts,1521.0,-0.02448568306863308,0.00010445209548909585,0.00010445209548909585,64,False,0.00010445209548909585,0.000922684479099679,-0.0017934451583627368,0.0012881017631099312,0.65625,0.34375,0.0,0.65625
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,6,TotLen Bwd Pkts,5369.0,0.022563619539141655,0.00797378068065556,0.00797378068065556,52,False,0.007973780680655561,0.00881914716363408,-0.00740709497849734,0.028235974150130173,0.78125,0.21875,0.0,0.78125
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,7,Fwd Pkt Len Max,462.0,0.5237718820571899,0.20355628264715547,0.20355628264715547,20,False,0.20355628264715556,0.36035807271422743,-0.4330517874878291,0.7254433243935106,0.59375,0.40625,0.0,0.59375
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,8,Fwd Pkt Len Min,0.0,-0.2446633279323578,-0.06717545883781016,0.06717545883781016,32,False,-0.06717545883781015,0.1794160852156243,-0.6062539752789357,-0.0,0.0,0.125,0.875,0.875
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,9,Fwd Pkt Len Mean,89.47058824,0.2956230640411377,-0.03300161632199694,0.03300161632199694,41,False,-0.03300161632199695,0.2590501626725602,-0.6200879486742409,0.4110872171807624,0.46875,0.53125,0.0,0.53125
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,10,Fwd Pkt Len Std,144.4875071,0.25910940766334534,-0.024944349497893984,0.024944349497893984,45,False,-0.024944349497893984,0.17879349327869923,-0.4310993278161859,0.3406678098256537,0.4375,0.5625,0.0,0.5625
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,11,Bwd Pkt Len Max,1430.0,2.475555896759033,-0.7087937689447654,0.7087937689447654,6,True,-0.7087937689447653,0.5322574257507914,-2.1966175990645116,0.02984533677056475,0.09375,0.90625,0.0,0.90625
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,12,Bwd Pkt Len Min,0.0,-0.3786987066268921,-0.13368209949595208,0.13368209949595208,26,False,-0.13368209949595206,0.35403850618853955,-1.1412271874037347,0.0,0.0,0.125,0.875,0.875
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,13,Bwd Pkt Len Mean,255.6666667,1.0208169221878052,-0.3111806477485714,0.3111806477485714,13,False,-0.31118064774857135,0.5562161758158687,-1.5017311873737762,0.8576025565827567,0.15625,0.84375,0.0,0.84375
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,14,Bwd Pkt Len Std,449.8017712,1.6486736536026,0.31754186867532314,0.31754186867532314,12,False,0.31754186867532297,0.555552234004367,-0.6584785849132961,1.6997482410797369,0.6875,0.3125,0.0,0.6875
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,15,Flow Byts/s,60.30107882,-0.06768021732568741,-0.011020645107553162,0.011020645107553162,50,False,-0.011020645107553163,0.03506853608543856,-0.13267026685226374,0.05245050513806586,0.3125,0.6875,0.0,0.6875
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,16,Flow Pkts/s,0.33257489,-0.3643472492694855,0.0054602605304154206,0.0054602605304154206,54,False,0.00546026053041542,0.015818714320281695,-1.200709584883719e-07,0.0857063572858983,0.875,0.125,0.0,0.875
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,17,Flow IAT Mean,3088107.541,0.03762679174542427,0.04235704437140792,0.04235704437140792,37,False,0.04235704437140792,0.2500374315616672,-0.15148857667432958,1.231685158681212,0.3125,0.6875,0.0,0.6875
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,18,Flow IAT Std,13000000.0,2.23520565032959,0.6660892430460206,0.6660892430460206,7,True,0.6660892430460206,0.3515644372154901,-0.09675838666713396,1.2907288448799195,0.96875,0.03125,0.0,0.96875
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,19,Flow IAT Max,58900000.0,3.294372320175171,0.5237753804554387,0.5237753804554387,9,True,0.5237753804554387,0.5573171605816778,-0.3790728649847822,1.5467404967655247,0.875,0.125,0.0,0.875
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,20,Flow IAT Min,0.0,-0.1787606030702591,-0.02710892750504801,0.02710892750504801,44,False,-0.02710892750504801,0.10584161410578007,-0.43972269440974354,0.00645306050367328,0.8125,0.09375,0.09375,0.8125
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,21,Fwd IAT Tot,114000000.0,3.4133481979370117,-0.9514528798209866,0.9514528798209866,3,True,-0.9514528798209865,0.9146888185040348,-2.347498844427801,0.20713739109576215,0.15625,0.84375,0.0,0.84375
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,22,Fwd IAT Mean,7141248.687,0.29839903116226196,-0.02954592734907325,0.02954592734907325,42,False,-0.029545927349073256,0.14601749344918047,-0.2945919851048461,0.5404887094363966,0.25,0.75,0.0,0.75
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,23,Fwd IAT Std,19300000.0,5.042537212371826,1.17570820321559,1.17570820321559,2,True,1.1757082032155903,0.8037266035218724,-0.21857754254265216,2.6076327267618495,0.90625,0.09375,0.0,0.90625
