case_id,model,model_display,selected_outcome,holdout_position,original_row_index,y_true,attack_category,selected_model_threshold,selected_model_prediction,input_probability,input_logit,archived_probability_difference,baseline_id,reference_count,mean_baseline_probability,mean_baseline_logit,target_logit_difference,integration_steps,attribution_sum,signed_completeness_error,absolute_completeness_error,normalized_completeness_error,completeness_pass,attribution_l1_norm,attribution_l2_norm,positive_attribution_sum,negative_attribution_sum,top10_absolute_concentration,mean_reference_cosine,minimum_reference_cosine,mean_reference_top10_jaccard,minimum_reference_top10_jaccard,mean_reference_top10_sign_agreement,mean_reference_completeness_error,maximum_reference_completeness_error
CNN_TN_07,cnn,CNN,TN,30944,142297,0,Benign,0.5,0,7.909330452093855e-05,-9.444803237915039,7.275957614183426e-11,benign_reference_32,32,0.06062055236432684,-5.219524258747697,-4.225278979167342,128,-4.218612015386577,0.006666963780765478,0.006666963780765478,0.0015778754050648055,True,17.03938249248099,4.632801802045011,6.410385238547203,-10.628997253933777,0.7577295762258783,0.7184712258724066,0.21469307032205093,0.42294449831214537,0.1111111111111111,0.71875,0.021073911523044588,0.12531586599918487
CNN_TN_08,cnn,CNN,TN,46572,2010,0,Benign,0.5,0,4.605468802765245e-06,-12.288261413574219,2.2282620193436742e-11,benign_reference_32,32,0.06062055236432684,-5.219524258747697,-7.068737154826522,128,-7.0698588903574855,-0.001121735530963619,0.001121735530963619,0.0001586896649846005,True,11.424408615772487,2.3524697583576097,2.1772748627075003,-9.247133753064988,0.5308503802291528,0.47428834910816214,0.12234789783326744,0.2819779522807774,0.0,0.6468750000000001,0.022061278322220212,0.09795065176280993
CNN_TP_01,cnn,CNN,TP,37481,34913,1,Infilteration,0.5,1,0.5117626786231995,0.04705946892499924,1.7881393432617188e-07,benign_reference_32,32,0.06062055236432684,-5.219524258747697,5.266583727672696,128,5.26008444147754,-0.006499286195156273,0.006499286195156273,0.0012340611165083115,True,15.664934180205213,3.587828900116586,10.462509310841376,-5.202424869363837,0.634335248621047,0.49011115179932296,0.1110731911422219,0.33999898879929835,0.05263157894736842,0.609375,0.036214867010914066,0.11796422974779475
CNN_TP_02,cnn,CNN,TP,17430,268473,1,DoS attacks-GoldenEye,0.5,1,0.9997720122337341,8.38609790802002,5.960464477539063e-08,benign_reference_32,32,0.06062055236432684,-5.219524258747697,13.605622166767716,128,13.598023210881044,-0.007598955886672698,0.007598955886672698,0.0005585158689202362,True,22.743019325939443,5.8278430903296705,18.170521268410244,-4.5724980575292,0.6644549673250822,0.6486269195037992,0.27226789392661477,0.3580369900996836,0.05263157894736842,0.7,0.05001563553424776,0.2362568170236372
CNN_TP_03,cnn,CNN,TP,8397,164173,1,FTP-BruteForce,0.5,1,0.9999657869338989,10.283690452575684,1.1102230246251565e-16,benign_reference_32,32,0.06062055236432684,-5.219524258747697,15.50321471132338,128,15.513135247963467,0.009920536640086297,0.009920536640086297,0.0006399019058183103,True,25.292719607546516,7.758813709568496,20.402927427754992,-4.889792179791525,0.7662739794656627,0.7915781031660989,0.5571184382477958,0.42767404164462985,0.17647058823529413,0.7,0.02720336142190638,0.07512394046174364
CNN_TP_04,cnn,CNN,TP,21953,279646,1,DoS attacks-SlowHTTPTest,0.5,1,0.999972939491272,10.519020080566406,0.0,benign_reference_32,32,0.06062055236432684,-5.219524258747697,15.738544339314103,128,15.741310803000042,0.0027664636859388025,0.0027664636859388025,0.00017577633777911172,True,30.763436996135052,8.691187231108316,23.252373899567548,-7.511063096567507,0.7052419591258904,0.7784920635011496,0.6165128274442032,0.39225842580621995,0.1111111111111111,0.675,0.029520510279617218,0.12668741578890064
CNN_TP_05,cnn,CNN,TP,36429,182234,1,DDOS attack-HOIC,0.5,1,0.9999734163284302,10.535295486450195,0.0,benign_reference_32,32,0.06062055236432684,-5.219524258747697,15.754819745197892,128,15.756596567826417,0.0017768226285248545,0.0017768226285248545,0.00011277962282408432,True,25.578024174548215,6.067244967497993,20.667310371187313,-4.910713803360901,0.626123641500378,0.6400501669127947,0.33495012446674716,0.3753481613630607,0.05263157894736842,0.73125,0.04187213144328905,0.16131463436411764
CNN_TP_06,cnn,CNN,TP,47278,243809,1,DoS attacks-Hulk,0.5,1,0.9999860525131226,11.178597450256348,0.0,benign_reference_32,32,0.06062055236432684,-5.219524258747697,16.398121709004045,128,16.39840136975268,0.0002796607486352798,0.0002796607486352798,1.7054437916613392e-05,True,32.023915626913634,9.111697822554293,24.21115849833316,-7.812757128580473,0.7133967455782554,0.6749469895964799,0.16405584107633187,0.4638850732600732,0.25,0.60625,0.030681197095072443,0.10159196426348771
CNN_TP_07,cnn,CNN,TP,55228,264866,1,DDOS attack-HOIC,0.5,1,0.9999992847442627,14.194995880126953,1.1102230246251565e-16,benign_reference_32,32,0.06062055236432684,-5.219524258747697,19.41452013887465,128,19.411689882968883,-0.0028302559057671317,0.0028302559057671317,0.00014578036879211713,True,36.140607364370965,10.484339841130845,27.776148623669926,-8.364458740701041,0.7261320237414303,0.5990866464680015,-0.030145671629710876,0.3576865842490842,0.25,0.628125,0.03822689631222048,0.11564150449590116
CNN_TP_08,cnn,CNN,TP,59840,37799,1,DoS attacks-GoldenEye,0.5,1,1.0,17.6136474609375,0.0,benign_reference_32,32,0.06062055236432684,-5.219524258747697,22.833171719685197,128,22.839645799483304,0.006474079798106658,0.006474079798106658,0.0002835383483988407,True,36.744052307276114,8.780432720842033,29.791849053379707,-6.9522032538964105,0.6333840833543397,0.73052950837383,0.1056799817514025,0.5233348146951088,0.17647058823529413,0.821875,0.03865195770329921,0.10612006234837423
MLP_FN_01,mlp,MLP,FN,20443,75923,1,Infilteration,0.5,0,0.48850056529045105,-0.04600575566291809,5.551115123125783e-17,benign_reference_32,32,0.06072540182564978,-5.404723562300205,5.358717806637287,128,5.3587666374923115,4.8830855024384334e-05,4.8830855024384334e-05,9.112413974085858e-06,True,12.74705467441416,3.30364089166927,9.052910655953236,-3.6941440184609227,0.7083118840964038,0.5057189211374682,0.16803313995246152,0.2961276742478368,0.05263157894736842,0.646875,0.010021220224075256,0.05019833261054529
MLP_FN_02,mlp,MLP,FN,27401,120018,1,Infilteration,0.5,0,0.24446576833724976,-1.128349781036377,1.4901161249358807e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,4.276373781263828,128,4.278065445625617,0.0016916643617888028,0.0016916643617888028,0.00039558384002832714,True,6.484921132109335,1.9136415843985046,5.3814932888674765,-1.1034278432418594,0.7538503241060398,0.5750596623005527,-0.06493061299248802,0.3379711829063609,0.05263157894736842,0.675,0.005943771629305835,0.0296217348707426
MLP_FN_03,mlp,MLP,FN,26960,19611,1,Infilteration,0.5,0,0.15843667089939117,-1.6699063777923584,1.4901161138336505e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,3.734817184507847,128,3.7346195648302207,-0.0001976196776261041,0.0001976196776261041,5.2912811488026106e-05,True,9.49728189810904,2.107905139069186,6.61595073146963,-2.8813311666394106,0.5727329246856929,0.4604346989532063,-0.01704009178252827,0.2732020060048311,0.05263157894736842,0.63125,0.0046045249624779025,0.016621468757223923
MLP_FN_04,mlp,MLP,FN,32323,145644,1,Infilteration,0.5,0,0.14787240326404572,-1.7513865232467651,2.980232241545089e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,3.65333703905344,128,3.6537855105897137,0.00044847153627358693,0.00044847153627358693,0.0001227566828572114,True,9.234830958679407,2.0898748969825705,6.444308234634561,-2.7905227240448482,0.5794838066624841,0.44497857911379907,-0.2613275447951216,0.26512128974396776,0.05263157894736842,0.59375,0.004670324775090382,0.04320774422780005
MLP_FN_05,mlp,MLP,FN,14694,34990,1,Infilteration,0.5,0,0.14002542197704315,-1.8150787353515625,5.551115123125783e-17,benign_reference_32,32,0.06072540182564978,-5.404723562300205,3.5896448269486427,128,3.592462513785986,0.0028176868373432917,0.0028176868373432917,0.0007849486434395935,True,6.919401604610447,1.6121002175069283,5.255932059198216,-1.6634695454122297,0.6418593271809588,0.45910822328065226,-0.10337182503784871,0.32042153484200697,0.05263157894736842,0.65625,0.004731265319317685,0.05057472342531577
MLP_FN_06,mlp,MLP,FN,31303,237610,1,Infilteration,0.5,0,0.13163729012012482,-1.8865591287612915,1.4901161193847656e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,3.5181644335389137,128,3.5157251103386624,-0.0024393232002513088,0.0024393232002513088,0.0006933511057632968,True,6.512014408429612,2.0742998014056653,5.0138697593841375,-1.4981446490454744,0.6823815256548076,0.5046590554792166,-0.41063469552208076,0.18820382403973734,0.0,0.45937500000000003,0.005933161221490302,0.031969694194143194
MLP_FN_07,mlp,MLP,FN,6668,76449,1,Infilteration,0.5,0,0.10739779472351074,-2.1176013946533203,4.163336342344337e-17,benign_reference_32,32,0.06072540182564978,-5.404723562300205,3.287122167646885,128,3.28650383856527,-0.0006183290816150766,0.0006183290816150766,0.00018810651082606792,True,7.407332546253458,1.7321033085957485,5.3469181924093645,-2.0604143538440938,0.6356151265488589,0.42016173206480223,-0.24906394918730806,0.3046135205094183,0.0,0.60625,0.007280110512799954,0.04325335798360441
MLP_FN_08,mlp,MLP,FN,34297,224624,1,Infilteration,0.5,0,0.002130031818524003,-6.149486064910889,9.313226032384159e-10,benign_reference_32,32,0.06072540182564978,-5.404723562300205,-0.7447625026106834,128,-0.7498327796177182,-0.005070277007034774,0.005070277007034774,0.005070277007034774,True,12.866044439864593,2.9494355428797174,6.058105830123438,-6.807938609741156,0.6054703994944065,0.5654098908269432,-0.008138714634923943,0.3136835832511142,0.05263157894736842,0.615625,0.008503347208735947,0.031960239426904735
MLP_FP_01,mlp,MLP,FP,49283,51450,0,Benign,0.5,1,0.5051805377006531,0.02072294056415558,0.0,benign_reference_32,32,0.06072540182564978,-5.404723562300205,5.425446502864361,128,5.429001729990412,0.0035552271260508306,0.0035552271260508306,0.0006552874725008994,True,15.011172723669073,3.481904567039689,10.22008722682974,-4.79108549683933,0.6232553152856363,0.6069521986216287,0.29534833644462677,0.343467932888405,0.05263157894736842,0.7406250000000001,0.007556298037230978,0.022097786261664254
MLP_FP_02,mlp,MLP,FP,28221,105418,0,Benign,0.5,1,0.5997090339660645,0.4042530059814453,0.0,benign_reference_32,32,0.06072540182564978,-5.404723562300205,5.8089765682816505,128,5.810618712394024,0.0016421441123730673,0.0016421441123730673,0.00028269077918811935,True,14.241715436117069,3.660913735171897,10.026167074255547,-4.215548361861522,0.7247864410979697,0.4404600107803378,-0.030012246827085844,0.3667645026971652,0.05263157894736842,0.559375,0.011828816462242132,0.08038965492874262
MLP_FP_03,mlp,MLP,FP,4667,25012,0,Benign,0.5,1,0.6361875534057617,0.5588549375534058,0.0,benign_reference_32,32,0.06072540182564978,-5.404723562300205,5.963578499853611,128,5.952584708340158,-0.010993791513453033,0.010993791513453033,0.001843489024873723,True,6.679413571279412,3.856199648314664,6.315999139809784,-0.36341443146962704,0.9073463519883258,0.9660568960413627,0.7413692634541416,0.3837282509157509,0.25,0.68125,0.03209473507001215,0.1173974807919258
MLP_FP_04,mlp,MLP,FP,23816,126825,0,Benign,0.5,1,0.6668856739997864,0.6941328644752502,5.960464477539063e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,6.0988564267754555,128,6.0969224392950885,-0.0019339874803669943,0.0019339874803669943,0.00031710657622244085,True,6.739820751796199,3.92515922737378,6.418371595545645,-0.3214491562505552,0.910728681918809,0.9726000412794993,0.7858543650452,0.41786017291531996,0.17647058823529413,0.715625,0.028628447030800468,0.09402415744288906
MLP_FP_05,mlp,MLP,FP,59742,197096,0,Benign,0.5,1,0.715701699256897,0.9232396483421326,0.0,benign_reference_32,32,0.06072540182564978,-5.404723562300205,6.327963210642338,128,6.329076209685934,0.0011129990435962966,0.0011129990435962966,0.0001758858271685999,True,20.578488399285213,4.766602920273712,13.453782304485573,-7.12470609479964,0.6440922095605522,0.5504721788182657,0.02292575440994393,0.32631443687461487,0.05263157894736842,0.728125,0.01532599412382775,0.05600720059479336
MLP_FP_06,mlp,MLP,FP,41650,78177,0,Benign,0.5,1,0.8347740173339844,1.6198467016220093,5.960464477539063e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,7.0245702639222145,128,7.025352554687124,0.0007822907649090993,0.0007822907649090993,0.00011136492846073436,True,24.757744885459648,5.120671491943633,15.891548720073386,-8.86619616538626,0.5558308555219644,0.5767777710423144,0.22329628418247008,0.33386096510129015,0.05263157894736842,0.68125,0.017280381731930014,0.05433975293612203
MLP_FP_07,mlp,MLP,FP,30135,15708,0,Benign,0.5,1,0.9815468788146973,3.973895311355591,5.960464477539063e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,9.378618873655796,128,9.378548358912749,-7.051474304731187e-05,7.051474304731187e-05,7.518670285812046e-06,True,35.503487634528526,10.078959998109074,22.441017996720635,-13.062469637807887,0.7034638387801322,0.7598495584025111,0.35976575779807396,0.43334882029734967,0.17647058823529413,0.6812499999999999,0.015249674158517218,0.0697026854089966
MLP_FP_08,mlp,MLP,FP,17265,186259,0,Benign,0.5,1,0.9999529123306274,9.962841987609863,0.0,benign_reference_32,32,0.06072540182564978,-5.404723562300205,15.367565549910069,128,15.37239198299551,0.00482643308544084,0.00482643308544084,0.00031406621105768337,True,34.84086642845227,7.524334355113857,25.10662920572389,-9.73423722272838,0.6065774983491564,0.6108636261775435,0.21943511660380616,0.3568281563637601,0.05263157894736842,0.690625,0.026902749404509485,0.10594721081726632
MLP_TN_01,mlp,MLP,TN,9672,51000,0,Benign,0.5,0,0.495976060628891,-0.01609620451927185,2.9802322387695312e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,5.388627357780933,128,5.386272906515999,-0.0023544512649342764,0.0023544512649342764,0.0004369296870258723,True,14.721763690438367,3.41552061318383,10.054018298477184,-4.667745391961184,0.6217654048046839,0.6073786668316711,0.2963779473112318,0.343467932888405,0.05263157894736842,0.7406250000000001,0.0076304842750137825,0.03190853778122538
MLP_TN_02,mlp,MLP,TN,51254,7040,0,Benign,0.5,0,0.15037168562412262,-1.7316887378692627,2.9802322387695312e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,3.6730348244309425,128,3.673821385134497,0.0007865607035544286,0.0007865607035544286,0.00021414463547219138,True,9.98205974774248,2.207839777660171,6.827940566438487,-3.154119181303991,0.5670398667358473,0.44975095074759797,-0.032998412241677974,0.2762420757776795,0.05263157894736842,0.615625,0.004855078474863412,0.022576830772512935
MLP_TN_03,mlp,MLP,TN,12825,292510,0,Benign,0.5,0,0.13501553237438202,-1.8573217391967773,4.4703483609298544e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,3.547401823103428,128,3.5466928494769445,-0.0007089736264833668,0.0007089736264833668,0.00019985715231524704,True,7.826442887707684,1.876179949634831,5.686567868592314,-2.13987501911537,0.5916850724275436,0.3608937747026898,-0.5401477396154732,0.24639795189330793,0.05263157894736842,0.55625,0.004798891034445047,0.017867788599639667
MLP_TN_04,mlp,MLP,TN,3126,231855,0,Benign,0.5,0,0.10520855337381363,-2.140645980834961,2.7755575615628914e-17,benign_reference_32,32,0.06072540182564978,-5.404723562300205,3.2640775814652443,128,3.26178852968942,-0.00228905177582428,0.00228905177582428,0.000701285958649526,True,7.442209396535043,1.7397745312287,5.351998963112232,-2.0902104334228113,0.6320048124851226,0.413676586414888,-0.29168736250216465,0.2975777017959681,0.0,0.590625,0.006315876355697048,0.036132708080654385
MLP_TN_05,mlp,MLP,TN,12608,250703,0,Benign,0.5,0,0.055219098925590515,-2.839644193649292,1.1175870881507954e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,2.5650793686509132,128,2.567048856664366,0.001969488013452647,0.001969488013452647,0.0007678078259576375,True,9.833652204681533,2.0987182670145734,6.2003505306729485,-3.633301674008583,0.5287171995340367,0.4633121464628102,-0.016324175147464464,0.2547998366013072,0.0,0.571875,0.005629728995419895,0.019917673254272517
MLP_TN_06,mlp,MLP,TN,44103,43329,0,Benign,0.5,0,0.0008044905844144523,-7.1244964599609375,5.2366964931049864e-17,benign_reference_32,32,0.06072540182564978,-5.404723562300205,-1.7197728976607323,128,-1.7206125288672456,-0.0008396312065133138,0.0008396312065133138,0.0004882221412230627,True,11.025039026762187,2.505140280814906,4.652213248947471,-6.372825777814716,0.6094471370276354,0.3776610840861484,0.01901372722309337,0.21443692186726243,0.0,0.44375,0.006219752639936394,0.02359885918231619
