case_id,model,model_display,selected_outcome,holdout_position,original_row_index,y_true,attack_category,feature_index,feature_name,raw_feature_value,scaled_feature_value,attribution,absolute_attribution,absolute_rank,is_top10,reference_attribution_mean,reference_attribution_std,reference_attribution_minimum,reference_attribution_maximum,positive_reference_fraction,negative_reference_fraction,zero_reference_fraction,reference_sign_consistency,feature_reference_stability,attribution_direction,reference_reliability_class,recommended_reporting_role
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,21,Fwd IAT Tot,114000000.0,3.413348197937012,-0.9514528798209866,0.9514528798209866,3,True,-0.9514528798209864,0.9146888185040348,-2.347498844427801,0.2071373910957621,0.15625,0.84375,0.0,0.84375,Reference-stable direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,23,Fwd IAT Std,19300000.0,5.042537212371826,1.17570820321559,1.17570820321559,2,True,1.1757082032155903,0.8037266035218724,-0.2185775425426521,2.607632726761849,0.90625,0.09375,0.0,0.90625,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,24,Fwd IAT Max,59000000.0,3.325894594192505,0.3608266710549601,0.3608266710549601,10,True,0.3608266710549601,0.8820235581719599,-0.9030207428304452,1.9041235895242288,0.46875,0.53125,0.0,0.53125,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,29,Bwd IAT Max,59000000.0,4.910905838012695,0.8861385992650679,0.8861385992650679,4,True,0.8861385992650679,1.1533329625167168,-0.996090237902755,3.166365701408662,0.59375,0.40625,0.0,0.59375,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,40,Pkt Len Max,1430.0,1.9452147483825684,-0.5250368214393402,0.5250368214393402,8,True,-0.5250368214393402,0.600984636019513,-2.3931210843189654,0.041653688853617,0.125,0.875,0.0,0.875,Reference-stable direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,46,RST Flag Cnt,1.0,1.9163296222686768,0.7895464405167244,0.7895464405167244,5,True,0.7895464405167245,0.9289691608194216,0.0,2.8731633985368723,0.625,0.0,0.375,0.625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_02,cnn,CNN,FN,33027,52627,1,Infilteration,51,ECE Flag Cnt,1.0,1.9163296222686768,1.3266395604538264,1.3266395604538264,1,True,1.3266395604538266,1.4085464322578258,0.0,4.407661072806086,0.625,0.0,0.375,0.625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_03,cnn,CNN,FN,59238,97993,1,Infilteration,0,Dst Port,53.0,-0.5525506734848022,0.3892889848151132,0.3892889848151132,8,True,0.3892889848151131,0.7968913313302739,-0.0142060915518264,2.549853258562701,0.53125,0.34375,0.125,0.53125,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_03,cnn,CNN,FN,59238,97993,1,Infilteration,1,Protocol,17.0,2.216094970703125,0.7807492830767276,0.7807492830767276,4,True,0.7807492830767278,0.992368491350766,-1.4362113292825622,2.294350162628882,0.71875,0.15625,0.125,0.71875,Moderately stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_03,cnn,CNN,FN,59238,97993,1,Infilteration,2,Flow Duration,294.0,-0.3771364986896515,0.4384016883312469,0.4384016883312469,6,True,0.4384016883312468,0.9594037073297782,-0.0001934159354961,4.54739073737482,0.84375,0.15625,0.0,0.84375,Reference-stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_03,cnn,CNN,FN,59238,97993,1,Infilteration,8,Fwd Pkt Len Min,36.0,0.7544926404953003,0.3684206336313901,0.3684206336313901,9,True,0.3684206336313902,0.418286902125711,-0.704586803841129,0.9058534136036184,0.8125,0.1875,0.0,0.8125,Reference-stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_03,cnn,CNN,FN,59238,97993,1,Infilteration,10,Fwd Pkt Len Std,0.0,-0.6824519038200378,-0.242645290558857,0.242645290558857,10,True,-0.242645290558857,0.9324341676666216,-2.4674934970791216,0.8789725049157462,0.46875,0.21875,0.3125,0.46875,Reference-sensitive direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_03,cnn,CNN,FN,59238,97993,1,Infilteration,12,Bwd Pkt Len Min,68.0,1.2564924955368042,0.790901711349248,0.790901711349248,3,True,0.790901711349248,0.6130369947377085,-0.0231982238819988,1.9584519577517296,0.875,0.125,0.0,0.875,Reference-stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_03,cnn,CNN,FN,59238,97993,1,Infilteration,46,RST Flag Cnt,0.0,-0.5218309164047241,-1.0827042286728323,1.0827042286728323,1,True,-1.0827042286728323,1.5424237472130593,-4.125988472653695,-0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_03,cnn,CNN,FN,59238,97993,1,Infilteration,47,PSH Flag Cnt,0.0,-1.0575153827667236,0.4161204360819802,0.4161204360819802,7,True,0.4161204360819802,0.5428264250694012,-0.7165087043273475,1.484797770918082,0.5625,0.0625,0.375,0.5625,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_03,cnn,CNN,FN,59238,97993,1,Infilteration,67,Init Bwd Win Byts,-1.0,-0.4095837473869324,-0.5561011400437481,0.5561011400437481,5,True,-0.5561011400437482,1.413547490012704,-4.26225833374975,1.173475751826074,0.4375,0.25,0.3125,0.4375,Reference-sensitive direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_03,cnn,CNN,FN,59238,97993,1,Infilteration,69,Fwd Seg Size Min,8.0,-1.4315420389175415,1.0734823410145244,1.0734823410145244,2,True,1.0734823410145244,1.2530773996030435,-2.116524585564739,3.682445408496822,0.75,0.125,0.125,0.75,Reference-stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_04,cnn,CNN,FN,47635,98315,1,Infilteration,0,Dst Port,53.0,-0.5525506734848022,0.3463660125252377,0.3463660125252377,9,True,0.3463660125252378,0.6920499103069921,-0.0142597760060965,2.1789460014934465,0.5625,0.3125,0.125,0.5625,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_04,cnn,CNN,FN,47635,98315,1,Infilteration,1,Protocol,17.0,2.216094970703125,0.4357344785097741,0.4357344785097741,6,True,0.4357344785097741,0.7865569110779294,-1.3898470302066233,1.80774793428578,0.59375,0.28125,0.125,0.59375,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_04,cnn,CNN,FN,47635,98315,1,Infilteration,2,Flow Duration,27372.0,-0.3762403726577759,0.4409193917646917,0.4409193917646917,5,True,0.4409193917646917,1.0372307558862868,-0.0745582193345091,5.031632069103918,0.78125,0.21875,0.0,0.78125,Reference-stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_04,cnn,CNN,FN,47635,98315,1,Infilteration,8,Fwd Pkt Len Min,36.0,0.7544926404953003,0.4115460426187038,0.4115460426187038,7,True,0.4115460426187037,0.4093563761992679,-0.5987319247605258,1.015600205633313,0.8125,0.1875,0.0,0.8125,Reference-stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_04,cnn,CNN,FN,47635,98315,1,Infilteration,12,Bwd Pkt Len Min,121.0,2.530979633331299,1.4976384711613089,1.4976384711613089,1,True,1.4976384711613084,1.1633587566373005,-0.3199238489837406,3.488514810153112,0.84375,0.15625,0.0,0.84375,Reference-stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_04,cnn,CNN,FN,47635,98315,1,Infilteration,46,RST Flag Cnt,0.0,-0.5218309164047241,-1.1230024114619284,1.1230024114619284,2,True,-1.123002411461928,1.595053626277024,-4.239899858827601,-0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_04,cnn,CNN,FN,47635,98315,1,Infilteration,47,PSH Flag Cnt,0.0,-1.0575153827667236,0.3879322973954614,0.3879322973954614,8,True,0.3879322973954614,0.4642894708044807,-0.4870407427263785,1.341576784995368,0.5625,0.0625,0.375,0.5625,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_04,cnn,CNN,FN,47635,98315,1,Infilteration,51,ECE Flag Cnt,0.0,-0.5218309164047241,-0.2923851047276589,0.2923851047276589,10,True,-0.2923851047276589,0.4387541508979616,-1.7165468638592596,-0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_04,cnn,CNN,FN,47635,98315,1,Infilteration,67,Init Bwd Win Byts,-1.0,-0.4095837473869324,-0.4977673788123575,0.4977673788123575,4,True,-0.4977673788123576,1.2175041608054116,-3.5940766091324825,1.0134441000928809,0.40625,0.28125,0.3125,0.40625,Reference-sensitive direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_04,cnn,CNN,FN,47635,98315,1,Infilteration,69,Fwd Seg Size Min,8.0,-1.4315420389175415,0.9629188396992576,0.9629188396992576,3,True,0.9629188396992578,1.2299425489291032,-2.040875275458313,4.464589035406813,0.75,0.125,0.125,0.75,Reference-stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_05,cnn,CNN,FN,37967,7008,1,Infilteration,7,Fwd Pkt Len Max,38.0,-0.5625607967376709,0.6446130086438724,0.6446130086438724,3,True,0.6446130086438724,1.2506690877006883,-0.8292894783940027,3.278061541382685,0.65625,0.34375,0.0,0.65625,Moderately stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_05,cnn,CNN,FN,37967,7008,1,Infilteration,11,Bwd Pkt Len Max,0.0,-0.684525191783905,0.4153379990934709,0.4153379990934709,6,True,0.4153379990934709,0.6024768846708377,-0.0186643542104046,2.2182944209282582,0.625,0.125,0.25,0.625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_05,cnn,CNN,FN,37967,7008,1,Infilteration,14,Bwd Pkt Len Std,0.0,-0.6783645153045654,-0.4659731263310491,0.4659731263310491,5,True,-0.4659731263310491,0.8616122553952474,-3.778735172196793,0.120695834030713,0.1875,0.4375,0.375,0.4375,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_05,cnn,CNN,FN,37967,7008,1,Infilteration,31,Fwd PSH Flags,1.0,5.396814346313477,0.7201610725716815,0.7201610725716815,2,True,0.7201610725716815,1.3900018049661669,-2.937004000124888,3.2919555753296463,0.71875,0.25,0.03125,0.71875,Moderately stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_05,cnn,CNN,FN,37967,7008,1,Infilteration,40,Pkt Len Max,38.0,-0.6935656666755676,0.2880770857281915,0.2880770857281915,9,True,0.2880770857281916,0.3229530832992697,-0.0601857377947704,0.920875097947312,0.90625,0.09375,0.0,0.90625,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_05,cnn,CNN,FN,37967,7008,1,Infilteration,45,SYN Flag Cnt,1.0,5.396814346313477,1.3470401307601705,1.3470401307601705,1,True,1.3470401307601705,1.4502795648560016,0.0,6.427635714861127,0.96875,0.0,0.03125,0.96875,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_05,cnn,CNN,FN,37967,7008,1,Infilteration,47,PSH Flag Cnt,0.0,-1.0575153827667236,0.2608042824382744,0.2608042824382744,10,True,0.2608042824382744,0.3847111695269766,-0.599756450303401,1.24124229319684,0.5625,0.0625,0.375,0.5625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_05,cnn,CNN,FN,37967,7008,1,Infilteration,48,ACK Flag Cnt,1.0,1.5607398748397827,-0.4686213830878341,0.4686213830878341,4,True,-0.468621383087834,0.5665914287072834,-2.04263611267117,0.3041525242669207,0.09375,0.6875,0.21875,0.6875,Moderately stable direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_05,cnn,CNN,FN,37967,7008,1,Infilteration,53,Pkt Size Avg,25.33333333,-0.5829469561576843,0.3297385795990506,0.3297385795990506,7,True,0.3297385795990506,0.5493743951202987,-0.4219773636409135,1.6964093545420678,0.75,0.25,0.0,0.75,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_05,cnn,CNN,FN,37967,7008,1,Infilteration,66,Init Fwd Win Byts,114.0,-0.7377633452415466,0.3053484396502992,0.3053484396502992,8,True,0.3053484396502992,0.971066797148336,-0.3336912289693921,5.4991779646273615,0.75,0.25,0.0,0.75,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat
CNN_FN_06,cnn,CNN,FN,38938,217563,1,Infilteration,0,Dst Port,443.0,-0.5331613421440125,1.1867932445133078,1.1867932445133078,4,True,1.1867932445133076,3.3237614489515663,-0.4158461385853053,13.315600175003896,0.5,0.34375,0.15625,0.5,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_06,cnn,CNN,FN,38938,217563,1,Infilteration,2,Flow Duration,122.0,-0.3771421909332275,0.5290285659388859,0.5290285659388859,10,True,0.5290285659388859,1.385976914357418,-0.1452853950413658,6.514955995856759,0.40625,0.59375,0.0,0.59375,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_06,cnn,CNN,FN,38938,217563,1,Infilteration,7,Fwd Pkt Len Max,0.0,-0.6599207520484924,1.5512921806298776,1.5512921806298776,2,True,1.5512921806298776,3.09575249549377,-1.439933796260464,9.926888928192913,0.625,0.1875,0.1875,0.625,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_06,cnn,CNN,FN,38938,217563,1,Infilteration,10,Fwd Pkt Len Std,0.0,-0.6824519038200378,-1.307748267149012,1.307748267149012,3,True,-1.3077482671490124,2.863409218989778,-12.085753327363507,0.1980697744985601,0.15625,0.53125,0.3125,0.53125,Reference-sensitive direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_06,cnn,CNN,FN,38938,217563,1,Infilteration,11,Bwd Pkt Len Max,0.0,-0.684525191783905,0.7823232756744601,0.7823232756744601,6,True,0.7823232756744604,1.3950932967888303,-0.8914768688857414,5.192169885856095,0.65625,0.09375,0.25,0.65625,Moderately stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_06,cnn,CNN,FN,38938,217563,1,Infilteration,14,Bwd Pkt Len Std,0.0,-0.6783645153045654,-0.6032669751158036,0.6032669751158036,8,True,-0.6032669751158036,2.444653119005377,-11.959661753847378,1.990171234010125,0.34375,0.28125,0.375,0.375,Reference-sensitive direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_06,cnn,CNN,FN,38938,217563,1,Infilteration,41,Pkt Len Mean,0.0,-0.7634954452514648,0.5738516239915198,0.5738516239915198,9,True,0.5738516239915198,0.6722541821606886,-0.0,2.383744530263319,0.8125,0.0,0.1875,0.8125,Reference-stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_06,cnn,CNN,FN,38938,217563,1,Infilteration,48,ACK Flag Cnt,1.0,1.5607398748397827,1.1487879822529885,1.1487879822529885,5,True,1.1487879822529885,1.459851353377838,-0.9017137501235896,4.444797752975937,0.65625,0.125,0.21875,0.65625,Moderately stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_06,cnn,CNN,FN,38938,217563,1,Infilteration,51,ECE Flag Cnt,0.0,-0.5218309164047241,-0.7266145088806258,0.7266145088806258,7,True,-0.726614508880626,1.2565589978092664,-4.114791507011885,-0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_06,cnn,CNN,FN,38938,217563,1,Infilteration,66,Init Fwd Win Byts,62841.0,2.301091432571411,-2.1029534370818386,2.1029534370818386,1,True,-2.1029534370818386,4.690371070869622,-13.05845625447101,11.554456644729711,0.40625,0.59375,0.0,0.59375,Reference-sensitive direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_07,cnn,CNN,FN,30759,2183,1,Infilteration,0,Dst Port,3389.0,-0.3866970837116241,0.5519987506859307,0.5519987506859307,4,True,0.5519987506859305,1.276154503212197,-1.1710430067103006,3.2742441572488565,0.40625,0.40625,0.1875,0.40625,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_07,cnn,CNN,FN,30759,2183,1,Infilteration,12,Bwd Pkt Len Min,0.0,-0.3786987066268921,-0.2821572026302265,0.2821572026302265,5,True,-0.2821572026302265,0.7705773679052115,-2.680563790716325,-0.0,0.0,0.125,0.875,0.875,Reference-stable direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_07,cnn,CNN,FN,30759,2183,1,Infilteration,14,Bwd Pkt Len Std,382.692036,1.301483154296875,0.2675793209540543,0.2675793209540543,6,True,0.2675793209540542,0.7293339139656787,-1.1309892454494783,1.7845764526915306,0.53125,0.46875,0.0,0.53125,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_07,cnn,CNN,FN,30759,2183,1,Infilteration,17,Flow IAT Mean,141404.5294,-0.2185906022787094,0.1718029389805389,0.1718029389805389,10,True,0.1718029389805388,0.6160152718253582,-0.0141792018956851,3.28039632996709,0.4375,0.5625,0.0,0.5625,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_07,cnn,CNN,FN,30759,2183,1,Infilteration,40,Pkt Len Max,1173.0,1.4580261707305908,-0.2431402882714834,0.2431402882714834,7,True,-0.2431402882714834,0.5874833250261944,-2.105379234401022,0.507250767226076,0.3125,0.59375,0.09375,0.59375,Reference-sensitive direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_07,cnn,CNN,FN,30759,2183,1,Infilteration,46,RST Flag Cnt,1.0,1.9163296222686768,1.0527652114984618,1.0527652114984618,2,True,1.0527652114984616,0.9413376571381455,0.0,2.6689574519940624,0.625,0.0,0.375,0.625,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_07,cnn,CNN,FN,30759,2183,1,Infilteration,51,ECE Flag Cnt,1.0,1.9163296222686768,0.649457302387148,0.649457302387148,3,True,0.649457302387148,0.970179964011666,-0.7384556096020765,2.9384080396082584,0.5,0.125,0.375,0.5,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_07,cnn,CNN,FN,30759,2183,1,Infilteration,66,Init Fwd Win Byts,8192.0,-0.3464187979698181,0.2139278046038989,0.2139278046038989,9,True,0.2139278046038988,0.7428485125067028,-0.5718800968334846,2.713046970337724,0.21875,0.28125,0.5,0.5,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_07,cnn,CNN,FN,30759,2183,1,Infilteration,67,Init Bwd Win Byts,62872.0,2.9870941638946533,1.4779461705064945,1.4779461705064945,1,True,1.477946170506494,1.7066122452455113,-0.889300241133584,5.265183100194769,0.75,0.21875,0.03125,0.75,Reference-stable direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_07,cnn,CNN,FN,30759,2183,1,Infilteration,69,Fwd Seg Size Min,20.0,-0.221856951713562,-0.2293348086178083,0.2293348086178083,8,True,-0.2293348086178083,0.585834460997822,-1.8930010013324208,0.66483034567112,0.0625,0.21875,0.71875,0.71875,Moderately stable direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_08,cnn,CNN,FN,43696,95163,1,Infilteration,0,Dst Port,445.0,-0.5330619215965271,0.5116539658145366,0.5116539658145366,8,True,0.5116539658145367,1.1731313516701407,-0.545004026086502,5.605013107164855,0.4375,0.4375,0.125,0.4375,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_08,cnn,CNN,FN,43696,95163,1,Infilteration,7,Fwd Pkt Len Max,103.0,-0.3960239291191101,0.5704250137322316,0.5704250137322316,5,True,0.5704250137322314,1.3981419537069917,-1.239055173214645,3.591624551804573,0.46875,0.5,0.03125,0.5,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_08,cnn,CNN,FN,43696,95163,1,Infilteration,10,Fwd Pkt Len Std,52.48523602,-0.3404287993907928,-0.8543225274632785,0.8543225274632785,2,True,-0.8543225274632783,1.4283424357222798,-5.105385057035117,0.3923731701609721,0.15625,0.8125,0.03125,0.8125,Reference-stable direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_08,cnn,CNN,FN,43696,95163,1,Infilteration,11,Bwd Pkt Len Max,131.0,-0.3950352668762207,0.7141096026640106,0.7141096026640106,3,True,0.7141096026640106,1.0697529080918706,-0.5348352159326584,3.507627149377577,0.59375,0.375,0.03125,0.59375,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_08,cnn,CNN,FN,43696,95163,1,Infilteration,14,Bwd Pkt Len Std,66.56350351,-0.3339998722076416,-0.5608401494681703,0.5608401494681703,6,True,-0.5608401494681703,1.1797858431659314,-3.8956931703498,0.8471151730926056,0.3125,0.6875,0.0,0.6875,Moderately stable direction,Decreases attack logit,Reference-sensitive,Supplementary diagnostic only
CNN_FN_08,cnn,CNN,FN,43696,95163,1,Infilteration,17,Flow IAT Mean,178837.6667,-0.2153357714414596,0.4254169174045363,0.4254169174045363,9,True,0.4254169174045364,1.4623428104392815,-0.0276205611442721,7.548916657973626,0.4375,0.5625,0.0,0.5625,Reference-sensitive direction,Increases attack logit,Reference-sensitive,Supplementary diagnostic only
